Start frame,Key prediction,Idle Prob,Active Prob,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,comma,period,space,backspace
0,6,1.0,2.8124979775667747e-11,1.2844301724001273e-41,3.3552892091393005e-06,2.512681064942329e-27,1.2395555203658295e-29,2.3643445333599934e-37,3.519658067981141e-34,1.808359263890308e-28,2.3376044033478073e-27,3.6891048898859526e-34,2.5575213362795304e-28,4.011876173169987e-31,4.419795444144879e-27,4.79547471433022e-23,5.392374796063222e-16,9.86163029919229e-21,1.3736853175659108e-38,1.0111757521666047e-35,2.9937663761363567e-28,4.3437400471434735e-36,5.744852579252797e-27,7.020582796625069e-28,1.080845073836733e-31,3.3899349203363613e-29,1.323081454541207e-25,6.799224485397015e-24,6.921120307556796e-31,1.1477538934924567e-21,3.2084150874273076e-12,1.3737990539445574e-33,3.6160545730619384e-26
1,6,1.0,6.093661686357166e-11,5.359966626042425e-42,2.1692674181394977e-06,5.135942864315551e-28,4.388695181337377e-30,2.4007090132363624e-38,6.130250334818751e-34,7.940995550403666e-29,4.857736987541468e-28,1.8003028886516906e-34,4.178279977258831e-28,5.596714920119516e-32,5.502755096337555e-27,5.111209270782873e-24,1.4382060932028424e-16,6.052634022828223e-21,1.0856027358940077e-39,1.7466372380491782e-35,3.88040842982261e-28,2.7117007732990246e-36,2.394091928616685e-27,3.0906406523390347e-28,2.2169071140123816e-31,2.421423570829462e-29,3.662440210586516e-26,6.116780127429412e-24,3.0845232725322707e-31,3.884211500482474e-22,2.0792575560618642e-12,4.8950748501082695e-34,3.238275248527418e-26
2,6,1.0,8.495414094422671e-11,3.8409590907143236e-42,2.4608873445686186e-06,4.3775959116509245e-28,3.0764972322037263e-30,1.817161108933261e-38,4.124643913964842e-34,8.585276894699528e-29,2.1498908005714374e-28,2.0528117025890397e-34,5.986591454012394e-28,3.9479465602522117e-32,1.3383049908977753e-26,4.320237768209943e-24,2.667873468885064e-16,5.866500209648536e-21,4.783080074249185e-40,6.58346574040376e-36,8.911283871210817e-29,1.1923572133254104e-35,1.6920721675530658e-27,4.227594857932325e-28,2.58957220726261e-31,6.398239449491823e-30,7.448508483567973e-26,8.045997846854383e-24,2.7065907890960075e-31,5.621926166971334e-22,2.2010893541840604e-12,2.4664913531061825e-34,6.27655761754659e-26
3,6,1.0,3.4548353761154615e-11,1.563849086186496e-42,4.0807485675031785e-06,6.50127312049055e-28,2.878499784937662e-30,1.2481892309963732e-38,6.754305132813437e-34,1.5222202409340507e-28,3.6839368532171334e-28,2.308474606641935e-34,7.6209654567335405e-28,4.622939514128561e-32,1.756503421989162e-26,4.4905634872693796e-24,4.592883690555938e-16,9.747918814360391e-21,8.063113402678927e-40,4.227150938714428e-36,7.172379178163702e-29,1.0274587596072675e-35,1.5133105278994508e-27,8.108793881997105e-28,1.8873979448638918e-31,2.861355246850693e-30,1.5242449296770912e-25,7.45381810910579e-24,2.666861431026916e-31,4.361066936744775e-22,2.4819842361911704e-12,2.4191682923472293e-34,1.0406706063267657e-25
4,6,1.0,3.177648422170165e-11,1.9421996715541965e-42,5.862471425643889e-06,1.3594672439417984e-27,5.830218761999343e-30,1.3919212552612483e-38,2.2902172967459936e-33,4.224869185578531e-28,3.5176968396899464e-28,3.028620098509093e-34,9.19952793559629e-28,4.273357485895995e-32,2.0471421202599375e-26,6.582198200748494e-24,7.021431441265648e-16,1.2463610118715234e-20,1.0535059945686477e-39,5.592921262927936e-36,2.532358820814868e-28,1.7120231481105666e-35,2.8355247015199613e-27,1.1420905163102249e-27,3.7883704984910793e-31,4.966233799568692e-30,2.456595442734246e-25,8.941541934314769e-24,4.003973089550539e-31,3.2848733548899794e-22,1.9577670647835665e-12,2.183131322589518e-34,2.7621821615274657e-25
5,6,1.0,2.8373314114871206e-11,3.0057852059767326e-42,9.101130672206637e-06,2.6054910511833666e-27,7.493323215870406e-30,3.9983131373509e-38,4.695226392295584e-33,1.3114082621850399e-27,5.014345425416774e-28,4.42871078256647e-34,8.499092251911928e-28,3.668985587754759e-32,2.3666334061391717e-26,6.153473992435768e-24,6.159087844094134e-16,1.4739043427767965e-20,1.118611722519643e-39,1.6081318037014723e-35,4.1205988569069195e-28,3.110866878321673e-35,5.8063698631644364e-27,1.696260102217136e-27,7.41028676512606e-31,8.723231858469093e-30,3.408109852369548e-25,7.361738319943867e-24,9.106536868306129e-31,2.245111515339952e-22,1.862468946428608e-12,4.174187327432155e-34,4.991013492882742e-25
6,6,1.0,1.8988397659791545e-11,3.843761687642973e-42,9.13347139430698e-06,3.6641121488898375e-27,6.591022027659448e-30,6.274648504087649e-38,1.376522545785718e-32,2.2127777577112763e-27,1.692613546460433e-27,7.955188324903563e-34,1.3021109316750077e-27,4.084687409979553e-32,2.843769299463092e-26,6.1715251020994874e-24,9.389835617555566e-16,2.7057993874514452e-20,1.7432503220816806e-39,1.9915574840488446e-35,1.8355911188578415e-27,2.813006769125068e-35,1.5315198295969427e-26,2.067190935425212e-27,1.1561553058416554e-30,1.0573725534347112e-29,2.9830669127748422e-25,6.3412998018166275e-24,1.0634843153188737e-30,2.4757527345744643e-22,1.926918477210271e-12,7.590719413768901e-34,5.41835275726874e-25
7,6,1.0,3.2662653831616595e-11,3.6349682164585755e-42,1.047582827595761e-05,3.988833952349236e-27,6.733938066595133e-30,1.1812249889181131e-37,3.100733692278415e-32,2.0824937969843297e-27,3.4139400120897576e-27,1.723323758460422e-33,1.1657826324105961e-27,5.97636433060459e-32,2.3764246799020408e-26,5.643112541193982e-24,1.143559700330244e-15,8.561158427445301e-20,3.4936766935991685e-39,2.0017443364601698e-35,4.316233568803311e-27,1.7563733790645155e-35,1.8682965678386456e-26,3.301641348148471e-27,1.1985728784317555e-30,1.7536204529182787e-29,4.272140327172939e-25,6.105338488860087e-24,1.2592120240528221e-30,3.1034002581560825e-22,1.5044767731967057e-12,2.076363833933718e-33,9.146926012508812e-25
8,6,1.0,3.3774056468205416e-11,5.1357588717504546e-42,2.2857033400214277e-05,4.777410205124468e-27,9.32004294168101e-30,2.4031004131436406e-37,2.084345734449389e-32,2.2803305208826364e-27,1.279194117933049e-26,3.5699241808854694e-33,3.371344604695734e-27,3.7096742079888393e-31,8.792741024611386e-26,1.6395028721840365e-23,2.3476562101260425e-15,2.2479341419528026e-19,1.0275414754530196e-38,9.20742899719464e-36,1.6756347406637096e-27,5.858340698346175e-35,1.1033190428207821e-26,9.157205239882391e-27,2.0393288499760332e-30,2.4697456045239684e-29,8.563182747711104e-25,1.0101300782482638e-23,3.1118833737453997e-30,6.502246974454945e-22,2.3055782543551784e-12,9.457160619632394e-33,4.189043494353994e-24
9,6,1.0,2.780876744157279e-11,6.916809219907297e-42,1.4462040780927055e-05,4.986486848771213e-27,1.2596551572112177e-29,3.6363076335827157e-37,3.227736452929957e-32,1.3241635999102193e-27,1.2968646792471974e-26,2.1839529747736434e-33,2.851692883403092e-27,5.735897565487103e-31,1.9526118086516557e-25,2.3578637516219897e-23,1.5611604958537702e-15,1.5994476769189862e-19,1.4367274933983414e-38,9.349728098491447e-36,1.0048297780632382e-27,1.3724028559375934e-34,1.3074297146245236e-26,7.226293299915014e-27,1.8271948136074322e-30,4.020868065484851e-29,1.0497533782261574e-24,8.183041918752998e-24,5.447426643857458e-30,7.961962261669616e-22,3.191144397340917e-12,9.997536107389369e-33,5.930900437901733e-24
10,6,1.0,1.8542060248316616e-11,1.8169235888435578e-41,1.711701406748034e-05,7.825393098087529e-27,2.2031129417122618e-29,1.0755892588549214e-36,6.575338064813262e-32,2.6739986904211538e-27,1.6954562190583486e-26,2.8418694487472005e-33,3.5306278703743026e-27,1.2569866721873934e-30,4.49603088498824e-25,4.937891244537752e-23,1.227573510236609e-15,1.1444228597839255e-19,6.00624828038596e-38,3.090399616087312e-35,1.1366389790096424e-27,3.6289441451190737e-34,1.6599631790760385e-26,9.914287530649035e-27,5.35040942754172e-30,2.81447216870487e-29,3.828593619666336e-24,1.1794518929197165e-23,2.1853510528001506e-29,1.1596267423652378e-21,4.509019893572663e-12,2.028972456749173e-32,1.3311414041820312e-23
11,6,1.0,9.857498498022643e-12,2.2900159633842593e-40,3.77560754714068e-05,2.1736495249589353e-26,5.412679256542067e-29,7.152551656009674e-36,3.709869340051076e-31,1.5993832837869313e-26,9.711269708532937e-26,2.173767059084379e-32,3.7885229862513753e-26,4.565500440288625e-30,2.019268558338665e-24,2.0993326706277507e-22,4.399820317921212e-15,5.836568824586147e-19,1.0178120864542029e-36,1.0762641457192846e-34,2.767441152055928e-27,2.205396930468519e-33,5.195352256421657e-26,1.0027453787511669e-25,2.7266335132069063e-29,6.3034405132675e-29,1.329680433785562e-23,3.077467875846571e-23,1.5097996779814544e-28,3.394010910597437e-21,1.2826059658799238e-11,1.4829297344027312e-31,6.237774350894763e-23
12,6,1.0,1.5706515948954447e-11,5.805845784405939e-40,8.332030847668648e-05,5.126956783343831e-26,1.0286675907639024e-28,5.007232278827952e-35,1.4031592066330487e-30,7.12810153355598e-26,2.7425580139149286e-25,3.805371144314564e-32,7.112130798010747e-26,9.359726878648386e-30,2.2948269416480007e-24,3.499023216019793e-22,1.0144861093222025e-14,7.543147893811143e-19,5.779291716605594e-36,1.1167495946117947e-34,2.7864880214269346e-27,4.8845324106558205e-33,7.522058053325771e-26,2.712323194089103e-25,5.382946509319374e-29,2.5209077228480277e-28,3.550640215205704e-23,4.53467382807617e-23,2.8392023128970174e-28,5.4919029066420876e-21,2.2060400381440637e-11,2.4349418028836923e-31,1.4405116359912052e-22
13,6,1.0,1.967980292616467e-11,1.204954128697481e-39,0.00010098982602357864,1.0172684929055604e-25,2.2839533395527746e-28,1.0643725969105268e-34,1.3522983872594103e-30,1.534125042736435e-25,2.345381832316188e-25,4.3683333152122077e-32,1.0445075518140509e-25,1.2882235443655796e-29,3.52995494120727e-24,5.506342014702861e-22,8.2856966188323e-15,5.627154093845511e-19,6.160136389032038e-36,2.21274827010047e-34,4.854148113386599e-27,1.4974159684224484e-32,1.084559252567286e-25,4.0209507446943983e-25,5.845395390887668e-29,5.0181968038230625e-28,4.842580438880225e-23,8.868355363832889e-23,3.0340455157345144e-28,8.10392885086036e-21,5.630044000448642e-11,2.2837494843820595e-31,3.6700303373519416e-22
14,6,1.0,3.348196719876739e-11,1.200687174873612e-39,4.4445940147852525e-05,1.3379004531648167e-25,3.526089801646343e-28,4.820660432777079e-35,2.5299395669244916e-30,2.340504946288692e-25,1.2948986591450878e-25,5.837794705540957e-32,6.603762329890293e-26,5.037838520731517e-30,2.8496982917450716e-24,4.473591066007459e-22,6.416756960714786e-15,3.7947962671211735e-19,4.3122031637909684e-36,3.259895627379753e-34,1.2006039272876034e-26,1.5163871248135755e-32,1.6624100961815418e-25,2.5218039177549793e-25,6.80722105514856e-29,3.9533438782990405e-28,3.3574213582463005e-23,1.396771255171745e-22,2.087290855141561e-28,6.122776757730089e-21,3.6104903788913845e-11,1.981979630924274e-31,2.407703194752948e-22
15,6,1.0,2.115926531209844e-11,1.0893512092860766e-39,1.9855044229188934e-05,1.7316180959917455e-25,4.597086925175446e-28,3.1570110582958833e-35,4.5275897130395775e-30,2.819628491759857e-25,8.541089465465225e-26,1.1133869892471569e-31,3.503665313376068e-26,3.8900941120688655e-30,2.139194348593984e-24,2.9476319100288863e-22,5.31317425087963e-15,3.805557628396547e-19,3.8882428021155676e-36,6.228683293020732e-34,3.2767815214635185e-26,1.4835349964439696e-32,3.9844218009210407e-25,1.6050322982402915e-25,8.787527224103138e-29,6.018922521471309e-28,3.042602432646337e-23,1.5279576877502958e-22,2.0610091336379665e-28,7.71092597143104e-21,1.834098151132224e-11,2.604709753314759e-31,1.2789424465291207e-22
16,6,1.0,1.83103168044374e-11,2.6558529534655393e-40,1.751964373397641e-05,1.329048324472589e-25,1.3746967757182835e-28,9.864399330229311e-36,2.764236091664852e-30,1.8719793773006215e-25,8.844728807158197e-26,6.005115746931353e-32,2.4573108101527893e-26,2.2404431440231897e-30,9.403218045929935e-25,1.2937936050396839e-22,5.864916689644504e-15,3.275175106494257e-19,1.0172517464346764e-36,5.889678528260758e-34,3.610632078784917e-26,2.139873956998723e-33,2.7764489575174206e-25,8.802252345197539e-26,5.421060662918797e-29,2.1675166706812263e-28,1.1840851885604416e-23,1.1349858073991073e-22,4.983001878536844e-29,4.784874317030222e-21,1.0258280336294945e-11,1.5281575848472292e-31,3.41016049629267e-23
17,6,1.0,3.4334837490518355e-12,2.2025609262257475e-41,3.422201916691847e-05,8.966231875489699e-26,4.594895096528112e-29,3.014717194492216e-36,9.424433798960586e-31,8.42174158977869e-26,6.622947057326718e-26,5.560472078294963e-32,1.1734605639861897e-26,2.7140987185344835e-30,3.6562707020101056e-25,7.200788607173434e-23,4.956337481409759e-15,1.6357332469583319e-19,2.801814443587155e-37,2.1144638558135243e-34,9.504098348861575e-27,6.769975482700356e-34,1.0596607069867314e-25,8.71118020258252e-26,4.283664817515135e-29,1.1563733572225465e-28,5.032080999962869e-24,7.506196422174111e-23,7.460551561844057e-30,5.3994464900404635e-21,6.955322602586467e-12,1.055457922342024e-31,2.2135773055247215e-23
18,6,1.0,3.541925596133727e-13,6.632345631649359e-42,0.00016640046669635922,1.4493356841934355e-25,3.461232846877577e-29,3.9130053826967934e-36,5.84768331666838e-31,7.93059432499776e-26,5.701220405251111e-26,6.272280927491891e-32,1.2776244079911756e-26,7.555785788328468e-30,1.0239410235685658e-25,1.231389280073674e-22,1.3750355936064784e-14,1.0181950336848481e-19,3.1093700852906403e-37,1.1765848973391637e-34,3.863881543487337e-27,3.8259827122558133e-34,6.621206016656992e-26,1.0606803097067296e-25,4.9108541354076677e-29,1.760147820704327e-28,3.0195362975498556e-24,5.939659397190673e-23,2.2214710413591102e-30,6.756684277558758e-21,3.1676421468479488e-12,5.161918367659965e-32,3.047634734132923e-23
