Key,Frame
a,99
t,107
space,111
d,117
a,123
w,128
n,135
space,143
backspace,162
comma,171
space,179
5,186
space,193
c,202
backspace,211
backspace,217
backspace,222
backspace,226
5,307
space,312
c,320
u,324
r,329
i,334
s,340
o,344
u,350
backspace,365
backspace,370
backspace,375
o,391
u,397
s,403
space,409
c,413
h,418
i,423
l,431
d,436
r,442
e,449
n,453
space,461
w,467
a,475
n,487
d,496
e,502
r,508
e,513
d,520
space,525
i,531
n,537
t,541
o,545
space,550
t,555
h,558
e,564
space,568
e,573
n,578
c,592
h,596
a,602
n,607
g,612
backspace,629
t,642
e,649
d,655
space,661
f,665
o,670
r,673
e,678
s,684
t,690
comma,708
space,714
g,721
u,728
i,735
l,748
backspace,761
d,770
e,776
d,782
space,786
b,791
y,795
space,801
a,805
space,814
t,818
r,824
i,835
l,843
space,850
m,854
a,858
r,863
k,867
e,871
d,877
space,884
w,888
i,893
t,897
h,901
space,907
l,918
e,923
t,929
t,932
e,939
r,942
s,948
space,953
a,958
space,974
t,979
h,985
o,991
u,995
g,999
h,1006
space,1014
z,1020
period,1032
space,1039
t,1045
h,1049
e,1054
space,1059
q,1063
u,1066
i,1071
c,1074
k,1080
space,1087
b,1092
r,1099
o,1105
w,1109
n,1115
space,1120
f,1124
o,1130
x,1133
space,1140
o,1149
backspace,1171
p,1180
l,1189
a,1194
y,1200
f,1208
u,1215
l,1220
l,1225
y,1232
space,1237
d,1243
a,1247
r,1252
t,1258
d,1269
backspace,1297
e,1303
d,1308
space,1314
b,1318
t,1328
backspace,1348
e,1373
t,1379
w,1387
e,1392
e,1398
n,1404
space,1411
7,1417
space,1421
t,1426
o,1431
w,1435
e,1442
r,1445
i,1449
n,1455
g,1461
space,1465
t,1475
r,1479
e,1485
e,1490
w,1498
comma,1504
space,1510
w,1513
h,1517
i,1522
backspace,1532
backspace,1536
backspace,1541
backspace,1546
backspace,1550
backspace,1556
s,1574
comma,1580
space,1587
backspace,1602
w,1610
h,1616
i,1619
l,1626
e,1631
space,1638
6,1812
space,1837
f,1844
r,1848
o,1853
g,1859
s,1866
space,1873
l,1879
e,1884
a,1889
p,1905
e,1910
backspace,1935
t,1944
space,1959
i,1965
n,1972
t,1977
o,1980
space,1987
a,1992
