Key,Frame
i,128
n,133
space,142
t,148
h,151
e,158
space,162
b,171
u,178
t,186
l,200
i,207
n,212
g,217
space,220
t,226
o,230
w,234
n,240
space,245
s,251
q,263
u,268
a,283
r,290
e,297
comma,308
space,315
5,323
space,329
j,335
u,341
g,348
g,353
l,365
e,370
r,374
s,380
space,389
p,399
e,403
r,408
f,416
r,423
backspace,439
o,447
r,452
m,456
e,461
d,467
space,473
t,479
r,484
c,502
backspace,516
i,525
c,529
s,540
space,546
w,552
i,555
t,560
h,563
space,568
g,574
l,577
o,584
w,588
i,591
n,597
g,603
space,607
b,611
a,615
s,620
l,627
backspace,644
backspace,648
l,658
l,663
s,669
space,677
m,680
a,685
r,689
k,693
e,696
d,702
space,707
q,713
space,717
t,722
o,726
space,730
backspace,738
backspace,743
backspace,748
backspace,753
backspace,757
a,769
space,778
t,784
o,788
space,791
z,798
comma,812
space,818
d,831
a,836
z,844
z,848
l,857
i,863
n,868
g,873
space,878
a,884
space,889
c,907
r,914
o,917
w,923
d,934
space,941
o,946
f,952
space,957
3,971
4,979
5,1000
space,1007
c,1019
h,1024
e,1039
e,1044
r,1051
i,1054
n,1060
g,1065
space,1072
o,1075
n,1080
l,1085
o,1091
o,1097
k,1104
e,1111
r,1116
s,1129
period,1142
space,1147
a,1153
space,1162
q,1165
u,1170
i,1175
c,1181
k,1186
space,1194
b,1200
r,1209
w,1215
backspace,1233
o,1243
w,1247
n,1252
space,1257
f,1260
o,1264
x,1268
space,1275
d,1283
a,1290
r,1295
t,1300
e,1306
d,1311
space,1316
b,1323
e,1331
t,1340
w,1345
e,1352
e,1357
n,1364
space,1370
7,1380
space,1386
c,1392
o,1396
l,1400
o,1405
r,1410
f,1433
u,1444
l,1451
space,1478
s,1481
t,1486
a,1492
l,1497
l,1502
s,1506
comma,1516
space,1521
h,1528
i,1533
l,1540
e,1544
space,1550
6,1562
space,1568
f,1573
r,1579
o,1584
g,1588
s,1593
space,1599
c,1604
r,1611
a,1617
backspace,1635
o,1645
a,1650
k,1656
e,1661
d,1667
space,1675
m,1680
e,1686
d,1691
backspace,1718
l,1728
o,1734
d,1752
i,1757
s,1763
o,1768
u,1772
l,1779
backspace,1792
backspace,1797
backspace,1801
backspace,1805
o,1821
y,1825
s,1829
l,1836
backspace,1850
backspace,1856
backspace,1859
backspace,1863
o,1886
u,1893
s,1898
l,1903
y,1909
space,1919
b,1924
y,1929
space,1936
a,1942
space,1945
0,1958
space,1967
d,1971
e,1977
g,1984
r,1990
e,1995
e,1999
space,2006
f,2011
o,2018
u,2027
t,2046
a,2052
