Key,Frame
d,91
e,99
a,104
r,111
space,120
w,131
u,135
i,148
backspace,162
backspace,166
backspace,172
q,189
backspace,204
q,225
u,230
u,236
backspace,254
i,262
c,268
n,301
backspace,324
backspace,329
n,345
c,349
y,353
comma,361
space,369
i,373
space,380
h,386
o,400
p,405
e,411
space,416
y,423
o,428
u,432
space,439
a,446
r,453
e,461
space,467
d,473
o,476
i,480
n,485
g,489
space,494
w,497
e,503
l,519
l,524
period,539
space,547
i,551
space,566
w,575
a,583
n,588
e,591
e,595
d,602
backspace,618
backspace,623
backspace,628
d,641
backspace,650
e,656
d,662
space,669
y,674
o,679
backspace,695
backspace,701
t,719
o,722
space,729
u,733
p,756
d,762
a,766
t,770
e,775
space,780
y,787
o,791
u,795
space,803
o,807
n,811
space,817
u,825
r,834
space,841
l,846
a,849
t,855
e,861
s,865
t,872
space,876
o,883
r,890
o,894
backspace,905
backspace,910
backspace,916
p,925
r,933
o,940
j,947
e,951
c,958
t,963
comma,971
space,981
w,987
h,990
i,996
c,1000
h,1004
space,1011
a,1019
backspace,1031
h,1049
a,1054
s,1064
space,1074
b,1078
e,1085
e,1091
n,1095
space,1100
q,1104
i,1111
t,1114
e,1120
space,1125
t,1133
e,1141
space,1145
j,1160
o,1166
r,1169
backspace,1192
u,1202
r,1205
n,1209
e,1213
y,1219
comma,1234
space,1243
backspace,1254
backspace,1259
period,1269
space,1276
t,1279
h,1282
e,1289
space,1292
w,1304
o,1308
r,1313
k,1318
space,1328
i,1332
n,1337
v,1341
o,1360
l,1367
v,1372
e,1378
s,1385
space,1392
a,1396
space,1403
s,1410
e,1419
r,1422
i,1429
e,1435
s,1440
space,1448
o,1451
f,1457
space,1461
c,1466
o,1473
m,1478
p,1482
l,1491
e,1496
x,1505
space,1515
t,1520
a,1530
s,1534
k,1541
s,1551
comma,1560
space,1566
e,1570
a,1577
c,1581
h,1587
space,1593
i,1603
t,1607
h,1612
space,1618
i,1622
t,1627
s,1634
space,1642
u,1651
n,1656
i,1661
q,1666
u,1670
e,1676
space,1687
c,1693
h,1699
a,1721
l,1745
l,1750
e,1754
n,1758
g,1761
e,1765
s,1772
period,1784
space,1790
o,1794
u,1799
r,1802
space,1809
t,1815
e,1821
a,1824
m,1831
comma,1840
space,1850
i,1854
n,1862
c,1867
l,1872
u,1879
d,1898
i,1902
n,1907
g,1910
space,1920
k,1927
e,1931
v,1944
i,1948
n,1953
space,1958
a,1963
d,1967
backspace,1988
backspace,1992
n,2003
d,2007
space,2014
z,2022
e,2028
l,2033
d,2040
a,2046
m,2055
space,2061
h,2069
a,2076
backspace,2088
backspace,2094
backspace,2098
backspace,2103
comma,2126
space,2132
h,2141
a,2146
s,2159
space,2166
b,2173
e,2180
e,2184
n,2190
d,2198
i,2204
l,2212
i,2216
g,2226
e,2231
n,2236
t,2241
l,2248
y,2253
space,2261
w,2267
o,2271
r,2274
k,2277
i,2280
n,2286
g,2291
space,2296
t,2304
o,2307
space,2313
t,2321
a,2326
c,2331
k,2335
e,2339
space,2353
backspace,2365
backspace,2370
backspace,2374
k,2406
e,2412
l,2415
backspace,2432
backspace,2438
l,2450
e,2456
space,2468
t,2474
h,2478
s,2488
e,2494
space,2498
i,2504
s,2513
s,2519
u,2522
e,2527
s,2531
period,2540
space,2547
r,2558
e,2562
c,2568
e,2575
n,2580
t,2584
l,2591
y,2595
space,2603
w,2609
e,2615
space,2620
f,2633
a,2640
c,2646
e,2653
d,2659
space,2665
s,2674
e,2682
r,2685
v,2693
e,2700
backspace,2709
backspace,2715
backspace,2719
v,2729
e,2734
r,2737
a,2749
l,2754
space,2761
q,2766
u,2771
i,2783
r,2789
k,2801
y,2809
space,2817
s,2823
i,2826
t,2831
u,2836
a,2846
t,2850
i,2853
o,2861
n,2866
s,2872
space,2877
t,2883
h,2887
a,2890
t,2895
space,2898
w,2907
backspace,2927
r,2938
e,2945
u,2955
backspace,2976
q,2988
u,2991
i,2997
r,3000
e,3005
e,3016
d,3021
space,3029
backspace,3037
backspace,3042
backspace,3047
d,3058
space,3066
i,3073
m,3077
m,3081
e,3097
d,3104
i,3108
a,3116
t,3119
e,3125
space,3131
a,3139
c,3150
t,3158
e,3168
e,3172
backspace,3184
backspace,3189
t,3198
t,3203
e,3209
n,3214
t,3220
backspace,3229
backspace,3233
backspace,3238
backspace,3259
e,3271
n,3280
t,3290
i,3297
o,3303
l,3314
space,3324
t,3330
backspace,3340
backspace,3346
backspace,3350
backspace,3354
period,3374
space,3381
t,3384
h,3388
a,3396
n,3401
k,3407
space,3414
backspace,3430
f,3442
u,3446
l,3452
l,3457
y,3465
comma,3475
space,3482
w,3487
e,3494
space,3499
m,3504
a,3521
n,3528
g,3553
e,3561
d,3567
space,3571
backspace,3581
backspace,3586
backspace,3591
backspace,3618
a,3624
g,3628
e,3634
d,3641
space,3652
t,3656
o,3661
space,3665
a,3670
d,3676
d,3679
r,3687
e,3692
s,3702
s,3707
space,3712
t,3715
h,3720
e,3723
m,3728
space,3732
w,3737
i,3741
t,3745
h,3749
space,3755
h,3765
e,3769
l,3774
p,3781
backspace,3791
backspace,3794
backspace,3800
backspace,3806
t,3821
e,3827
space,3832
h,3839
e,3844
l,3849
p,3853
space,3860
o,3863
f,3871
space,3877
o,3882
u,3887
r,3890
space,3909
i,3914
n,3920
n,3926
o,3935
v,3941
a,3948
t,3952
i,3958
e,3964
space,3970
t,3975
e,3983
c,3992
h,3999
n,4006
i,4011
q,4016
u,4019
e,4024
s,4030
space,4038
a,4042
n,4046
d,4050
space,4054
q,4059
u,4066
i,4072
c,4077
space,4086
a,4092
d,4098
r,4104
backspace,4118
j,4127
u,4132
s,4139
t,4145
e,4153
m,4156
t,4161
n,4164
backspace,4177
backspace,4182
backspace,4187
backspace,4191
m,4209
e,4212
n,4217
t,4220
s,4225
period,4229
space,4235
t,4239
h,4242
e,4248
p,4258
r,4263
o,4267
c,4277
e,4283
s,4287
s,4294
space,4301
h,4304
a,4310
s,4314
space,4325
b,4330
e,4337
n,4344
space,4350
q,4354
i,4362
t,4365
e,4372
space,4377
r,4384
e,4389
backspace,4407
i,4418
g,4428
o,4431
r,4435
u,4442
s,4447
backspace,4463
backspace,4469
u,4482
s,4486
space,4494
backspace,4505
backspace,4508
o,4528
backspace,4540
backspace,4546
o,4568
u,4574
s,4579
space,4585
backspace,4594
comma,4607
space,4612
t,4622
space,4627
w,4632
e,4640
space,4646
a,4653
r,4658
e,4663
space,4672
m,4685
k,4691
i,4697
n,4700
g,4706
space,4714
s,4725
i,4728
g,4732
n,4738
i,4744
f,4751
i,4756
c,4760
a,4766
n,4774
t,4781
space,4795
s,4800
t,4805
r,4812
d,4817
i,4822
e,4826
backspace,4840
backspace,4844
backspace,4848
i,4861
d,4871
e,4874
s,4880
period,4892
space,4897
o,4902
u,4906
r,4911
space,4917
p,4921
r,4925
o,4962
j,4968
e,4972
c,4979
t,4985
space,4988
i,4994
s,4997
space,5001
d,5005
r,5011
v,5017
e,5023
n,5028
space,5037
b,5041
y,5048
space,5055
a,5061
d,5068
v,5076
a,5084
n,5090
c,5093
e,5099
d,5106
space,5112
a,5117
l,5133
g,5146
r,5153
backspace,5176
o,5184
r,5189
t,5195
backspace,5215
i,5225
t,5230
h,5233
m,5239
s,5244
space,5249
a,5255
n,5259
space,5266
c,5272
t,5280
t,5286
i,5289
n,5295
g,5298
space,5302
e,5318
d,5332
g,5339
e,5345
space,5351
t,5359
e,5366
c,5372
h,5378
n,5384
o,5388
l,5394
o,5399
g,5404
y,5410
period,5423
space,5431
w,5436
e,5443
space,5448
l,5457
o,5462
o,5483
k,5492
space,5501
f,5526
o,5530
a,5543
backspace,5557
w,5563
a,5570
r,5575
d,5581
space,5587
t,5591
space,5599
s,5604
h,5611
a,5614
r,5622
i,5626
n,5631
g,5636
space,5640
m,5644
o,5651
r,5656
e,5665
space,5669
u,5675
p,5682
d,5686
a,5692
t,5696
e,5700
s,5708
space,5715
w,5720
i,5724
t,5728
h,5733
space,5739
y,5746
o,5754
u,5759
space,5764
s,5769
o,5776
o,5781
n,5787
period,5795
space,5803
b,5810
e,5815
s,5820
t,5826
