Key,Frame
o,103
n,108
space,115
a,141
space,150
c,161
r,169
p,176
s,183
space,191
backspace,205
backspace,211
backspace,216
s,235
p,250
space,307
o,315
c,319
t,325
o,328
b,337
e,346
space,370
e,377
v,384
e,390
n,394
i,402
n,406
g,412
comma,419
space,426
5,432
space,439
d,446
a,456
r,461
i,465
n,470
g,476
space,482
a,489
d,494
v,502
e,509
n,512
t,517
u,521
r,526
e,533
r,542
s,548
space,556
s,562
e,571
t,576
space,584
o,593
u,598
t,606
space,614
t,624
o,628
space,633
e,637
x,645
p,654
l,660
o,666
r,671
e,677
space,683
t,689
h,692
e,699
space,702
f,708
o,715
r,718
e,723
s,729
t,735
comma,745
space,749
c,756
a,763
r,768
r,773
y,779
i,785
n,791
g,797
space,803
m,806
a,811
p,815
s,820
space,829
m,833
a,838
r,845
k,851
e,855
d,861
space,866
f,872
r,877
o,881
m,886
space,891
a,897
space,902
t,907
o,912
space,919
z,928
period,938
space,946
t,950
h,954
e,958
y,963
space,970
e,977
s,982
backspace,995
backspace,1000
d,1011
i,1017
s,1020
c,1053
o,1060
v,1063
e,1070
e,1078
d,1089
space,1105
1,1117
2,1126
space,1135
h,1145
i,1149
d,1154
d,1158
e,1166
n,1171
space,1178
c,1187
a,1193
v,1197
e,1203
s,1208
comma,1218
space,1224
8,1243
space,1253
s,1260
o,1264
a,1279
backspace,1292
backspace,1297
p,1314
a,1319
r,1326
k,1331
i,1338
n,1344
backspace,1358
backspace,1363
l,1378
i,1383
n,1389
g,1396
space,1401
f,1409
backspace,1421
s,1428
t,1438
r,1444
e,1449
a,1466
m,1482
s,1488
comma,1498
space,1505
a,1510
n,1514
d,1518
space,1525
9,1537
space,1544
g,1553
l,1557
o,1563
w,1574
i,1578
n,1583
g,1589
space,1595
f,1602
i,1605
r,1610
e,1615
f,1636
l,1642
i,1648
e,1651
s,1657
space,1668
t,1679
h,1684
q,1701
t,1707
space,1714
backspace,1728
backspace,1733
backspace,1738
a,1757
t,1761
space,1768
l,1772
i,1777
t,1782
space,1786
u,1794
p,1800
space,1807
t,1812
e,1821
space,1825
n,1829
i,1836
g,1839
h,1843
t,1846
period,1860
space,1864
t,1869
h,1872
e,1878
space,1883
q,1890
u,1894
i,1899
c,1903
k,1907
space,1915
b,1922
r,1928
o,1932
w,1936
n,1943
space,1950
f,1955
o,1959
x,1963
space,1971
d,1979
a,1987
s,1994
h,2001
e,2005
d,2012
space,2017
p,2024
a,2029
s,2034
t,2042
space,2048
7,2061
space,2067
l,2071
a,2074
z,2082
y,2092
space,2100
s,2107
q,2119
u,2136
i,2142
r,2149
r,2155
l,2162
e,2167
s,2173
backspace,2187
backspace,2192
backspace,2196
e,2213
l,2219
s,2224
space,2233
backspace,2251
comma,2262
space,2268
w,2271
h,2276
i,2280
l,2296
e,2300
space,2306
3,2315
space,2320
o,2335
w,2338
l,2349
s,2357
space,2365
h,2371
o,2377
o,2381
t,2386
e,2392
d,2399
space,2405
l,2424
9,2434
backspace,2462
o,2472
u,2484
d,2501
l,2513
y,2520
space,2529
f,2533
r,2539
o,2543
m,2548
space,2559
5,2568
space,2574
t,2588
w,2599
o,2604
e,2611
backspace,2624
backspace,2628
backspace,2633
o,2646
w,2652
e,2661
r,2665
i,2670
n,2675
g,2681
space,2687
t,2697
r,2704
e,2714
e,2718
s,2726
period,2736
space,2742
n,2747
e,2753
a,2760
r,2766
b,2780
y,2787
comma,2794
space,2802
a,2816
space,2829
g,2836
r,2843
o,2847
u,2852
p,2859
space,2869
o,2876
f,2883
space,2891
6,2903
space,2910
f,2917
r,2923
o,2931
g,2937
s,2943
space,2950
l,2960
a,2970
p,2974
e,2984
d,2991
space,2999
o,3003
v,3008
e,3015
r,3020
space,3025
0,3054
