Key,Frame
o,109
n,114
space,122
s,131
backspace,155
a,164
space,174
b,184
r,192
e,212
e,216
z,227
y,234
space,241
s,247
u,251
m,256
m,261
e,268
r,274
space,282
s,285
a,289
backspace,308
backspace,314
a,330
f,337
t,343
e,349
r,352
n,365
o,369
o,373
n,378
comma,388
space,396
5,409
space,417
a,428
d,434
v,442
a,448
n,453
backspace,473
backspace,477
e,484
n,489
t,493
r,499
u,507
e,512
backspace,523
backspace,528
backspace,534
u,552
r,559
r,565
backspace,578
e,591
r,595
w,602
space,611
t,618
r,624
backspace,634
backspace,639
backspace,643
backspace,648
s,660
space,668
t,674
r,680
e,687
k,709
k,713
e,716
d,723
space,729
t,736
h,744
r,749
o,772
u,775
g,781
h,785
space,791
a,801
space,811
v,818
i,825
b,831
r,839
a,845
n,850
t,855
m,868
e,873
a,882
d,893
o,902
w,905
comma,916
space,923
t,928
h,931
e,938
i,943
r,949
space,964
b,971
a,975
c,981
k,987
p,998
a,1004
c,1010
k,1015
s,1020
space,1027
l,1037
a,1042
b,1048
l,1055
backspace,1078
e,1084
l,1089
e,1097
d,1104
space,1112
f,1116
r,1121
o,1125
m,1131
space,1139
a,1146
space,1152
t,1157
o,1161
space,1165
z,1171
period,1183
space,1191
a,1198
space,1203
q,1207
u,1213
i,1220
c,1225
k,1229
space,1238
b,1247
r,1255
o,1262
w,1272
n,1279
space,1284
f,1289
o,1294
x,1301
space,1308
d,1314
a,1322
s,1330
h,1335
e,1341
d,1346
space,1351
p,1356
a,1363
s,1370
t,1379
space,1387
7,1398
space,1402
g,1411
r,1418
a,1425
i,1433
backspace,1455
z,1462
i,1470
n,1476
g,1481
space,1493
d,1503
d,1508
backspace,1522
e,1536
e,1543
r,1548
comma,1558
space,1563
w,1567
h,1571
i,1576
l,1583
e,1589
space,1596
6,1618
space,1624
f,1628
r,1635
o,1640
g,1644
s,1651
space,1657
h,1665
o,1671
p,1679
p,1685
e,1689
d,1697
space,1702
n,1706
e,1711
a,1717
r,1723
space,1730
a,1751
space,1769
g,1776
l,1781
i,1787
m,1793
m,1809
e,1815
r,1822
i,1826
n,1830
g,1836
space,1842
s,1857
r,1865
e,1871
a,1877
m,1884
period,1894
space,1907
o,1913
v,1917
e,1925
r,1930
space,1935
backspace,1954
h,1964
e,1969
a,1975
d,1981
space,1989
backspace,1998
comma,2005
space,2011
9,2018
space,2024
b,2031
r,2035
i,2040
d,2044
g,2051
backspace,2063
backspace,2068
backspace,2073
backspace,2078
i,2098
r,2104
d,2118
s,2126
space,2134
c,2142
h,2147
backspace,2164
i,2172
r,2177
c,2186
l,2193
e,2198
d,2202
space,2212
t,2218
e,2227
space,2231
s,2235
k,2241
y,2249
space,2260
backspace,2275
comma,2287
space,2293
a,2297
n,2303
d,2309
space,2314
1,2327
2,2333
space,2343
d,2353
r,2367
a,2374
g,2385
o,2391
n,2397
space,2403
backspace,2418
f,2430
l,2434
i,2440
e,2444
s,2451
space,2458
d,2470
a,2477
n,2484
c,2487
e,2493
d,2499
space,2506
a,2512
v,2517
backspace,2537
b,2546
o,2549
v,2554
e,2561
space,2567
0,2583
space,2590
r,2599
i,2606
o,2614
p,2620
k,2627
backspace,2643
backspace,2648
backspace,2652
p,2678
p,2682
l,2690
e,2711
s,2718
space,2724
i,2729
n,2735
space,2741
t,2747
h,2750
e,2756
space,2760
w,2766
a,2774
t,2779
e,2786
r,2791
period,2804
space,2809
n,2813
e,2819
a,2826
r,2830
b,2837
y,2843
comma,2855
space,2861
3,2873
4,2880
5,2888
space,2908
f,2927
o,2933
o,2939
w,2943
e,2949
backspace,2959
backspace,2965
backspace,2969
backspace,2976
l,2986
o,2991
w,2996
e,3004
r,3008
s,3014
space,3024
b,3033
o,3039
backspace,3055
l,3066
o,3072
o,3091
m,3120
e,3125
d,3132
space,3137
i,3141
n,3147
space,3151
r,3163
a,3169
d,3175
i,3179
a,3185
n,3189
t,3194
space,3202
c,3209
o,3214
l,3221
o,3226
r,3230
s,3236
period,3252
backspace,3267
comma,3279
space,3287
a,3295
t,3302
r,3308
backspace,3324
t,3334
r,3352
a,3357
c,3364
t,3370
i,3374
n,3380
g,3386
space,3394
8,3409
9,3415
space,3422
b,3431
u,3438
z,3443
z,3448
i,3459
n,3465
g,3469
space,3475
b,3484
e,3494
e,3498
s,3504
comma,3516
backspace,3531
period,3543
space,3552
a,3561
s,3568
space,3575
d,3581
a,3585
s,3591
k,3598
backspace,3611
backspace,3615
backspace,3619
u,3641
s,3645
k,3650
space,3656
f,3662
e,3669
e,3676
backspace,3697
l,3709
l,3714
comma,3727
space,3734
t,3747
h,3751
e,3756
space,3760
g,3771
r,3777
o,3782
u,3786
o,3792
d,3796
backspace,3812
backspace,3817
p,3830
space,3836
g,3843
a,3855
z,3868
e,3875
d,3881
space,3886
a,3892
t,3897
space,3901
6,3946
7,3954
8,3969
space,3991
s,4000
t,4007
r,4015
backspace,4040
a,4058
r,4062
s,4068
space,4075
l,4082
i,4088
g,4119
h,4123
t,4127
i,4135
n,4140
g,4145
space,4153
u,4158
p,4165
space,4174
t,4181
h,4184
e,4190
space,4195
n,4209
e,4214
a,4221
backspace,4253
backspace,4258
backspace,4277
h,4287
e,4293
a,4302
v,4308
e,4315
n,4320
s,4329
comma,4340
space,4347
m,4352
a,4355
r,4361
v,4370
a,4375
l,4389
backspace,4402
backspace,4407
e,4417
l,4422
i,4427
n,4432
g,4438
space,4448
a,4460
t,4470
space,4476
t,4480
h,4485
e,4489
space,4492
b,4499
e,4506
a,4512
t,4515
u,4521
backspace,4534
backspace,4541
u,4552
t,4556
y,4583
space,4590
o,4595
f,4602
space,4605
n,4609
a,4612
t,4618
u,4623
r,4628
e,4634
s,4642
space,4649
e,4655
n,4660
d,4664
l,4669
e,4676
s,4682
s,4688
space,4694
p,4699
a,4705
t,4714
t,4719
e,4727
r,4731
n,4740
s,4747
space,4752
a,4762
n,4766
d,4772
space,4776
t,4783
h,4789
e,4795
space,4799
h,4806
a,4811
r,4817
m,4837
o,4841
n,4846
y,4853
space,4865
b,4869
e,4875
t,4888
w,4894
w,4900
e,4911
backspace,4928
backspace,4932
e,4948
e,4953
n,4957
space,4962
t,4967
h,4971
e,4975
space,4979
a,4983
l,4989
p,4995
h,5001
a,5006
b,5018
e,5026
t,5030
space,5036
a,5041
n,5046
d,5049
space,5060
n,5069
u,5074
m,5081
b,5086
e,5094
r,5097
s,5103
space,5110
backspace,5122
backspace,5126
backspace,5132
backspace,5137
r,5153
s,5161
space,5168
i,5173
n,5178
space,5184
t,5189
h,5193
i,5198
e,5204
r,5212
backspace,5222
backspace,5227
backspace,5232
e,5254
i,5259
r,5264
space,5271
j,5276
o,5282
u,5287
r,5293
n,5298
e,5306
y,5312
period,5329
