Key,Frame
o,94
n,99
space,108
a,120
space,128
b,137
r,143
e,168
e,186
z,198
y,208
space,215
s,220
u,225
m,230
m,235
e,240
r,244
space,256
a,264
f,269
t,276
e,283
r,286
n,295
o,302
o,309
n,314
comma,323
space,332
5,340
space,346
a,351
d,359
v,375
e,380
n,387
t,390
u,397
r,404
e,409
r,412
e,416
s,426
space,432
backspace,440
backspace,445
backspace,450
s,461
space,468
t,478
r,483
e,490
k,501
k,506
e,510
d,516
space,521
t,527
h,534
r,538
o,543
u,546
g,549
h,556
space,562
a,567
space,575
v,580
i,590
b,598
r,604
a,610
n,615
t,619
space,627
m,635
e,641
a,648
d,657
o,661
w,667
k,674
space,683
t,687
h,690
backspace,703
backspace,708
backspace,713
backspace,729
comma,740
space,746
t,750
h,754
e,760
i,766
r,772
space,778
b,785
a,789
c,794
k,800
o,811
a,816
c,821
k,826
backspace,838
backspace,844
backspace,848
backspace,859
p,878
a,883
c,888
k,891
s,896
space,907
l,919
a,923
b,927
l,933
backspace,955
e,964
l,968
e,972
d,977
space,983
f,986
r,992
o,996
m,1001
space,1006
a,1013
space,1018
t,1022
o,1030
space,1035
z,1041
period,1054
space,1064
q,1068
backspace,1097
a,1108
space,1115
q,1119
u,1124
i,1130
c,1137
k,1142
space,1148
b,1154
r,1161
w,1170
backspace,1188
o,1197
w,1200
n,1208
space,1212
f,1215
o,1220
x,1224
space,1231
d,1236
a,1243
s,1248
h,1255
e,1258
d,1264
space,1269
o,1276
a,1287
backspace,1299
backspace,1305
p,1316
a,1321
s,1326
t,1333
space,1339
7,1365
space,1371
g,1378
r,1384
a,1390
z,1404
i,1410
n,1416
g,1422
space,1428
d,1435
e,1444
e,1449
r,1454
comma,1468
space,1473
h,1479
i,1485
l,1493
e,1496
space,1503
6,1516
space,1523
f,1529
r,1535
o,1540
g,1544
s,1553
space,1559
h,1568
o,1590
p,1597
p,1602
e,1607
d,1613
space,1621
n,1629
e,1633
a,1639
r,1643
