Key,Frame
a,133
t,140
space,147
d,156
a,164
w,173
n,179
comma,193
space,200
5,214
space,220
d,227
backspace,246
c,271
u,278
r,282
i,286
o,293
s,297
u,302
space,312
backspace,323
backspace,328
backspace,333
u,352
s,355
space,363
c,368
h,378
i,383
l,391
d,395
r,401
e,406
n,411
space,417
w,426
a,433
n,438
t,441
backspace,467
d,477
e,482
r,486
e,491
d,498
space,504
i,511
n,518
t,525
o,529
space,535
t,540
e,548
space,551
e,558
n,566
c,570
h,575
a,584
n,593
t,599
backspace,617
t,638
e,644
d,651
space,655
f,660
r,667
backspace,683
o,695
r,701
e,706
s,710
t,717
comma,731
space,737
g,742
u,747
i,751
d,777
e,783
d,788
space,794
b,799
y,805
space,810
a,817
space,823
t,831
a,840
backspace,869
r,876
a,880
i,885
l,892
space,901
m,906
a,909
r,915
k,922
e,925
d,931
space,937
w,941
i,947
t,952
h,956
space,962
l,966
e,969
e,976
backspace,992
t,999
t,1005
e,1013
r,1017
s,1023
space,1029
a,1040
space,1047
f,1055
backspace,1069
t,1085
h,1090
r,1096
o,1106
u,1109
g,1112
h,1118
space,1123
z,1131
period,1137
space,1143
t,1149
h,1154
e,1159
space,1163
q,1166
u,1170
i,1176
c,1180
k,1184
space,1192
b,1197
r,1204
o,1212
w,1215
n,1221
space,1224
f,1228
o,1232
x,1237
space,1244
p,1252
l,1260
a,1267
y,1273
f,1279
u,1283
l,1291
l,1295
y,1304
space,1312
d,1317
a,1325
r,1330
t,1335
e,1348
d,1354
space,1360
b,1365
e,1373
t,1378
w,1393
e,1404
e,1410
n,1416
space,1423
7,1429
space,1435
t,1445
o,1449
w,1452
i,1459
backspace,1489
e,1494
r,1500
i,1504
n,1509
g,1515
space,1524
t,1531
r,1536
e,1542
e,1546
s,1553
space,1560
w,1564
backspace,1574
backspace,1579
comma,1593
space,1601
h,1608
i,1613
l,1623
e,1629
space,1636
6,1651
space,1658
f,1664
r,1672
o,1676
g,1679
s,1684
space,1690
l,1695
e,1700
a,1706
t,1714
space,1725
i,1732
n,1737
t,1743
o,1749
space,1756
a,1763
space,1769
0,1784
space,1792
d,1798
e,1805
g,1814
r,1826
e,1832
e,1837
space,1849
c,1853
r,1870
y,1875
t,1884
a,1890
l,1896
space,1906
c,1914
l,1920
e,1924
a,1935
r,1940
space,1949
p,1965
o,1974
n,1982
d,1988
comma,1994
space,2004
backspace,2022
backspace,2026
backspace,2032
comma,2054
space,2062
o,2066
v,2072
backspace,2082
backspace,2088
backspace,2093
backspace,2098
period,2117
space,2125
o,2129
v,2136
e,2142
r,2146
h,2156
e,2160
a,2166
d,2172
comma,2180
space,2187
9,2195
space,2199
s,2212
p,2218
a,2223
r,2230
r,2240
o,2246
e,2255
backspace,2272
w,2285
s,2293
space,2303
c,2310
h,2316
i,2322
r,2327
o,2334
e,2341
d,2347
backspace,2358
backspace,2363
backspace,2369
p,2391
e,2396
d,2404
space,2412
a,2432
s,2439
space,2445
t,2448
h,2452
e,2456
y,2462
space,2468
f,2473
l,2478
o,2482
w,2485
backspace,2507
backspace,2511
e,2520
w,2525
space,2531
o,2535
a,2542
s,2545
backspace,2560
backspace,2565
backspace,2570
p,2587
a,2592
s,2595
t,2604
space,2611
1,2620
2,2625
space,2632
s,2638
h,2643
i,2649
m,2654
m,2659
e,2664
r,2669
i,2674
n,2679
g,2684
space,2691
c,2700
o,2707
b,2712
w,2721
e,2741
b,2748
s,2754
space,2761
g,2790
l,2796
i,2804
s,2839
t,2846
e,2852
n,2857
i,2863
n,2868
g,2874
space,2880
n,2888
space,2893
t,2897
h,2901
e,2907
l,2914
i,2924
g,2930
h,2934
t,2938
comma,2947
space,2958
backspace,2973
backspace,2979
period,2998
space,3004
t,3009
h,3012
e,3019
space,3023
a,3030
d,3037
v,3045
e,3051
n,3057
t,3061
u,3068
r,3081
e,3091
r,3097
s,3106
comma,3115
backspace,3132
space,3141
c,3147
o,3155
u,3159
n,3166
e,3175
d,3182
space,3188
8,3195
9,3202
space,3210
m,3218
u,3224
s,3229
h,3243
r,3261
o,3267
o,3273
m,3278
s,3284
space,3294
g,3300
r,3307
w,3312
o,3330
backspace,3341
backspace,3347
o,3362
w,3368
i,3371
n,3376
g,3382
space,3388
i,3396
n,3400
space,3406
a,3413
space,3424
s,3454
p,3472
i,3482
r,3488
a,3494
l,3499
space,3506
a,3511
n,3516
d,3521
space,3526
s,3533
p,3540
o,3547
t,3555
t,3560
e,3567
d,3574
space,3582
3,3595
4,3601
5,3608
space,3616
f,3624
i,3628
r,3632
e,3638
f,3646
l,3653
i,3670
e,3676
s,3684
space,3690
b,3698
l,3703
i,3709
n,3716
k,3720
i,3726
n,3731
g,3737
i,3744
backspace,3761
space,3771
i,3777
n,3782
space,3787
r,3809
h,3848
y,3855
t,3861
h,3870
m,3877
i,3882
c,3888
space,3897
h,3905
a,3909
r,3914
m,3918
n,3924
o,3934
backspace,3950
backspace,3956
o,3974
n,3980
y,3987
period,4009
space,4017
b,4023
y,4027
space,4034
m,4042
backspace,4056
n,4072
i,4077
g,4081
t,4087
f,4095
a,4103
l,4109
l,4113
comma,4121
space,4127
u,4132
n,4138
v,4143
backspace,4158
d,4172
e,4179
r,4187
space,4192
a,4199
space,4205
s,4209
k,4214
y,4221
space,4233
b,4240
o,4246
a,4267
s,4272
t,4279
i,4283
n,4288
g,4294
space,4302
6,4312
7,4318
8,4324
space,4332
g,4341
l,4345
i,4353
t,4359
t,4365
e,4370
r,4374
i,4379
n,4384
g,4389
space,4397
s,4405
t,4410
a,4418
r,4424
s,4434
comma,4442
space,4446
t,4453
e,4460
y,4466
space,4476
s,4481
h,4484
a,4504
r,4511
e,4515
d,4522
space,4528
s,4535
o,4540
t,4546
r,4553
backspace,4568
backspace,4572
backspace,4577
t,4588
o,4593
r,4596
i,4601
e,4605
s,4613
comma,4623
space,4626
b,4633
l,4641
e,4662
n,4668
d,4673
n,4680
g,4683
space,4690
t,4696
e,4703
space,4708
m,4712
a,4716
g,4721
i,4726
c,4732
space,4738
o,4746
f,4749
space,4753
l,4757
e,4761
e,4766
backspace,4781
t,4791
t,4795
e,4800
r,4806
w,4817
space,4824
a,4830
backspace,4841
backspace,4847
backspace,4851
s,4861
space,4868
a,4877
d,4886
space,4891
n,4894
u,4899
m,4906
b,4910
e,4918
s,4929
space,4936
i,4939
n,4945
t,4948
o,4954
space,4958
u,4969
backspace,4993
a,5002
n,5006
space,5011
u,5016
n,5023
f,5028
o,5033
r,5038
g,5060
e,5068
t,5076
t,5081
a,5090
b,5095
l,5101
e,5107
t,5114
a,5120
l,5125
e,5131
period,5139
