Frame,Key
52,d
67,e
70,a
72,r
77,space
104,q
110,u
122,i
130,n
137,c
143,y
162,comma
167,space
172,i
180,space
192,h
199,i
205,p
217,delete
221,delete
226,o
232,p
242,e
248,space
256,y
263,o
266,u
293,space
304,a
310,r
316,e
323,space
328,d
334,o
339,i
340,n
345,g
353,w
367,delete
370,space
374,w
380,e
386,l
390,l
397,space
408,delete
415,dot
420,space
426,i
441,space
447,w
453,a
458,n
462,t
468,e
477,d
480,space
486,t
492,o
496,space
501,u
508,p
512,d
518,a
522,t
525,e
533,space
542,y
545,o
549,u
554,space
561,o
565,u
568,r
575,space
606,l
613,t
617,a
626,delete
631,delete
633,a
639,t
642,e
649,s
655,t
661,space
675,p
679,r
682,o
687,j
691,e
698,c
708,t
719,comma
724,space
727,w
734,h
735,i
741,c
746,h
752,space
758,h
764,a
769,s
776,space
798,b
806,e
810,e
815,n
821,space
826,q
832,u
834,i
839,t
843,e
850,space
865,t
870,h
875,e
879,space
888,j
894,o
899,r
919,delete
923,u
928,r
932,n
941,e
947,y
972,dot
979,space
984,t
988,h
992,e
996,space
1003,w
1006,o
1011,r
1015,k
1022,space
1043,i
1048,n
1053,v
1059,o
1074,l
1082,v
1090,e
1097,s
1102,space
1123,a
1128,space
1133,s
1140,e
1145,r
1152,i
1158,r
1174,delete
1177,e
1183,s
1188,space
1197,o
1197,f
1202,space
1208,c
1212,o
1217,m
1220,p
1223,l
1225,e
1232,x
1239,space
1244,t
1252,a
1253,s
1256,k
1275,s
1293,comma
1297,space
1300,e
1306,a
1312,c
1318,h
1321,space
1326,w
1330,i
1336,t
1342,h
1349,space
1355,i
1359,t
1366,s
1372,space
1383,u
1392,n
1398,i
1402,q
1407,u
1413,i
1418,e
1430,delete
1434,delete
1436,e
1442,s
1449,space
1464,c
1472,h
1479,a
1488,l
1501,l
1509,e
1514,n
1518,g
1524,e
1530,s
1535,space
1556,delete
1564,dot
1569,space
1573,o
1579,u
1584,r
1590,space
1614,t
1618,e
1627,m
1640,delete
1644,a
1649,m
1671,comma
1675,space
1680,i
1687,n
1696,c
1704,l
1718,u
1727,d
1730,i
1734,n
1737,g
1742,space
1776,k
1782,e
1786,n
1800,delete
1803,v
1805,i
1809,n
1817,space
1826,a
1830,n
1833,d
1837,space
1850,z
1856,e
1862,l
1872,d
1877,a
1915,comma
1920,space
1925,h
1931,a
1935,s
1941,space
1955,e
1966,delete
1968,b
1976,e
1980,e
1986,n
1991,space
2016,d
2028,i
2038,l
2044,i
2056,g
2061,e
2064,n
2069,t
2074,l
2081,y
2088,space
2105,w
2109,o
2115,r
2118,k
2124,i
2129,n
2135,g
2137,space
2142,t
2146,o
2151,space
2151,t
2170,a
2177,c
2178,k
2184,l
2189,e
2197,space
2217,t
2220,h
2221,e
2230,s
2235,e
2238,space
2245,i
2249,s
2253,s
2259,u
2267,s
2284,delete
2287,e
2293,s
2299,dot
2306,space
2332,r
2335,e
2346,c
2353,e
2358,n
2358,t
2366,l
2374,y
2383,space
2397,w
2402,e
2406,space
2415,f
2420,a
2426,c
2432,e
2437,d
2443,space
2472,s
2478,e
2482,r
2490,v
2502,delete
2507,delete
2511,v
2517,e
2520,r
2526,a
2530,l
2538,space
2555,q
2561,u
2568,i
2573,r
2580,k
2586,y
2593,space
2601,s
2608,i
2625,t
2630,u
2636,a
2639,t
2645,i
2653,o
2658,n
2665,s
2673,space
2691,t
2696,h
2697,a
2699,t
2704,space
2710,r
2713,e
2723,g
2734,delete
2738,q
2742,u
2746,i
2751,r
2755,e
2783,d
2788,space
2793,i
2800,m
2805,m
2813,d
2822,i
2831,delete
2835,delete
2839,e
2845,d
2847,i
2855,a
2859,t
2862,e
2869,space
2918,a
2923,t
2928,t
2931,e
2936,n
2936,d
2943,t
2956,delete
2961,delete
2970,t
2975,i
2980,o
2981,n
3003,dot
3005,space
3009,t
3013,h
3015,a
3016,n
3017,k
3035,f
3040,u
3042,l
3047,l
3054,y
3074,comma
3078,space
3080,w
3085,e
3090,space
3096,m
3099,a
3104,n
3108,g
3119,a
3123,delete
3125,delete
3128,a
3132,g
3142,e
3167,d
3172,space
3177,t
3181,o
3184,space
3188,a
3193,d
3197,d
3202,r
3203,e
3208,s
3212,s
3219,space
3221,t
3224,h
3227,e
3233,m
3238,space
3284,w
3288,i
3292,t
3296,h
3300,space
3303,t
3308,h
3310,e
3314,space
3323,h
3327,e
3331,l
3337,p
3343,space
3351,o
3357,f
3358,space
3367,o
3373,u
3377,r
3381,space
3386,i
3393,n
3398,n
3404,o
3409,v
3414,i
3416,a
3430,delete
3435,delete
3440,a
3444,t
3449,i
3454,v
3460,e
3464,space
3503,t
3507,e
3515,c
3520,h
3530,n
3538,i
3545,q
3550,u
3555,e
3561,s
3568,space
3583,a
3587,n
3590,d
3594,space
3603,q
3608,u
3612,i
3616,c
3622,k
3632,space
3653,a
3658,d
3673,j
3680,s
3692,delete
3697,u
3700,s
3705,t
3712,e
3716,m
3721,t
3724,n
3734,delete
3739,delete
3743,delete
3756,delete
3766,m
3772,e
3777,n
3782,t
3804,s
3814,dot
3818,space
3823,t
3827,h
3831,e
3835,space
3841,p
3844,r
3849,o
3861,c
3867,e
3873,s
3876,s
3883,space
3899,h
3905,a
3907,s
3914,space
3919,b
3927,e
3931,e
3934,n
3938,space
3942,q
3952,i
3959,t
3966,delete
3972,delete
3977,u
3982,i
3985,t
3987,e
3995,space
4028,r
4039,i
4054,g
4058,o
4064,r
4072,u
4081,delete
4090,u
4101,delete
4107,o
4110,u
4115,s
4125,space
4147,delete
4155,comma
4161,space
4177,b
4178,u
4185,t
4188,space
4197,w
4201,e
4205,space
4207,a
4212,r
4212,e
4216,space
4238,m
4240,a
4246,k
4250,i
4256,n
4262,g
4264,space
4276,s
4280,i
4285,g
4288,n
4322,i
4329,f
4333,i
4340,c
4345,a
4349,t
4353,n
4368,delete
4372,delete
4378,n
4384,t
4394,space
4409,s
4415,t
4421,r
4425,i
4429,d
4430,e
4436,s
4441,comma
4460,delete
4469,dot
4473,space
4478,o
4481,u
4483,r
4489,p
4499,delete
4503,space
4507,p
4512,r
4516,o
4521,j
4525,e
4528,c
4536,t
4540,space
4545,i
4548,s
4554,space
4570,d
4576,r
4581,i
4584,v
4589,e
4595,n
4601,space
4617,b
4623,y
4628,space
4634,a
4639,d
4647,v
4653,a
