Frame,Key
32,t
35,h
38,e
43,space
49,f
52,i
54,c
66,delete
67,v
73,e
78,space
92,b
103,o
108,x
111,i
116,n
119,g
124,space
131,q
142,delete
147,w
152,i
167,z
174,a
178,r
185,d
201,s
202,space
211,j
217,u
222,m
226,p
235,space
248,q
255,u
259,i
264,c
271,l
281,y
290,delete
295,delete
300,k
306,l
313,y
331,dot
343,delete
350,comma
356,space
366,delete
374,dot
380,space
383,p
386,a
389,c
393,k
398,space
405,m
410,y
415,space
420,b
426,o
446,x
452,space
456,w
460,i
466,t
470,h
475,space
483,f
487,i
491,v
497,e
501,space
513,d
517,o
522,x
533,delete
536,z
543,e
548,n
555,space
567,l
572,i
585,q
591,u
596,i
602,delete
606,o
608,r
619,space
626,j
632,u
638,g
646,s
651,comma
665,dot
671,space
693,g
697,o
703,space
708,l
712,a
728,z
734,y
749,space
756,f
762,a
768,t
775,space
782,v
789,i
794,x
803,e
808,n
819,space
824,b
833,e
835,space
842,s
848,h
854,r
855,e
874,w
882,e
889,d
897,space
905,j
911,u
919,m
924,p
938,space
943,q
947,u
953,i
959,c
967,l
978,y
983,delete
986,delete
995,k
1007,l
1016,y
1046,comma
1051,dot
1061,space
1094,w
1099,h
1103,e
1112,n
1116,space
1127,z
1134,o
1139,o
1147,b
1153,e
1163,delete
1168,i
1171,e
1177,s
1187,comma
1195,space
1200,delete
1206,delete
1209,space
1219,a
1225,r
1229,r
1234,i
1239,v
1244,e
1250,s
1260,space
1274,delete
1282,comma
1302,space
1306,q
1313,u
1316,i
1317,c
1321,k
1325,l
1332,y
1339,space
1357,f
1361,a
1368,x
1379,space
1388,j
1395,u
1407,d
1414,g
1420,e
1436,space
1444,p
1448,a
1452,t
1458,comma
1465,space
1481,delete
1489,dot
1496,space
1513,a
1518,m
1524,a
1532,n
1550,delete
1558,z
1563,i
1569,n
1573,g
1583,l
1591,y
1598,space
1609,f
1614,e
1619,w
1625,space
1636,d
1641,i
1646,s
1652,c
1656,o
1662,t
1667,h
1672,e
1705,q
1716,u
1717,e
1734,e
1740,s
1745,delete
1749,delete
1754,delete
1773,e
1813,s
1822,space
1842,p
1848,r
1852,o
1856,v
1860,i
1869,d
1873,e
1878,space
1886,j
1891,u
1902,x
1911,delete
1914,k
1919,e
1922,space
1931,b
1939,o
1952,x
1957,e
1963,s
1971,dot
2001,delete
2009,comma
2015,dot
2024,space
2050,p
2059,u
2072,z
2076,z
2079,l
2085,e
2087,d
2096,space
2115,w
2120,o
2137,m
2140,e
2141,n
2150,space
2174,b
2181,e
2222,q
2229,u
2234,e
2287,a
2295,t
2299,h
2302,a
2343,space
2347,j
2353,u
2364,delete
2369,e
2373,r
2378,k
2382,e
2389,s
2395,space
2401,delete
2404,delete
2405,delete
2426,s
2432,space
2439,v
2445,e
2449,r
2458,y
2466,space
2476,e
2484,x
2489,o
2494,t
2499,i
2503,c
2511,space
2521,g
2526,i
2531,f
2538,t
2556,s
2562,comma
2570,space
2601,delete
2609,dot
2614,space
2621,t
2623,h
2628,e
2632,space
2640,q
2647,u
2647,i
2654,c
2659,k
2666,space
2669,space
2679,o
2688,n
2705,y
2707,x
2724,space
2736,g
2738,o
2749,l
2755,b
2762,delete
2767,delete
2778,b
2780,l
2799,i
2804,n
2811,space
2821,u
2832,m
2840,delete
2845,delete
2857,u
2869,delete
2876,j
2882,u
2888,m
2893,p
2900,s
2908,v
2919,delete
2924,space
2929,o
2932,v
2937,e
2943,r
2949,space
2963,t
2967,h
2971,e
2975,space
2981,l
2984,a
2992,z
2999,y
3006,space
3044,d
3056,w
3064,a
3071,f
3077,t
3114,delete
3119,delete
3132,r
3140,f
3190,dot
3195,space
3202,b
3216,delete
3220,delete
3225,delete
3229,comma
3236,dot
3241,space
3250,b
3257,r
3261,w
3265,a
3275,delete
3279,delete
3281,a
3287,w
3290,n
3299,y
3306,space
3348,g
3351,o
3352,d
3364,space
3384,delete
3396,space
3412,j
3422,delete
3426,delete
3430,s
3436,space
3440,j
3441,u
3442,s
3451,t
3457,space
3471,l
3478,o
3483,c
3493,delete
3497,delete
3501,delete
3506,f
3510,l
3516,o
3522,c
3526,k
3531,e
3534,d
3541,space
3544,u
3551,p
3559,space
3631,t
3636,o
3640,space
3644,q
3649,u
3654,i
3661,z
3670,space
3684,a
3688,n
3692,d
3702,space
3708,v
3714,e
3721,x
3726,space
3732,h
3735,i
3742,m
3770,dot
3776,space
3781,w
3788,a
3796,t
3805,c
3814,h
3820,space
3843,j
3848,o
3857,r
3866,delete
3870,delete
3874,e
3878,o
3881,r
3888,p
3899,delete
3904,delete
3910,p
3915,a
3918,r
3924,d
3930,y
3943,space
3952,delete
3956,comma
3961,space
3968,l
3978,delete
3981,a
3982,l
3993,e
4001,x
4006,space
4028,t
4035,r
4038,e
4050,b
4058,e
4067,k
4072,s
4078,space
4111,f
4115,u
4121,n
4127,space
4134,t
4146,v
4154,space
4172,q
4176,u
4183,i
4190,z
4198,space
4203,g
4208,a
4214,m
4219,e
4244,dot
4249,space
4253,s
4256,i
4258,x
4265,space
4272,b
4279,i
4286,g
4294,space
4328,d
4334,e
4340,v
4348,i
4354,l
4362,s
4369,space
4376,f
4382,r
4386,o
4391,m
4395,space
4409,j
4414,a
4421,p
4424,a
4428,n
4433,space
4444,q
4448,u
4452,i
4457,c
4464,k
4474,l
4479,y
4489,space
4510,f
4513,o
4517,r
4532,o
4534,g
4544,delete
4548,delete
4551,g
4554,o
4559,t
4565,space
4619,h
4624,o
4626,w
4631,space
4636,t
4640,o
4645,space
4694,w
4700,a
4707,l
4712,t
4720,z
4729,dot
4738,space
4751,delete
4759,dot
4767,space
4775,delete
4779,delete
4784,delete
4791,comma
4796,dot
4800,space
4829,f
4833,i
4837,v
4842,e
4846,space
4847,o
4851,r
4856,space
4887,s
4891,i
4898,z
4909,delete
4911,x
4917,space
4921,b
4922,i
4927,g
4934,space
4951,d
4957,e
4964,v
4970,i
4976,l
4978,s
4983,space
4988,f
4995,r
4999,o
5002,m
5007,space
5012,j
5016,a
5021,p
5025,a
5028,n
5038,space
5070,q
5075,u
5080,i
5084,c
5107,k
5113,l
5121,y
5129,space
5134,f
5137,o
5139,r
5149,g
5155,o
5160,t
5168,space
5187,h
5190,o
5195,w
5199,space
5206,t
5210,o
5214,space
5220,w
5227,a
5231,l
5242,t
5252,z
5283,dot
5289,space
5294,f
5299,i
5303,v
5309,e
5313,space
5321,o
5325,r
5329,space
5340,s
5346,i
5349,x
5353,space
5377,b
5380,i
5386,g
5392,space
5394,j
5397,e
5411,t
5420,space
5428,p
5450,l
5454,a
5461,n
5467,e
5472,s
5480,space
5500,z
5505,o
5511,o
5526,m
5535,e
5541,d
5549,space
5571,q
5578,u
5581,i
5582,c
5591,k
5599,l
5608,y
5615,space
5622,b
5630,e
5634,space
5637,t
5643,h
5649,space
5664,delete
5669,e
5671,space
5675,t
5681,o
5684,w
5689,e
5693,r
5717,dot
5721,space
5728,j
5731,a
5736,c
5742,k
5750,space
5757,a
5765,m
5769,a
5777,z
5786,e
5791,d
5794,space
5804,a
5810,space
5815,f
5820,e
5825,w
5830,space
5879,f
5892,delete
5898,g
5903,i
5907,r
5913,l
5920,s
5927,space
5963,b
5970,y
5973,space
5998,d
6005,r
6012,o
6017,o
6029,delete
6043,p
6047,p
6059,i
6064,n
6070,g
6077,space
6096,t
6100,h
6103,e
6109,space
6122,q
6127,n
6136,delete
6140,delete
6142,a
6150,n
6163,t
6167,i
6178,q
6182,u
6183,i
6185,e
6201,delete
6205,delete
6209,e
6226,space
6275,o
6280,n
6286,y
6293,x
6301,space
6324,v
6335,a
6339,s
6345,e
6353,dot
6360,space
6383,q
6399,delete
6401,a
6409,space
6413,q
6420,u
6426,i
6432,c
6441,k
6450,space
6490,m
6496,o
6499,v
6505,e
6508,m
6511,e
6515,n
6521,t
6528,space
6560,o
6566,f
6573,space
6577,t
6582,h
6586,e
6590,space
6596,e
6599,n
6604,e
6608,r
6614,y
6620,space
6631,delete
6637,delete
6652,m
6664,y
6673,space
6679,w
6683,i
6685,l
6691,l
6696,space
6700,j
6708,o
6715,e
6719,delete
6720,delete
6725,e
6728,o
6731,r
6752,delete
6759,p
6763,a
6767,r
6777,d
6786,i
6795,z
6804,e
6811,space
6817,s
6821,i
6825,x
6833,space
6842,g
6844,u
6849,n
6854,space
6860,b
6865,o
6869,a
6873,t
6880,s
6893,space
6912,delete
6920,dot
6927,space
6939,j
6943,a
6956,d
6962,e
6968,d
6974,space
6996,z
7001,o
7005,o
7013,b
7025,i
7028,e
7034,s
7041,space
7063,delete
7067,delete
7071,delete
7075,delete
7080,delete
7089,m
7096,b
7101,i
7105,e
7110,s
7116,space
7159,a
7165,c
7172,t
7176,e
7182,d
7187,space
7198,q
7203,u
7210,i
7227,delete
7232,a
7234,i
7240,n
7246,t
7251,e
7258,d
7263,l
7270,y
7279,space
7289,b
7291,u
7298,t
7301,space
7306,k
7310,e
7316,t
7323,p
7333,delete
7337,delete
7344,p
7349,t
7354,space
7361,d
7366,r
7373,i
7375,v
7387,i
7394,n
7399,g
7406,space
7432,t
7433,h
7436,e
7440,r
7457,delete
7463,i
7467,r
7473,space
7478,o
7483,x
7490,e
7494,n
7500,space
7512,f
7515,o
7520,r
7533,delete
7536,w
7541,a
7544,r
7550,d
7578,dot
7584,space
7588,n
7593,o
7599,space
7606,k
7607,i
7612,d
7617,d
7618,i
7623,n
7627,g
7636,space
7665,l
7670,o
7671,n
7686,delete
7692,r
7694,e
7699,n
7705,z
7711,o
7717,space
7738,c
7743,a
7748,l
7752,l
7755,e
7760,d
7766,space
7772,o
7777,f
7783,f
7790,space
7796,h
7799,i
7804,s
7809,space
7811,t
7815,r
7823,i
7830,p
7840,space
7844,t
7847,o
7852,space
7857,m
7861,e
7867,x
7872,i
7883,c
7888,a
7902,delete
7908,o
7914,space
7930,c
7933,i
7938,t
7944,y
7950,space
7958,j
7963,u
7965,s
7971,t
7976,space
7982,b
7987,e
7994,c
7999,a
8007,u
8012,s
8019,e
8024,space
8036,t
8039,h
8042,e
8050,y
8055,space
8061,t
8065,o
8072,l
8075,d
8082,space
8086,h
8090,i
8097,m
8105,space
8132,t
8138,h
8143,e
8149,space
8154,q
8163,delete
8166,c
8170,o
8174,n
8182,q
8183,u
8207,i
8217,s
8221,t
8228,a
8242,d
8246,o
8249,r
8258,space
8270,w
8276,e
8280,r
8282,e
8287,space
8308,e
8316,x
8323,t
8329,n
8339,c
8346,delete
8350,delete
8355,i
8362,n
8372,c
8380,t
8389,dot
