Frame,Key
46,d
54,e
58,a
61,r
71,space
76,t
80,e
88,a
92,m
99,comma
105,space
113,i
120,space
124,h
128,o
136,p
141,e
144,space
153,t
158,h
165,delete
171,delete
180,y
185,o
188,u
193,space
198,a
202,l
207,l
211,space
226,h
231,a
236,d
241,space
246,a
252,space
259,f
263,a
268,n
286,t
302,a
310,s
315,t
321,i
326,c
337,space
342,t
343,i
347,m
351,e
355,space
363,o
369,u
380,delete
385,delete
389,delete
396,comma
401,space
425,o
429,u
435,r
439,space
447,p
454,r
463,delete
468,delete
472,r
476,e
484,c
489,e
490,n
493,t
499,space
518,e
522,m
525,p
532,l
539,o
548,y
552,e
557,e
565,space
572,e
587,delete
588,a
594,p
598,p
604,o
609,r
620,delete
624,delete
628,r
632,e
641,c
644,i
652,a
658,t
661,i
666,o
669,n
690,space
697,e
708,v
714,e
717,r
725,n
733,delete
737,delete
748,n
756,t
761,space
770,delete
778,dot
784,space
881,i
889,space
903,delete
907,t
911,space
917,a
928,delete
930,w
937,a
943,s
949,space
976,t
982,r
988,u
994,l
1003,y
1008,space
1014,a
1021,space
1035,p
1042,l
1047,e
1054,a
1059,s
1066,e
1075,r
1087,delete
1092,delete
1095,u
1100,r
1102,e
1108,space
1117,t
1122,o
1126,space
1132,s
1137,e
1142,e
1149,space
1160,e
1168,v
1174,e
1176,r
1181,y
1187,o
1192,n
1198,e
1201,space
1210,c
1215,o
1220,m
1223,e
1226,space
1232,t
1235,o
1239,g
1243,e
1247,t
1250,h
1254,e
1257,r
1288,space
1293,a
1298,n
1300,d
1304,space
1311,j
1320,delete
1323,e
1328,n
1334,j
1339,o
1343,y
1352,space
1379,t
1382,h
1386,e
1391,space
1407,f
1409,e
1430,s
1436,t
1442,i
1468,v
1474,i
1481,t
1485,i
1490,e
1496,s
1521,space
1526,a
1531,n
1532,d
1537,space
1547,delete
1552,delete
1587,delete
1592,delete
1597,delete
1606,dot
1612,space
1619,o
1629,delete
1637,y
1645,o
1648,u
1654,r
1658,space
1683,e
1687,n
1692,t
1697,u
1702,r
1713,delete
1717,delete
1731,h
1737,u
1744,s
1748,i
1761,a
1774,delete
1775,s
1777,a
1792,delete
1794,delete
1797,s
1808,delete
1810,a
1812,s
1819,m
1827,space
1849,a
1853,n
1856,d
1859,space
1864,p
1869,o
1872,s
1876,t
1877,i
1891,delete
1895,delete
1900,i
1903,t
1910,i
1912,v
1920,e
1926,space
1942,e
1948,v
1954,e
1961,delete
1965,delete
1971,n
1973,e
1978,r
1991,y
1997,space
2031,m
2043,a
2048,d
2054,e
2071,space
2076,t
2079,h
2082,e
2084,space
2087,e
2093,v
2098,e
2102,n
2104,t
2109,space
2129,a
2134,space
2141,r
2143,e
2152,s
2159,o
2165,u
2171,n
2175,d
2180,i
2184,n
2188,g
2193,space
2217,s
2218,u
2221,c
2225,c
2231,e
2234,s
2237,s
2281,dot
2288,space
2293,w
2298,e
2303,space
2315,w
2319,a
2322,n
2328,t
2331,space
2358,delete
2361,e
2367,d
2372,space
2375,t
2380,o
2383,space
2389,t
2393,a
2399,k
2405,space
2415,a
2422,space
2440,delete
2444,delete
2449,delete
2453,e
2454,space
2467,a
2473,space
2478,m
2483,o
2487,v
2493,e
2503,delete
2508,delete
2513,m
2516,e
2521,n
2525,t
2532,space
2558,t
2563,o
