Frame,Key
41,a
43,p
48,p
56,l
61,e
68,space
80,delete
88,comma
92,space
96,a
99,n
104,t
109,space
118,delete
126,comma
142,space
150,a
156,r
162,t
167,i
172,e
178,s
187,delete
191,delete
193,s
199,t
206,comma
214,space
222,a
227,i
228,r
245,p
259,h
269,delete
275,l
281,a
286,n
293,e
319,comma
324,space
330,a
334,r
336,r
342,o
350,r
359,delete
362,w
370,comma
379,space
390,a
396,d
403,v
412,e
416,n
419,t
428,u
440,delete
449,u
454,r
456,e
484,comma
491,space
497,a
503,r
512,m
518,o
523,r
540,comma
546,space
552,a
557,l
563,i
567,e
570,n
596,comma
602,space
607,a
613,v
617,a
634,delete
638,e
641,n
644,u
650,e
657,comma
666,space
684,a
691,c
699,h
712,delete
716,delete
721,n
725,c
729,h
733,o
737,r
744,comma
749,dot
760,space
796,b
801,a
837,n
841,a
845,n
849,a
856,comma
863,space
871,b
877,o
886,a
892,t
915,comma
919,space
924,b
932,r
935,i
941,d
947,g
951,e
975,comma
979,space
984,b
1008,delete
1025,b
1031,u
1035,t
1041,t
1046,e
1051,r
1058,f
1065,l
1072,y
1096,comma
1104,space
1110,b
1116,a
1120,l
1125,l
1130,o
1135,n
1139,n
1149,delete
1157,o
1162,delete
1167,delete
1174,o
1180,n
1191,comma
1202,space
1236,b
1242,u
1251,t
1254,t
1257,o
1263,n
1270,comma
1279,space
1324,b
1329,a
1334,k
1339,e
1345,r
1351,y
1375,comma
1381,space
1389,b
1396,r
1400,e
1420,e
1430,z
1438,e
1445,comma
1451,space
1461,b
1471,r
1477,a
1483,c
1487,e
1520,l
1524,e
1529,t
1534,comma
1541,space
1561,b
1566,i
1572,g
1584,delete
1586,c
1590,y
1598,c
1605,l
1610,e
1618,comma
1625,space
1644,c
1649,a
1655,t
1661,space
1670,delete
1677,comma
1683,space
1688,c
1695,a
1700,r
1712,comma
1718,space
1738,c
1743,i
1747,r
1757,c
1764,l
1769,e
1774,comma
1783,space
1810,c
1816,a
1823,s
1831,t
1844,l
1849,e
1868,comma
1881,space
1907,c
1911,o
1918,o
1928,delete
1931,delete
1937,l
1943,o
1947,u
1954,n
1965,delete
1970,d
1975,comma
1985,space
2006,c
2012,a
2016,n
2017,d
2022,l
2025,e
2035,comma
2044,space
2065,c
2067,a
2072,m
2077,e
2085,r
2091,a
2097,comma
2114,space
2125,c
2130,h
2135,a
2141,r
2145,i
2156,comma
2165,delete
2170,delete
2174,delete
2182,i
2184,r
2190,comma
2203,space
2223,c
2228,l
2234,o
2237,c
2240,k
2245,comma
2255,space
2276,c
2282,a
2293,c
2302,t
2308,u
2313,s
2318,comma
2330,space
2350,delete
2359,dot
2365,space
2368,d
2370,o
2374,g
2378,comma
2385,space
2409,d
2410,o
2416,l
2428,p
2432,h
2436,o
2446,delete
2451,i
2456,n
2471,comma
2480,space
2499,d
2506,a
2509,r
2517,delete
2521,delete
2523,r
2524,a
2528,g
2533,o
2539,n
2546,comma
2556,space
2580,d
2585,o
2590,o
2594,r
2610,comma
2619,space
2637,d
2639,i
2646,a
2655,n
2663,delete
2670,m
2674,o
2678,n
2686,comma
2692,d
2698,delete
2699,delete
2702,d
2706,comma
2715,space
2767,c
2788,delete
2798,k
2805,d
2815,delete
2819,delete
2821,d
2825,a
2830,n
2833,c
2840,e
2846,e
2847,r
2851,comma
2860,delete
2864,delete
2869,delete
2872,r
2876,comma
2885,space
2914,d
2920,e
2928,s
2939,e
2941,r
2947,t
2954,comma
2958,space
2979,d
2985,e
2991,s
2998,k
3012,comma
3023,space
3031,d
3032,r
3042,u
3051,m
3060,comma
3070,space
3100,d
3106,i
3114,n
3115,o
3122,s
3135,a
3146,u
3152,r
3159,comma
3204,space
3217,delete
3219,delete
3232,comma
3239,dot
3246,space
3264,e
3269,l
3273,e
3283,comma
3295,delete
3301,p
3305,h
3313,n
3322,t
3329,delete
3333,a
3338,delete
3343,delete
3347,a
3348,n
3350,t
3355,comma
3362,space
3419,e
3425,a
3431,g
3437,l
3440,e
3446,comma
3455,space
3478,e
3481,n
3482,v
3484,e
3489,l
3497,o
3504,p
3510,e
3518,comma
3526,space
3551,e
3554,n
3559,g
3563,i
3567,n
3571,e
3572,comma
3588,space
3604,e
3609,a
3612,r
3619,t
3623,h
3633,comma
3639,space
3669,g
3682,delete
3685,e
3689,g
3694,g
3698,comma
3705,space
3727,e
3738,r
3743,a
3750,s
3758,e
3762,r
3768,comma
3775,space
3799,e
3804,l
3807,e
3818,v
3825,a
3830,t
3834,o
3837,r
3845,comma
3851,space
3895,e
3901,n
3904,e
3911,r
3917,g
3920,y
3931,comma
3940,space
3967,e
3974,m
3979,a
3991,delete
3995,e
3999,r
4008,a
4023,l
4033,d
4039,comma
4046,space
4089,delete
4098,dot
4104,space
4106,f
4110,i
4114,s
4118,h
4128,comma
4136,space
4168,f
4174,r
4179,o
4183,g
4188,comma
4195,space
4214,f
4222,o
4227,r
4237,e
4243,s
4247,t
4252,comma
4256,space
4294,t
4301,delete
4303,f
4308,a
4316,t
4325,delete
4326,delete
4328,e
4332,a
4336,t
4340,h
4344,e
4348,r
4354,comma
4361,space
4387,f
4392,i
4395,r
4398,e
4404,comma
4410,space
4429,f
4436,e
4440,n
4452,c
4461,e
4469,comma
4474,space
4513,f
4520,l
4527,u
4530,t
4535,e
4540,comma
4548,space
4568,f
4574,l
4580,o
4582,w
4587,e
4593,r
4600,comma
4607,space
4624,f
4630,r
4634,i
4641,t
4660,delete
4664,delete
4680,u
4683,i
4686,t
4691,comma
4698,space
4715,f
4725,l
4730,a
4732,g
4739,comma
4745,space
4769,delete
4775,dot
4781,space
4792,g
4798,r
4801,a
4807,p
4816,e
4821,comma
4828,space
4852,g
4857,h
4861,o
4864,s
4869,t
4875,comma
4883,space
4918,a
4924,r
4934,d
4941,e
4944,n
4952,comma
4966,space
5026,g
5028,u
5032,i
5038,t
5046,a
5051,r
5055,comma
5063,space
5090,g
5094,u
5105,i
5111,t
5118,a
5122,r
5138,comma
5145,space
5186,g
5191,o
5194,a
5199,t
5204,comma
5210,space
5247,g
5248,a
5254,l
5258,a
5265,x
5270,y
5281,comma
5286,space
5319,g
5326,o
5333,l
5337,d
5347,comma
5356,space
5396,g
5402,l
5405,o
5409,v
5416,e
5421,comma
5428,space
5460,g
5465,i
5467,f
5478,t
5485,comma
5493,space
5517,g
5523,r
5528,a
5535,s
5540,s
5547,comma
5552,space
5593,h
5597,o
5601,u
5605,s
5616,delete
5619,delete
5623,delete
5628,delete
5633,delete
5646,dot
5652,space
5656,h
5661,o
5666,u
5674,s
5679,e
5686,comma
5693,space
5732,h
5736,o
5742,r
5752,s
5758,e
5764,comma
5770,space
5807,h
5816,a
5826,delete
5834,o
5837,n
5841,e
5853,y
5862,comma
5870,space
5896,n
5902,a
5913,delete
5918,delete
5924,h
5928,a
5933,m
5938,m
5941,e
5947,r
5952,comma
5959,space
6005,h
6010,i
6016,l
6017,l
6025,comma
6031,space
6036,h
6041,a
6042,t
6047,comma
6052,space
6057,h
6061,e
6065,a
6068,r
6075,t
6078,comma
6086,space
6117,h
6120,e
6123,r
6130,o
6144,comma
6154,space
6178,h
6183,o
6191,t
6197,a
6207,delete
6211,e
6216,k
6232,delete
6239,l
6246,comma
6252,space
6298,h
6301,e
6308,d
6316,g
6317,e
6325,comma
6333,space
6369,i
6375,c
6382,e
6390,comma
6397,space
6422,i
6425,s
6427,l
6433,a
6437,n
6441,d
6447,comma
6455,space
6480,i
6485,g
6498,l
6504,o
6509,o
6520,comma
6527,space
6540,i
6544,s
6551,n
6559,delete
6560,delete
6566,n
6572,s
6578,e
6585,c
6589,t
6607,comma
6615,space
6644,i
6649,d
6655,e
6659,a
6665,l
6679,delete
6693,comma
6699,space
6721,i
6725,v
6729,o
6736,r
6741,y
6750,comma
6755,space
6776,i
6780,r
6781,o
6786,n
6793,comma
6805,space
6823,i
6827,c
6828,h
6839,delete
6845,delete
6850,n
6854,c
6868,h
6879,comma
6886,space
6892,i
6898,n
6903,k
6913,comma
6920,space
6924,i
6929,n
6930,v
6936,i
6946,t
6949,e
6953,comma
6958,space
7017,delete
7027,dot
7033,space
7050,j
7065,e
7069,l
7074,l
7081,y
7092,comma
7100,space
7107,j
7111,a
7117,c
7122,k
7131,e
7137,t
7143,comma
7150,space
7170,j
7178,u
7186,n
7190,g
7193,l
7196,e
7202,comma
7209,space
7234,j
7241,a
7247,r
7252,comma
7258,space
7261,j
7271,u
7274,i
7285,c
7289,e
7295,comma
7300,space
