Frame,Key
22,j
27,o
32,h
39,n
72,comma
76,space
80,i
86,space
87,l
92,e
96,f
103,t
111,space
140,a
145,space
149,m
153,e
174,s
179,s
184,a
189,g
193,e
197,space
204,a
208,b
211,o
215,u
219,t
222,space
228,t
230,h
235,i
238,s
243,space
248,l
252,a
262,s
267,t
280,space
284,w
288,e
294,e
300,k
327,comma
331,space
339,b
342,u
347,t
352,space
361,w
367,a
370,n
373,t
378,e
385,d
390,space
395,t
399,o
402,space
403,l
415,delete
417,f
421,o
425,l
427,l
431,o
432,w
442,space
445,u
451,p
454,space
463,w
466,i
471,t
473,h
481,space
502,a
505,d
506,d
513,i
519,t
523,i
527,o
530,n
535,a
538,l
541,space
571,i
575,n
583,o
598,delete
601,f
602,o
610,m
623,delete
625,r
629,m
632,a
636,t
638,i
643,o
646,n
654,space
675,f
679,o
682,r
690,space
698,y
704,o
705,u
709,r
713,space
721,r
723,e
732,v
736,i
737,e
739,w
774,dot
780,space
797,w
802,e
806,space
813,h
817,a
822,v
827,e
829,space
840,b
848,delete
851,t
856,h
856,r
870,e
874,e
881,space
890,o
895,f
900,f
905,e
907,r
911,e
921,i
930,delete
934,delete
940,i
944,n
948,g
953,s
961,space
990,c
997,u
1001,r
1005,r
1010,e
1018,n
1021,t
1027,l
1042,y
1054,space
1095,a
1101,v
1105,a
1115,l
1120,i
1127,delete
1131,delete
1135,i
1140,l
1144,a
1148,b
1152,l
1155,e
1161,space
1192,o
1196,r
1201,space
1206,c
1209,o
1215,m
1220,i
1224,n
1227,g
1232,space
1236,s
1239,o
1242,o
1244,n
1298,t
1302,h
1303,a
1307,t
1312,space
1329,delete
1333,delete
1337,delete
1348,delete
1353,delete
1363,space
1366,t
1370,h
1372,a
1376,t
1380,space
1393,f
1398,e
1403,e
1411,l
1418,space
1434,delete
1438,delete
1442,delete
1447,delete
1451,delete
1457,i
1462,space
1465,f
1470,e
1471,l
1475,l
1487,delete
1491,delete
1493,e
1497,l
1504,space
1514,i
1519,space
1532,w
1535,o
1537,u
1543,l
1547,d
1552,space
1559,c
1562,o
1568,m
1573,p
1579,l
1584,i
1590,c
1601,delete
1606,m
1609,e
1615,n
1618,t
1624,space
1654,t
1657,h
1660,e
1663,space
1669,s
1674,a
1681,m
1692,delete
1695,delete
1702,m
1704,a
1709,l
1714,l
1718,space
1721,o
1727,r
1731,space
1744,m
1748,i
1751,d
1757,space
1762,c
1766,a
1770,p
1777,space
1811,a
1816,n
1818,d
1824,space
1830,f
1835,i
1842,x
1849,e
1854,d
1859,space
1866,i
1873,n
1876,c
1879,o
1884,m
1889,e
1898,space
1926,e
1934,x
1939,p
1948,o
1972,s
1973,u
1979,r
1982,e
1999,space
2017,y
2022,o
2025,u
2029,space
2037,a
2047,l
2056,r
2062,e
2068,a
2076,d
2089,y
2095,space
2111,h
2113,a
2120,v
2124,e
2128,space
2133,r
2149,delete
2160,t
2165,h
2168,r
2172,o
2179,g
2179,u
2192,delete
2196,delete
2200,u
2204,g
2207,h
2214,space
2237,r
2250,e
2259,d
2270,w
2278,w
2289,delete
2296,o
2299,o
2305,d
2327,comma
2330,space
2337,s
2347,e
2360,q
2397,u
2402,o
2411,i
2437,a
2446,comma
2451,space
2462,a
2467,n
2469,d
2473,space
2482,w
2488,i
2501,l
2506,l
2510,o
2515,w
2526,dot
2534,space
2583,q
2584,u
2588,a
2600,n
2610,t
2612,i
2631,t
2634,i
2641,a
2660,t
2669,delete
2674,delete
2678,delete
2691,a
2695,t
2710,i
2714,v
2724,space
2735,delete
2737,e
2741,space
2770,a
2775,l
2780,l
2786,o
2796,c
2801,a
2807,t
2812,i
2816,o
2820,n
2855,comma
2861,space
2867,l
2872,l
2879,c
2888,space
2898,i
2904,n
2932,t
2937,e
2945,g
2951,r
2955,a
2966,e
2980,delete
2984,t
2986,e
2993,s
3006,space
3019,f
3023,o
3026,r
3041,delete
3045,u
3047,r
3055,space
3072,q
3076,u
3081,a
3091,n
3097,t
3101,i
3139,t
3144,a
3147,t
3150,i
3154,v
3159,e
3166,space
3186,i
3191,n
3195,v
3202,e
3208,s
3212,t
3223,m
3226,e
3230,n
3233,t
3241,space
3270,m
3276,o
3279,d
3285,e
3289,l
3296,s
3305,space
3336,t
3339,o
3344,space
3351,d
3356,r
3367,i
3377,v
3382,e
3388,space
3411,a
3418,g
3431,g
3438,r
3441,e
3451,s
3457,s
3464,i
3469,v
3475,e
3478,space
3527,a
3533,n
3537,d
3542,space
3552,p
3557,o
3575,t
3581,e
3586,n
3588,t
3593,i
3596,a
3600,l
3615,l
3623,y
3631,space
3689,l
3693,e
3701,v
3706,e
3711,r
3717,a
3721,g
3724,e
3771,d
3782,space
3788,a
3790,s
3793,s
3799,e
3804,t
3833,space
3841,a
3847,l
3852,l
3857,o
3861,w
3877,delete
3881,c
3885,a
3890,t
3892,i
3897,o
3900,n
3911,space
3935,d
3940,e
3947,c
3951,i
3955,s
3962,i
3970,o
3976,n
3985,s
4017,dot
4023,space
4032,g
4038,e
4043,n
4050,e
4056,r
4066,a
4071,t
4074,e
4092,s
4099,space
4102,space
4118,e
4128,x
4133,p
4141,e
4152,delete
4157,o
4159,s
4169,u
4172,r
4174,e
4182,space
4224,t
4228,o
4233,space
4240,s
4245,t
4253,o
4258,c
4262,k
4270,space
4304,a
4309,n
4312,d
4322,space
4331,b
4336,o
4341,u
4352,n
4362,delete
4366,delete
4376,n
4381,d
4386,space
4400,m
4405,a
4412,k
4425,delete
4429,r
4433,k
4436,e
4442,t
4452,s
4458,space
4473,t
4476,h
4479,r
4483,o
4488,u
4490,g
4496,h
4502,space
4522,i
4527,n
4538,d
4545,e
4551,x
4556,i
4561,n
4565,g
4573,space
4606,t
4611,e
4622,c
4627,h
4637,n
4647,u
4658,delete
4663,i
4668,q
4671,u
4677,e
4686,s
4694,space
4722,a
4728,n
4732,d
4736,space
4762,f
4769,u
4774,t
4781,e
4786,r
4797,delete
4802,delete
4805,u
4808,r
4810,e
4817,space
4847,t
4853,r
4862,delete
4867,delete
4871,delete
4905,s
4911,space
4920,t
4925,r
4930,a
4938,n
4944,s
4955,a
4961,c
4968,t
4972,i
4977,o
4982,n
4987,s
5014,dot
5020,space
5025,p
5030,r
5034,o
5046,delete
5050,delete
5056,o
5058,r
5069,t
5078,f
5082,o
5088,l
5095,i
5103,o
5111,space
5123,m
5127,a
5133,r
5137,k
5140,e
5146,t
5152,space
5179,e
5185,x
5190,p
5195,o
5198,s
5202,u
5204,r
5205,e
5242,s
5248,space
5253,c
5256,a
5263,n
5267,space
5271,r
5278,i
5289,delete
5291,a
5299,g
5304,n
5312,delete
5316,delete
5322,n
5324,g
5329,e
5336,space
5351,f
5357,r
5360,o
5364,m
5368,space
5373,p
5379,l
5386,u
5390,s
5396,space
5402,t
5408,h
5411,r
5416,e
5419,e
5433,space
5452,h
5461,n
5469,delete
5473,u
5479,n
5489,d
5496,r
5498,e
5505,s
5510,s
5523,delete
5527,delete
5532,d
5537,space
5546,p
5550,r
5553,o
5562,f
5570,e
5573,r
5576,e
5580,n
5580,t
5588,delete
5593,delete
5597,delete
5601,delete
5606,delete
5610,delete
5615,delete
5624,delete
5632,e
5637,r
5638,e
5651,delete
5654,c
5661,e
5677,delete
5693,e
5699,n
5702,t
5710,space
5805,t
5810,o
5817,space
5825,m
5831,i
5835,n
5842,u
5847,s
5853,space
5857,a
5864,space
5895,h
5903,u
5913,n
5918,d
5927,r
5929,e
5944,d
5951,space
5976,m
5981,e
5984,r
6000,delete
6004,delete
6008,delete
6015,p
6021,e
6026,r
6034,c
6040,e
6042,n
6046,t
6090,space
6098,o
6108,f
6112,space
6118,n
6120,e
6126,t
6133,space
6148,a
6152,s
6157,s
6164,e
6169,t
6176,s
6200,dot
6205,space
6209,t
6212,h
6217,i
6219,s
6225,space
6228,i
6231,s
6237,space
6265,c
6269,l
6275,e
6282,a
6283,r
6293,l
6299,y
6306,space
6311,d
6324,i
6327,f
6333,f
6339,e
6341,r
6344,e
6350,n
6353,t
6355,space
6382,f
6387,r
6391,o
6395,m
6399,space
6409,t
6411,h
6416,e
