Frame,Key
71,s
76,e
83,c
86,o
87,n
90,d
97,l
104,y
114,comma
120,space
127,a
132,t
137,t
141,a
148,c
152,h
157,e
162,d
175,space
182,i
186,s
193,space
197,t
200,h
204,e
209,space
218,i
223,n
228,f
232,o
241,r
254,m
261,a
267,t
269,i
276,o
281,n
288,space
311,t
314,h
316,a
320,t
324,space
331,r
334,e
344,c
354,delete
358,delete
365,i
374,delete
378,delete
383,i
390,space
394,r
396,e
403,c
409,i
413,v
420,e
426,d
433,space
469,r
472,a
478,g
491,delete
495,delete
499,e
503,a
507,r
520,delete
525,delete
531,g
537,a
542,r
549,d
554,i
558,n
562,g
568,space
581,c
585,o
587,n
588,t
594,r
599,a
605,c
611,t
620,space
631,delete
634,s
640,space
646,a
657,delete
661,w
664,i
670,t
674,h
681,space
694,e
705,n
710,r
714,o
720,n
727,space
755,delete
762,dot
767,space
770,r
773,e
784,g
790,a
799,r
807,d
808,i
816,n
818,g
825,space
849,t
852,h
856,e
860,space
863,p
869,w
876,e
884,delete
889,delete
893,o
897,w
903,r
920,delete
923,e
928,r
931,space
936,g
942,a
944,s
950,space
975,c
979,o
983,n
987,t
994,r
1011,delete
1016,a
1027,c
1034,t
1043,space
1051,i
1053,s
1069,t
1081,delete
1086,t
1095,delete
1099,delete
1105,t
1110,space
1117,t
1120,i
1132,delete
1137,delete
1141,i
1144,s
1151,space
1168,a
1174,space
1181,f
1188,i
1191,v
1198,e
1201,space
1224,y
1231,a
1245,delete
1248,e
1251,a
1254,r
1265,space
1270,d
1276,e
1280,l
1290,a
1297,delete
1300,delete
1303,a
1307,l
1312,space
1330,w
1332,i
1337,t
1340,h
1345,space
1348,t
1352,h
1355,e
1359,space
1395,s
1401,i
1406,x
1426,t
1430,h
1436,space
1445,y
1449,e
1452,a
1456,r
1462,space
1480,b
1488,i
1499,delete
1501,e
1508,g
1508,i
1516,n
1530,delete
1535,delete
1538,delete
1544,i
1549,n
1553,g
1559,space
1577,o
1582,p
1587,t
1588,i
1593,o
1597,n
1601,a
1604,l
1611,space
1646,delete
1652,dot
1658,space
1661,t
1663,h
1667,e
1667,space
1678,a
1683,n
1689,u
1693,a
1697,l
1702,l
1709,y
1720,delete
1725,delete
1755,space
1767,o
1771,u
1774,t
1778,l
1784,a
1788,y
1794,space
1814,i
1817,s
1822,space
1829,e
1834,s
1840,t
1845,i
1854,m
1857,a
1862,t
1866,e
1872,d
1876,space
1891,t
1894,o
1898,space
1904,b
1910,e
1914,space
1950,s
1956,i
1971,x
1983,t
1987,e
1992,e
1997,n
2003,space
2015,m
2021,i
2025,l
2030,l
2035,i
2040,o
2043,n
2050,space
2066,p
2067,e
2073,r
2093,space
2129,y
2138,e
2143,a
2146,r
2155,comma
2167,delete
2175,dot
2178,space
2186,i
2192,space
2197,d
2204,i
2205,d
2212,space
2248,m
2252,a
2255,k
2261,e
2263,space
2272,a
2277,n
2280,space
2293,e
2298,r
2302,r
2306,o
2308,r
2314,space
2339,i
2345,n
2348,space
2354,u
2358,s
2361,i
2363,n
2367,g
2371,space
2387,t
2389,h
2393,e
2396,space
2402,n
2413,e
2424,delete
2427,i
2432,e
2433,n
2439,t
2445,delete
2450,delete
2453,delete
2460,n
2466,e
2477,t
2483,e
2488,e
2502,delete
2507,delete
2518,y
2526,space
2539,m
2544,i
2550,l
2554,l
2557,i
2562,o
2565,n
2571,space
2578,e
2584,s
2599,delete
2610,delete
2631,d
2636,i
2642,v
2648,e
2653,d
2659,space
2670,f
2677,delete
2682,delete
2685,delete
2690,delete
2700,i
2706,d
2713,e
2719,d
2724,space
2730,f
2732,i
2733,v
2739,e
2743,space
2751,y
2755,e
2757,a
2758,r
2768,s
2774,space
2786,v
2791,e
2840,r
2851,s
2857,u
2858,s
2867,space
2873,s
2876,i
2899,x
2910,space
2914,s
2922,y
2927,delete
2932,delete
2936,y
2939,e
2945,a
2948,r
2983,s
2991,space
3025,delete
3029,dot
3031,space
3036,s
3037,o
3044,space
3052,a
3054,t
3059,space
3070,f
3074,i
3078,v
3083,e
3086,space
3094,y
3095,e
3099,a
3102,r
3108,s
3114,space
3130,t
3133,h
3136,e
3139,space
3140,v
3145,l
3150,u
3153,e
3158,delete
3162,delete
3174,delete
3180,a
3186,l
3191,u
3194,e
3202,space
3211,i
3213,s
3219,space
3226,e
3234,i
3239,g
3243,h
3248,t
3255,l
3269,delete
3274,y
3280,space
3325,l
3341,delete
3347,m
3353,i
3358,l
3363,l
3373,i
3378,o
3382,n
3413,dot
3418,space
3422,i
3425,f
3428,space
3435,y
3440,o
3442,u
3447,space
3454,h
3456,a
3459,v
3466,e
3469,space
3474,s
3477,o
3482,m
3485,e
3491,h
3496,i
3501,g
3508,delete
3513,delete
3516,delete
3521,t
3523,h
3526,i
3530,n
3534,g
3538,space
3551,d
3555,i
3558,f
3562,f
3568,e
3571,r
3573,e
3579,n
3581,t
3608,comma
3613,space
3618,l
3621,e
3627,t
3630,space
3633,u
3633,s
3640,space
3695,m
3698,a
3702,k
