Frame,Key
28,d
36,e
41,a
45,r
53,space
64,k
68,e
70,n
76,space
89,delete
97,comma
102,space
124,f
130,i
134,r
140,s
142,t
150,space
156,o
157,f
164,f
183,comma
190,space
195,i
204,space
211,h
214,a
219,v
226,e
230,space
237,a
244,space
251,f
257,r
264,i
272,e
276,n
281,d
289,space
313,w
318,h
322,o
327,space
333,i
337,s
343,space
352,s
358,e
365,t
370,t
377,i
382,n
391,g
397,space
401,u
410,p
420,space
445,a
451,space
457,p
464,l
470,a
475,n
476,t
485,space
501,i
507,n
513,space
529,c
534,o
540,r
560,c
565,o
571,n
581,r
586,a
594,n
601,space
635,n
640,o
645,r
654,t
658,h
663,e
673,r
681,n
686,space
706,c
711,a
719,l
725,i
729,f
736,o
738,r
746,m
759,delete
767,n
771,i
782,a
805,dot
814,space
824,t
829,o
841,delete
843,delete
846,delete
851,delete
865,space
869,t
874,o
880,space
889,m
893,a
898,n
903,u
943,f
948,a
953,c
960,t
966,u
968,r
971,e
980,space
986,a
993,space
1002,w
1007,e
1017,l
1021,e
1027,d
1036,delete
1042,delete
1052,d
1057,e
1062,d
1067,space
1090,r
1091,e
1110,i
1113,n
1118,o
1121,f
1127,r
1141,delete
1145,delete
1154,delete
1166,f
1173,r
1176,o
1188,delete
1190,delete
1195,o
1198,r
1212,a
1220,delete
1226,c
1231,e
1235,m
1238,e
1241,n
1243,t
1250,space
1280,g
1287,r
1295,i
1299,d
1304,space
1326,b
1333,u
1334,i
1342,l
1352,d
1356,i
1362,n
1366,g
1375,space
1406,s
1412,t
1418,r
1421,u
1427,r
1444,delete
1451,c
1457,t
1460,u
1464,r
1468,e
1479,space
1501,s
1509,y
1513,s
1522,t
1529,e
1539,m
1544,s
1567,dot
1574,space
1593,t
1596,h
1599,e
1611,y
1617,space
1622,w
1629,i
1636,l
1640,l
1644,space
1650,n
1655,e
1662,e
1670,d
1675,space
1703,v
1707,a
1716,m
1722,p
1775,space
1781,s
1783,e
1788,r
1801,i
1813,delete
1819,v
1822,i
1828,c
1833,e
1852,dot
1856,space
1880,i
1886,space
1891,s
1896,u
1902,g
1907,g
1912,e
1919,s
1923,t
1926,e
1931,d
1938,space
1955,t
1962,h
1965,a
1968,t
1974,space
1988,t
1991,h
1997,e
2004,y
2009,space
2017,w
2023,o
2028,u
2034,l
2038,d
2045,space
2086,b
2094,e
2098,space
2104,b
2113,e
2119,t
2124,t
2132,e
2138,r
2146,space
2180,o
2185,f
2191,space
2199,m
2203,a
2206,k
2212,i
2218,n
2224,g
2227,space
2233,a
2238,n
2244,space
2264,e
2273,e
2276,l
2279,e
2289,delete
2294,delete
2299,delete
2305,l
2306,e
2315,c
2322,t
2329,r
2332,i
2341,c
2346,i
2350,t
2356,y
2362,space
2422,p
2425,r
2429,o
2436,v
2440,i
2445,s
2450,i
2455,o
2458,n
2482,space
2494,e
2502,delete
2506,a
2513,g
2519,r
2524,e
2529,e
2538,m
2541,e
2545,n
2550,t
2558,space
2569,delete
2581,space
2586,w
2589,i
2593,t
2598,h
2604,space
2610,y
2615,o
2618,u
2626,space
2636,r
2642,a
2648,t
2653,h
2658,e
2664,r
2667,space
2685,t
2692,a
2695,h
2705,delete
2712,h
2716,a
2721,n
2726,space
2732,delete
2737,delete
2743,delete
2747,delete
2753,delete
2761,h
2767,a
2770,n
2778,space
2788,p
2794,a
2802,g
2819,space
2827,delete
2832,delete
2838,delete
2846,g
2852,e
2860,space
2870,h
2873,i
2876,s
2886,space
2901,n
2905,a
2910,m
2919,e
2925,space
2935,i
2938,s
2947,space
2974,h
2980,a
2981,n
2988,s
3006,space
3029,b
3033,a
3037,u
3049,m
3054,e
3064,delete
3068,a
3071,n
3099,dot
3106,space
3135,h
3141,e
3147,space
3150,c
3157,a
3167,n
3173,space
3181,b
3192,e
3201,space
3206,r
3212,e
3218,a
3240,c
3244,h
3250,e
3256,d
3262,space
3269,a
3275,t
