Frame,Key
46,d
53,e
59,a
60,r
65,space
68,t
70,e
74,a
80,m
97,comma
103,space
110,i
112,space
116,h
121,o
127,p
133,e
139,space
155,y
161,o
165,u
170,space
172,a
177,l
182,l
187,space
194,h
199,a
206,d
209,space
218,a
225,space
244,f
249,a
255,n
262,s
265,t
271,a
276,c
286,t
291,i
300,delete
305,delete
310,delete
325,t
332,i
346,delete
352,delete
362,delete
367,delete
369,delete
381,t
389,a
394,s
409,t
414,i
418,c
427,space
432,t
433,i
437,m
442,e
464,space
481,a
486,t
492,space
498,o
506,u
511,r
517,space
529,r
532,e
543,c
551,e
555,n
560,t
566,space
595,e
599,m
604,p
610,l
629,o
640,y
646,e
652,e
660,space
673,e
682,v
688,e
702,n
708,t
718,dot
727,space
809,delete
814,delete
817,delete
821,delete
825,delete
830,delete
853,delete
884,a
891,p
897,p
923,r
927,e
935,c
940,i
947,a
949,t
953,i
956,o
962,n
964,n
972,space
983,delete
987,delete
1004,space
1017,e
1025,v
1029,e
1035,n
1038,t
1056,dot
1062,space
1066,i
1070,t
1075,space
1079,w
1083,a
1089,s
1096,space
1109,t
1116,r
1135,u
1140,l
1149,y
1158,space
1170,a
1176,space
1185,p
1192,l
1193,e
1200,a
1202,s
1213,e
1217,u
1227,delete
1232,delete
1249,u
1252,r
1256,e
1262,space
1273,t
1276,o
1281,space
1289,s
1315,s
1323,e
1329,delete
1330,delete
1345,e
1350,e
1357,space
1370,e
1376,v
1379,e
1386,r
1391,y
1399,o
1404,n
1411,e
1417,space
1423,c
1425,o
1430,m
1438,e
1442,space
1446,t
1449,o
1453,g
1457,o
1471,delete
1478,e
1484,t
1488,h
1493,e
1499,r
1528,space
1534,a
1538,n
1540,d
1545,space
1549,e
1554,n
1568,j
1569,o
1579,y
1592,space
1622,t
1627,h
1632,e
1635,space
1637,s
1648,delete
1652,f
1658,e
1664,s
1669,t
1673,i
1698,v
1703,i
1707,t
1718,i
1721,e
1726,s
1733,space
1756,delete
1763,dot
1768,space
1776,y
1781,o
1785,u
1792,r
1800,space
1813,e
1822,n
1828,t
1845,h
1850,u
1851,s
1851,i
1863,a
1863,n
1882,delete
1885,s
1889,m
1891,space
1914,a
1915,n
1915,d
1916,space
1925,p
1929,o
1934,s
1941,t
1944,i
1953,v
1959,i
1963,e
1969,space
1978,delete
1983,delete
1988,delete
1997,delete
2004,delete
