Frame,Key
23,t
27,h
31,e
35,space
40,f
44,i
49,v
55,e
59,space
75,z
91,delete
95,b
100,o
103,x
108,i
113,n
118,g
123,space
179,q
192,delete
194,w
199,a
211,delete
215,i
237,z
241,a
246,r
258,d
265,space
293,j
299,u
307,m
312,p
320,space
339,q
344,u
351,a
452,i
464,delete
468,delete
472,i
476,c
480,k
495,l
502,y
510,space
521,delete
532,dot
541,delete
549,comma
553,dot
559,space
563,p
567,a
572,c
575,k
582,space
594,m
602,y
608,space
613,b
618,o
622,x
629,space
636,w
639,i
647,t
653,h
656,space
665,f
669,i
675,x
689,delete
691,v
697,e
704,space
734,d
738,o
743,z
749,e
754,n
759,space
815,l
821,i
827,q
832,u
836,r
837,e
851,delete
856,delete
862,o
866,r
894,space
896,j
899,u
902,g
908,s
926,comma
933,dot
940,space
950,g
952,o
959,space
993,l
997,a
1002,z
1008,y
1017,space
1027,a
1032,t
1039,space
1049,v
1056,e
1068,delete
1073,i
1076,x
1082,e
1086,n
1093,space
1107,b
1112,e
1117,space
1133,s
1138,h
1144,r
1147,e
1156,w
1158,e
1164,d
1169,space
1177,u
1189,delete
1194,j
1199,u
1205,m
1211,p
1222,space
1227,q
1231,u
1236,i
1239,c
1246,l
1255,y
1263,delete
1267,delete
1273,k
1278,l
1285,y
1302,comma
1308,dot
1314,space
1350,w
1354,h
1357,e
1364,n
1369,space
1381,z
1385,o
1389,o
1400,m
1412,b
1419,e
1430,delete
1435,i
1437,e
1443,s
1449,space
1455,a
1459,r
1464,r
1467,o
1482,delete
1487,i
1496,e
1505,delete
1509,v
1514,e
1519,s
1548,comma
1552,space
1561,q
1565,u
1568,i
1572,c
1577,k
1592,l
1599,y
1606,space
1623,f
1628,a
1634,x
1643,space
1659,j
1664,u
1668,d
1677,g
1681,e
1689,space
1710,p
1714,a
1720,t
1728,comma
1733,dot
1738,space
1753,m
1758,a
1762,delete
1766,delete
1770,a
1773,m
1778,a
1787,z
1790,i
1795,n
1801,g
1812,l
1824,y
1841,space
1847,f
1852,e
1856,w
1862,space
1871,d
1876,i
1879,s
1887,c
1890,o
1897,t
1900,h
1904,e
1931,q
1938,u
1941,e
1945,s
1956,space
1966,p
1970,r
1973,o
1978,v
1984,i
1997,d
2003,e
2013,space
2040,j
2046,u
2052,k
2056,e
2063,space
2070,b
2076,o
2080,x
2093,e
2098,s
2109,comma
2116,dot
2120,space
2129,z
2138,delete
2146,p
2150,u
2163,z
2165,z
2169,l
2173,e
2182,d
2191,space
2198,w
2203,o
2213,m
2217,e
2218,n
2231,space
2245,b
2247,e
2268,n
2271,e
2274,e
2287,delete
2291,delete
2295,q
2306,delete
2310,delete
2313,q
2316,u
2343,e
2350,a
2356,t
2361,h
2363,e
2372,a
2387,delete
2391,delete
2396,a
2434,space
2439,j
2446,e
2452,r
2457,k
2462,e
2467,s
2476,delete
2480,delete
2482,s
2489,comma
2498,space
2513,delete
2517,delete
2519,space
2527,v
2528,e
2531,r
2538,y
2543,space
2580,e
2587,x
2592,o
2599,t
2605,i
2609,c
2616,space
2621,g
2625,i
2637,f
2643,t
2657,s
2670,dot
2676,space
2682,t
2684,h
2688,e
2691,space
2724,q
2728,u
2735,c
2735,i
2743,delete
2748,delete
2752,i
2756,c
2760,k
2789,space
2796,o
2798,n
2806,y
2811,x
2838,space
2858,g
2868,l
2879,delete
2883,o
2887,l
2896,o
2902,b
2907,delete
2911,delete
2915,delete
2918,b
2922,l
2927,i
2932,n
2940,space
2970,j
2975,u
2981,m
2986,p
2991,s
2995,space
2996,o
3000,v
3006,e
3010,r
3014,space
3019,t
3022,h
3025,e
3027,space
3049,l
3052,a
3056,z
3061,y
3067,space
3089,d
3101,w
3108,a
3113,r
3129,f
3171,dot
3177,space
3189,b
3196,r
3199,w
3204,a
3216,delete
3220,delete
3222,a
3225,w
3229,n
3239,y
3244,space
3295,g
3299,o
3303,d
3314,s
3316,space
3326,j
3331,u
3334,s
3341,t
3346,space
3369,f
3371,l
3375,o
3380,c
3386,k
3391,e
3396,d
3401,space
3408,u
3412,p
3419,space
3425,o
3437,delete
3439,t
3441,o
3445,space
3466,q
3472,u
3474,i
3479,z
3489,space
3512,a
3516,n
3519,d
3523,space
3525,v
3530,e
3537,x
3544,space
3564,h
3567,i
3574,m
3582,dot
3589,space
3596,w
3601,a
3606,t
3612,c
3617,h
3623,space
3689,j
3695,e
3700,o
3721,p
3726,a
3730,r
3731,d
3739,y
3770,comma
3775,space
3781,a
3785,l
3790,e
3797,x
3814,space
3830,t
3837,r
3843,e
3856,b
3862,e
3872,k
3878,s
3895,space
3904,f
3906,u
3911,n
3915,space
3926,t
3933,v
3939,space
3950,q
3954,u
3958,i
3963,z
3971,space
3978,g
3982,a
3987,m
4020,e
4034,dot
4039,space
4075,s
4080,i
4084,x
4090,space
4098,i
4109,delete
4112,b
4115,i
4119,g
4130,space
4154,d
4160,e
4161,v
4168,e
4185,delete
4189,i
4196,l
4199,s
4205,space
4206,f
4210,r
4214,o
4220,m
4222,space
4228,j
4232,a
4237,p
4241,a
4244,n
4251,space
4317,q
4321,u
4326,c
4330,i
4345,delete
4350,delete
4354,i
4358,c
4362,k
4367,l
4372,y
4377,space
4393,f
4396,o
4399,r
4407,g
4410,e
4414,t
4418,space
4426,h
4429,o
4431,w
4436,space
4439,t
4443,o
4446,space
4475,w
4477,a
4483,l
4503,t
4511,z
4521,dot
4528,space
4547,f
4548,i
4552,v
4556,e
4562,space
4569,o
4574,r
4579,space
4590,s
4594,i
4597,x
4606,space
4613,b
4618,i
4621,g
4628,space
4664,d
4670,e
4676,v
4685,i
4691,l
4696,e
4712,delete
4715,s
4719,space
4720,f
4724,r
4727,o
4732,m
4737,space
4812,j
4815,a
4830,p
4834,a
4840,n
4846,space
4853,w
4865,delete
4869,q
4873,u
4876,i
4878,c
4883,k
4891,l
4899,y
4905,space
4910,f
4914,o
4917,r
4925,g
4929,e
4932,t
4946,delete
4950,delete
4954,o
4959,t
4964,space
4968,h
4970,o
4974,w
4980,space
4982,t
4986,o
4990,space
5022,w
5028,a
5033,l
5039,t
5047,z
5055,dot
5061,space
5093,f
5097,i
5106,e
5116,delete
5119,v
5124,e
5124,space
5130,o
5134,r
5138,space
5169,s
5174,i
5178,x
5185,space
5192,b
5196,i
5199,g
5208,space
5235,j
5238,e
5244,t
5255,space
5260,p
5265,l
5279,a
5285,n
5293,t
5304,delete
5307,e
5312,s
5318,space
5390,z
5395,o
5400,o
5405,m
5414,e
5420,d
5425,space
5432,q
5437,u
5440,i
5444,c
5448,k
5453,l
5460,y
5468,space
5508,b
5514,e
5517,space
5521,t
5526,h
5529,e
5532,space
5540,t
5546,w
5564,delete
5569,o
5574,e
5580,r
5589,delete
5593,delete
5595,w
5601,e
5605,r
5639,dot
5646,space
5732,j
5736,a
5741,c
5744,k
5749,e
5763,delete
5767,space
5771,a
5775,m
5779,a
5786,z
5804,e
5810,d
5817,space
5848,a
5854,space
5855,f
5861,e
5866,w
5872,space
5882,g
5885,i
5887,r
5892,l
5896,s
5902,space
5920,b
5925,y
5930,space
5937,d
5942,r
5948,o
5961,p
5966,i
5971,n
5975,g
5978,space
6019,delete
6024,delete
6028,delete
6036,delete
6043,p
6049,i
6054,n
6058,g
6064,space
6108,t
6112,h
6115,e
6119,space
6125,q
6133,n
6143,delete
6147,delete
6150,a
6154,n
6161,t
6164,i
6177,q
6181,u
6185,e
6192,space
6223,o
6230,n
6237,y
6243,x
6251,space
6257,v
6263,a
6264,s
6271,e
6276,space
6324,delete
6330,dot
6336,space
6342,q
6353,space
6358,delete
6362,delete
6369,q
6383,delete
6386,a
6392,space
6396,q
6397,u
6403,i
6403,c
6411,k
6418,l
6428,delete
6433,space
6474,m
6479,o
6489,e
6503,delete
6505,v
6509,e
6513,m
6515,e
6519,n
6522,t
6529,space
6559,o
6562,f
6566,space
6571,t
6572,h
6573,e
6574,space
6580,e
6584,n
6589,e
6593,r
6608,g
6612,y
6618,space
6629,delete
6634,delete
6637,delete
6646,m
6652,y
6657,space
6678,w
6680,i
6686,l
6690,l
6694,space
6719,j
6723,o
6730,r
6738,delete
6742,delete
6745,e
6748,o
6756,r
6767,delete
6774,p
6777,a
6780,r
6803,d
6807,i
6813,z
6819,i
6825,n
6837,delete
6840,delete
6845,e
6850,space
6862,s
6864,i
6869,x
6877,space
6882,g
6888,u
6890,n
6896,space
6926,b
6931,o
6936,a
6938,t
6947,e
6957,delete
6960,s
6988,dot
6993,space
6997,j
7000,a
7007,d
7014,e
7018,d
7023,space
7037,z
7042,o
7056,o
7067,m
7084,b
7089,i
7093,e
7100,s
7105,space
7135,a
7140,c
7146,t
7150,e
7157,d
7163,d
7178,delete
7182,space
7188,q
7195,u
7202,a
7205,i
7209,n
7237,t
7247,l
7255,y
7259,space
7265,b
7267,u
7274,t
7278,space
7293,k
7297,e
7304,p
7308,t
7314,space
7341,d
7346,r
7350,i
7353,v
7358,i
7363,n
7365,g
7370,space
7390,t
7392,h
7395,e
7398,r
7403,e
7415,delete
7419,delete
7422,i
7425,r
7431,space
7438,o
7441,x
7449,e
7452,n
7459,space
7469,f
7472,o
7477,r
7485,a
7492,w
7505,delete
7509,delete
7515,w
7523,a
7525,r
7530,d
7562,space
7569,delete
7576,dot
7581,space
7584,n
7587,o
7591,space
7597,k
7602,i
7604,d
7609,d
7611,i
7616,n
7619,g
7625,space
7655,l
7659,o
7665,r
7669,e
7678,n
7687,z
7689,o
7716,space
7723,c
7726,a
7729,l
7730,l
7732,e
7738,d
7742,space
7746,o
7750,f
7753,f
7756,space
7767,h
7770,i
7774,s
7779,space
7791,t
7796,r
7799,i
7802,p
7808,space
7813,t
7816,o
7821,space
7827,m
7829,e
7836,x
7839,i
7849,c
7855,o
7864,space
7888,j
7901,delete
7905,c
7907,i
7913,t
7918,y
7923,space
7936,u
7945,delete
7947,j
7953,u
7955,s
7961,t
7966,space
7972,b
7977,e
7982,c
7988,u
7994,a
8002,delete
8005,delete
8008,a
8011,u
8014,s
8019,e
8024,space
8043,t
8044,h
8048,e
8053,y
8059,space
8064,h
8076,delete
8079,t
8081,o
8087,l
8089,d
8096,space
8100,h
8102,i
8109,m
8115,space
8138,t
8141,h
8145,e
8147,space
8158,c
8161,o
8165,n
8179,q
8187,u
8197,i
8210,s
8218,t
8224,a
8229,t
8241,delete
8245,d
8247,o
8251,r
8260,space
8273,e
8293,delete
8295,w
8300,e
8303,r
8307,e
8313,space
8322,e
8330,x
8336,t
8348,e
8355,delete
8361,delete
8383,t
8389,i
8396,n
8402,c
8410,t
8435,dot
