Frame,Key
41,j
47,u
56,delete
59,e
65,n
70,n
75,i
83,f
89,e
93,r
110,comma
116,space
119,t
123,h
128,a
132,n
136,k
140,s
146,space
150,f
151,o
152,r
158,space
162,h
167,o
171,s
177,t
180,i
185,n
193,g
201,space
209,t
212,h
216,e
221,space
228,m
231,e
236,e
242,t
246,i
248,n
252,g
258,space
268,y
271,e
277,s
282,t
288,e
293,r
304,d
308,a
314,y
323,comma
331,space
342,delete
347,delete
355,dot
360,space
367,s
372,o
376,r
380,r
386,y
391,space
400,delete
412,space
416,i
420,space
425,h
429,e
436,a
444,delete
448,delete
450,a
455,d
461,space
468,t
472,o
477,space
480,l
485,e
490,a
495,f
509,delete
510,v
517,e
520,space
529,b
534,u
540,t
544,space
562,i
568,space
571,h
577,a
583,d
590,space
596,t
601,o
607,space
621,m
629,e
634,t
638,i
660,delete
665,delete
669,e
675,t
683,space
691,w
693,i
699,t
703,h
708,space
721,b
730,e
737,t
742,h
749,space
777,p
788,e
794,a
798,r
807,l
823,m
828,a
831,n
858,dot
862,space
869,i
875,space
885,b
887,e
895,l
896,e
913,delete
918,i
920,e
927,v
931,e
940,space
980,t
985,h
987,e
991,space
1010,r
1018,delete
1023,delete
1031,r
1035,e
1047,space
1052,w
1059,a
1064,s
1071,space
1105,a
1111,space
1116,l
1122,o
1125,t
1131,space
1136,o
1138,f
1140,space
1174,g
1178,o
1182,o
1187,d
1193,space
1203,i
1208,n
1212,f
1216,o
1221,r
1224,m
1229,a
1234,t
1238,i
1241,o
1246,n
1252,space
1287,e
1295,x
1301,a
1310,n
1315,g
1320,e
1329,d
1349,space
1366,delete
1368,delete
1371,delete
1376,delete
1380,delete
1390,delete
1401,c
1407,h
1412,a
1418,n
1421,g
1425,e
1436,d
1444,space
1465,a
1470,n
1474,d
1477,space
1481,w
1493,delete
1497,t
1500,h
1503,a
1505,t
1508,space
1514,i
1516,s
1522,space
1527,w
1537,h
1542,y
1549,space
1581,w
1586,e
1592,space
1597,r
1600,a
1605,n
1609,space
1613,t
1620,o
1626,space
1634,delete
1638,delete
1641,delete
1646,s
1651,o
1656,space
1661,l
1665,a
1669,t
1672,e
1698,dot
1701,space
1707,i
1714,space
1722,c
1730,e
1734,r
1751,t
1756,a
1761,i
1766,n
1771,l
1777,y
1784,space
1811,c
1812,a
1817,m
1822,e
1826,space
1855,a
1865,w
1871,a
1882,y
1887,space
1893,w
1896,i
1903,t
1907,h
1913,space
1918,a
1925,space
1947,d
1953,f
1959,f
1972,delete
1976,delete
1982,i
1986,f
1991,f
1997,e
2003,r
2005,e
2018,n
2022,t
2030,space
2052,i
2058,n
2062,s
2067,i
2069,g
2076,t
2081,h
2087,space
2098,delete
2103,delete
2107,delete
2112,delete
2134,g
2137,h
2141,t
2146,space
2170,t
2173,o
2175,space
2179,e
2184,n
2186,r
2189,o
2195,n
2205,space
2230,t
2232,h
2234,a
2237,t
2241,space
2249,i
2254,space
2258,d
2262,i
2265,d
2275,t
2289,delete
2292,space
2298,n
2304,o
2311,t
2317,space
2324,h
2327,a
2333,v
2339,e
2345,space
2369,b
2375,e
2383,f
2388,o
2391,r
2399,e
2404,space
2428,w
2433,e
2439,space
2449,m
2451,e
2457,t
2483,dot
2490,space
2511,r
2514,e
2524,g
2531,a
2535,r
2541,d
2546,i
2552,n
2555,g
2561,space
2582,t
2585,h
2589,e
2593,space
2598,r
2600,e
2606,l
2610,a
2614,t
2617,i
2621,o
2626,n
2641,s
2644,h
2647,i
2654,p
2665,space
2687,b
2693,e
2698,t
2703,w
2705,e
2710,e
2716,n
2721,space
2748,g
2759,delete
2759,c
2768,o
2773,o
2786,delete
2792,m
2798,p
2819,a
2826,d
2839,space
2846,a
2849,n
2852,d
2856,space
2888,delete
2893,delete
2897,delete
2905,delete
2909,delete
2914,delete
2921,q
2928,space
2935,a
2941,n
2943,d
2944,space
2952,e
2955,n
2961,r
2963,o
2968,n
3001,comma
3005,space
3008,i
3015,n
3017,space
3027,delete
3030,delete
3032,space
3035,n
3039,e
3044,e
3048,d
3054,space
3059,t
3064,o
3069,space
3078,m
3084,a
3089,k
3095,e
3099,space
3107,s
3110,o
3116,m
3121,e
3134,space
3156,t
3160,h
3164,i
3170,n
3172,g
3177,s
3184,space
3229,a
3235,r
3235,e
3237,space
3245,v
3251,e
3254,r
3263,y
3268,space
3275,c
3281,l
3285,e
3291,a
3296,r
3325,space
3331,i
3337,n
3342,space
3347,o
3351,u
3354,r
3359,space
3364,g
3368,o
3375,space
3381,f
3383,o
3388,r
3398,w
3405,a
3409,r
3415,d
3422,space
3449,r
3462,delete
3465,s
3470,t
3480,r
3488,a
3495,t
3502,e
3509,g
3517,y
3542,dot
3549,space
3550,a
3558,t
3563,space
3568,t
3572,h
3575,e
3578,space
3585,e
3591,n
3592,d
3597,space
3613,o
3616,f
3619,space
3621,t
3624,h
3629,e
3633,space
3640,d
3644,a
3665,y
3693,comma
3698,space
3704,t
3707,h
3711,e
3714,space
3721,a
3727,c
3730,c
3737,c
3750,delete
3755,o
3761,u
3767,n
3771,t
3777,space
3778,t
3785,e
3786,a
3793,m
3825,comma
3830,space
3833,d
3838,a
3843,v
3848,e
3853,space
3871,s
3877,u
3891,delete
3895,p
3898,u
3931,r
3936,l
3942,i
3947,n
3955,space
3957,a
3962,n
3966,d
3972,space
3976,delete
3980,delete
3985,delete
4010,delete
4016,u
4021,p
4027,space
4033,t
4042,h
4045,r
4050,o
4054,g
4054,u
4059,h
4064,t
4071,delete
4076,delete
4079,delete
4080,delete
4089,u
4095,g
4100,h
4105,t
4112,space
4118,delete
4123,delete
4126,space
4141,j
4146,e
4150,f
4155,f
4190,comma
4194,space
4209,m
4217,y
4224,s
4229,e
4232,l
4237,f
4247,comma
4257,space
4273,a
4278,n
4282,d
4286,space
4293,j
4302,e
4307,r
4312,r
4318,y
4331,comma
4335,space
4340,o
4344,w
4349,n
4355,space
4360,t
4362,h
4366,e
4370,space
4374,r
4376,e
4381,s
4390,p
4395,o
4402,n
4409,s
4430,i
4456,b
4464,i
4469,l
4474,i
4477,t
4483,y
4498,space
4511,f
4514,o
4518,r
4522,space
4527,t
4529,h
4531,e
4534,space
4541,e
4545,n
4551,r
4556,o
4561,n
4568,space
4590,r
4594,e
4603,l
4607,a
4612,t
4615,i
4620,o
4624,n
4631,s
4635,h
4637,i
4645,p
4677,dot
4683,space
4688,i
4693,f
4696,space
4706,m
4725,y
4734,delete
4739,delete
4750,c
4755,o
4770,r
4809,p
4816,o
4823,r
4830,a
4834,t
4837,e
4844,space
4853,l
4860,o
4871,delete
4875,delete
4882,f
4883,o
4889,l
4902,k
4909,s
4915,space
4919,a
4924,r
4927,e
4930,space
4945,a
4953,delete
4967,m
4972,a
4975,k
4980,i
4985,n
4988,g
4992,space
4999,d
5005,e
