Frame,Key
43,d
50,e
54,a
58,r
64,space
69,d
74,r
83,dot
92,space
100,l
104,a
110,y
156,dot
162,space
168,i
174,a
178,m
186,space
203,delete
208,delete
212,delete
220,space
227,a
232,m
237,space
242,p
248,l
252,e
257,a
261,s
269,e
275,d
281,space
287,t
293,o
298,space
303,i
309,n
314,v
318,i
328,t
333,e
338,space
345,y
351,o
355,u
362,space
398,t
403,o
407,space
411,j
420,o
423,i
436,n
443,space
450,m
458,y
463,space
508,c
517,e
523,r
528,a
536,space
547,c
554,o
560,o
580,delete
588,l
593,l
595,e
600,g
600,e
732,delete
737,delete
744,a
751,g
756,e
761,s
767,space
774,a
781,n
783,d
787,space
790,m
793,e
798,space
802,a
804,t
809,space
814,o
817,u
821,r
826,space
855,a
861,n
869,u
874,a
893,l
898,l
907,space
915,delete
919,delete
924,delete
929,delete
941,delete
950,n
957,u
960,a
965,l
971,space
1005,e
1011,x
1015,e
1022,c
1028,u
1032,t
1037,i
1043,v
1048,e
1054,space
1069,c
1072,o
1076,n
1079,f
1085,e
1087,r
1091,e
1092,n
1098,c
1104,e
1110,space
1127,s
1131,h
1136,o
1139,o
1142,t
1147,i
1152,n
1154,g
1160,space
1164,t
1167,h
1170,e
1174,space
1205,r
1209,e
1228,delete
1230,a
1242,q
1246,i
1260,delete
1264,delete
1284,p
1289,d
1306,delete
1311,i
1314,d
1321,space
1342,s
1348,t
1358,r
1364,a
1371,t
1378,e
1383,r
1390,g
1396,i
1405,delete
1409,delete
1413,delete
1461,g
1468,i
1470,e
1476,s
1482,space
1515,a
1520,n
1523,d
1532,space
1546,r
1549,i
1556,s
1562,k
1572,s
1577,space
1598,f
1602,o
1605,r
1608,space
1613,t
1616,h
1620,e
1624,space
1630,e
1633,n
1635,e
1639,r
1649,g
1656,y
1662,space
1687,f
1694,u
1697,t
1704,e
1708,r
1725,delete
1726,delete
1730,u
1734,r
1736,e
1743,space
1782,t
1787,o
1792,space
1801,b
1808,e
1813,space
1819,h
1823,e
1828,l
1831,d
1838,space
1863,f
1868,e
1880,b
1890,r
1896,a
1900,u
1914,delete
1919,r
1924,y
1929,delete
1934,delete
1938,delete
1943,u
1947,a
1951,r
1956,y
1962,space
2008,i
2013,n
2017,space
2021,h
2026,o
2030,u
2035,s
2044,t
2054,o
2059,n
2067,space
2073,t
2088,e
2097,x
2103,a
2108,s
2115,space
2120,t
2124,h
2126,i
2130,s
2139,i
2150,delete
2156,space
2161,i
2164,s
2170,space
2174,t
2178,h
2181,e
2186,space
2195,p
2199,r
2203,e
2213,m
2217,i
2222,r
2225,e
2242,delete
2245,delete
2248,e
2252,r
2258,space
2282,i
2287,n
2290,t
2295,e
2297,r
2305,a
2313,n
2321,delete
2324,delete
2330,n
2333,a
2339,t
2341,i
2345,o
2349,n
2354,a
2357,l
2363,space
2429,g
2432,a
2436,t
2443,e
2448,h
2449,r
2461,delete
2464,delete
2473,delete
2481,h
2488,e
2492,r
2498,i
2502,n
2505,g
2511,space
2569,o
2573,f
2578,f
2583,e
2586,r
2589,e
2592,i
2600,delete
2605,delete
2610,i
2625,n
2634,g
2640,space
2668,s
2673,e
2674,n
2680,e
2695,delete
2699,i
2708,o
2715,r
2724,space
2742,e
2749,x
2756,e
2764,c
2769,u
2774,a
2778,t
2780,i
2789,delete
2790,delete
2792,delete
2794,t
2798,i
2803,v
2809,e
2817,s
2823,space
2833,n
2834,e
2835,w
2840,space
2872,i
2875,d
2880,e
2884,a
2888,s
2919,comma
2923,space
2929,i
2933,n
2944,s
2946,i
2949,g
2953,h
2956,t
2963,s
2969,space
2977,a
2978,n
2980,d
2985,space
2991,s
3001,t
3017,a
3023,r
3031,delete
3035,delete
3037,r
3041,a
3051,t
3058,e
3066,g
3069,i
3078,c
3088,space
3127,t
3134,h
3136,i
3142,n
3156,delete
3172,n
3179,k
3183,i
3188,n
3193,g
3200,space
3219,o
3223,n
3228,space
3232,t
3233,h
3236,e
3241,space
3245,i
3249,s
3261,s
3267,u
3272,e
3306,s
3310,space
3316,o
3318,f
3322,space
3327,f
3332,a
3338,c
3348,i
3354,n
3357,g
3364,space
3381,t
3385,h
3389,e
3392,space
3395,g
3399,l
3405,o
3410,b
3416,l
3419,e
3426,space
3432,delete
3437,delete
3441,delete
3446,a
3450,l
3456,space
3473,e
3476,n
3480,e
3484,r
3491,g
3497,y
3542,space
3546,i
3552,n
3559,d
3575,s
3578,u
3585,delete
3589,delete
3593,u
3595,s
3601,t
3607,r
3611,y
3616,space
3653,dot
3658,space
3663,i
3677,delete
3681,delete
3686,delete
3691,delete
3705,dot
3710,space
3714,i
3727,space
3733,b
3738,l
3741,e
3750,delete
3755,delete
3757,e
3762,l
3764,e
3769,i
3774,v
3780,delete
3785,delete
3789,delete
3799,i
3802,e
3808,v
3812,e
3825,space
3862,y
3867,o
3871,u
3876,space
3882,r
3892,delete
3896,w
3898,i
3904,l
3908,l
3912,space
3919,f
3923,i
3928,n
3931,d
3937,space
3963,t
3966,h
3969,e
3973,space
3979,c
3981,o
3985,n
3988,f
3994,e
3995,r
3999,e
4020,n
4026,c
4033,e
4036,space
4063,a
4068,n
4070,d
4075,space
4078,t
4082,h
4085,e
4088,space
4094,r
4096,e
4107,l
4111,a
4115,t
4120,e
4126,d
4132,space
4190,t
4192,o
4197,p
4202,i
4204,c
4211,space
4215,t
4216,i
4219,m
4225,l
4237,delete
4240,e
4244,l
4246,y
4288,space
4295,a
4300,n
4304,d
4306,space
4312,o
4318,f
4323,space
4331,c
4333,o
4338,n
4346,s
4352,i
4357,d
4362,e
4366,r
4371,space
4382,delete
4387,delete
4392,a
4401,delete
4405,r
4410,a
4415,b
4418,l
4423,e
4427,space
4433,v
4437,a
4439,l
4446,u
4449,e
4629,delete
4635,dot
4648,delete
4651,e
4657,dot
4662,space
4667,o
4671,u
4674,r
4681,space
4686,f
4688,o
4693,c
4703,u
4708,s
4716,space
4752,w
4755,i
4757,l
4761,l
4764,space
4769,b
4775,e
4779,space
4791,o
4796,n
4801,space
4828,t
4833,h
4837,e
4841,space
4847,c
4852,r
4857,i
4864,t
4868,i
4871,c
4877,a
4881,l
4886,space
4903,i
4909,m
4921,p
4929,l
4935,i
4942,c
4947,a
4951,t
4953,i
4956,o
4957,n
4983,s
4988,space
4993,o
4997,f
5000,space
5004,t
5007,h
5010,e
5013,space
5022,c
5022,u
5027,r
5031,r
5034,e
5036,n
5040,t
5044,space
5065,m
5069,a
5071,r
5075,k
5078,e
5083,t
5094,space
5101,t
5106,o
5128,delete
5129,u
5133,r
5159,m
5165,o
5168,i
5174,l
5181,space
5203,f
5206,o
5210,r
5217,space
5224,t
5228,h
5231,e
5234,space
5235,e
5241,n
5242,e
5262,r
5267,g
5270,y
