Frame,Key
56,d
62,e
66,a
69,r
73,space
78,t
82,e
87,a
90,m
113,comma
119,space
125,i
130,space
133,h
139,o
145,p
149,e
153,space
164,o
175,delete
182,y
189,o
190,u
198,space
203,a
207,l
211,l
214,space
252,h
255,a
259,d
265,space
271,a
276,space
283,f
297,a
302,n
320,s
327,t
335,a
341,c
352,delete
354,s
362,t
365,i
370,c
377,space
414,t
418,i
424,m
429,e
431,space
449,delete
460,comma
465,space
472,o
477,u
478,r
485,space
516,r
518,e
526,c
532,e
537,n
542,t
547,space
565,e
571,m
572,p
579,l
584,e
597,delete
602,delete
609,l
615,o
619,y
679,delete
684,delete
699,delete
701,delete
704,delete
706,delete
709,delete
714,delete
718,delete
722,delete
727,delete
731,delete
735,delete
739,delete
743,delete
748,delete
753,delete
763,delete
770,delete
780,space
785,a
789,t
793,space
798,o
804,u
808,r
814,space
859,r
859,e
867,c
873,e
877,n
881,t
886,space
890,e
896,m
901,p
908,l
915,o
921,y
927,e
931,e
939,space
947,e
955,v
960,e
964,n
968,t
987,dot
993,space
998,i
1001,t
1007,space
1012,w
1018,a
1024,s
1030,space
1036,t
1041,r
1044,u
1056,l
1065,y
1069,space
1073,a
1080,space
1089,p
1094,l
1097,e
1102,a
1108,s
1116,u
1119,r
1122,e
1127,space
1133,t
1137,o
1142,space
1146,s
1152,e
1157,e
1163,space
1183,e
1191,v
1196,e
1201,r
1209,y
1216,o
1221,n
1226,e
1231,space
1246,c
1248,o
1253,m
1255,e
1261,space
1265,t
1267,o
1277,g
1282,e
1287,t
1292,h
1295,e
1299,r
1308,space
1323,a
1327,n
1329,d
1333,space
1338,j
1345,o
1356,delete
1360,delete
1364,e
1368,n
1377,j
1382,o
1390,y
1399,space
1427,t
1430,h
1433,e
1438,space
1452,g
1464,delete
1465,f
1470,e
1476,s
1482,t
1486,i
1498,v
1503,i
1510,t
1527,i
1530,e
1536,s
1543,space
1576,delete
1586,dot
1591,space
1604,y
1611,o
1615,u
1623,space
1639,delete
1643,r
1648,space
1653,e
1661,n
1667,t
1675,u
1688,delete
1695,h
1700,u
1704,s
1722,i
1730,a
1736,m
1754,delete
1757,s
1763,m
1769,space
1776,a
1784,n
1787,d
1792,space
1802,p
1808,o
1813,s
1817,i
1823,t
1826,i
1839,v
1844,e
1850,space
1893,e
1898,n
1902,e
1907,r
1914,g
1919,y
1925,space
1936,m
1939,a
1945,d
1948,e
1952,space
1956,t
1958,h
1961,e
1966,space
1971,e
1978,v
1983,e
1989,n
1994,t
2000,space
2023,a
2030,space
2038,r
2040,e
2046,s
2055,o
2059,u
2066,n
2068,d
2072,i
2077,n
2082,g
2088,space
2099,s
2105,u
2110,c
2114,c
2119,e
2124,s
2129,s
2156,dot
2163,space
2170,w
2175,e
2185,space
2192,w
2197,a
2202,n
2206,t
2212,e
2219,d
2225,space
2249,t
2253,o
2258,space
2265,t
2269,a
2275,k
2280,e
2284,space
2292,a
2299,space
2308,m
2313,o
2317,e
2320,m
2327,n
2337,delete
2342,delete
2347,delete
2376,m
2379,e
2381,n
2386,t
2393,space
2423,t
2427,o
2432,space
2442,t
2447,e
2453,delete
2457,delete
2459,e
2467,x
2475,t
2480,e
2488,n
2491,d
2498,space
2530,o
2535,u
2539,r
2545,space
2554,h
2560,e
2565,a
2568,r
2580,f
2589,delete
2591,t
2598,f
2604,e
2609,l
2636,t
2643,space
2651,g
2657,r
2664,a
2668,d
2677,i
2686,delete
2689,delete
2695,t
2699,i
2700,t
2703,u
2712,e
2720,space
2730,delete
2734,delete
2738,t
2743,e
2749,space
2775,t
2780,o
2785,e
2791,space
2808,delete
2812,delete
2816,space
2820,e
2824,a
2828,c
2835,h
2840,space
2875,o
2878,f
2885,space
2899,y
2904,o
2907,u
2912,r
2918,space
2926,h
2930,a
2933,r
2941,d
2950,space
2957,w
2960,o
2963,r
2964,k
3000,space
3005,a
3011,n
3013,d
3019,space
3036,d
3044,e
3051,d
3058,i
3062,c
3068,a
3072,t
3075,i
3082,n
3096,delete
3101,o
3106,n
3129,dot
3135,space
3136,e
3149,v
3150,e
3159,n
3163,t
3173,s
3180,space
3185,l
3191,i
3196,k
3200,e
3204,space
3211,h
3215,e
3224,delete
3228,delete
3281,t
3282,h
3286,e
3291,s
3304,e
3312,space
3321,a
3322,r
3324,e
3328,space
3344,s
3362,delete
3377,a
3383,space
3386,a
3390,s
3400,delete
3405,delete
3408,s
3412,a
3417,m
3433,delete
3436,delete
3443,m
3447,a
3454,l
3459,l
3467,space
3472,t
3485,a
3493,delete
3499,o
3505,k
3510,e
3514,n
3521,space
3547,o
3550,f
3555,space
3568,a
3573,p
3579,p
3583,r
3586,o
3600,delete
3607,e
3616,c
3622,i
3626,a
3630,t
3632,i
3638,o
3641,n
3654,space
3672,f
3673,o
3676,r
3680,space
3684,t
3688,h
3692,e
3696,space
3703,i
3708,n
3724,c
3732,r
3732,e
3743,d
3747,i
3761,b
3763,a
3772,delete
3777,delete
3785,a
3790,b
3794,l
3798,e
3804,space
3847,e
3853,f
3858,f
3860,o
3862,r
3869,t
3875,space
3881,t
3892,delete
3898,y
3902,o
3905,u
3909,space
3927,p
3931,u
3935,t
3939,space
3943,i
3948,n
3953,t
3955,o
3964,space
3978,y
3985,o
3988,u
3992,r
3998,space
4014,r
4018,o
4023,l
4028,e
4035,s
4041,space
4049,e
4055,v
4060,e
4063,r
4069,y
4077,d
4081,a
4087,y
4117,dot
4124,space
4128,a
4133,s
4140,space
4145,w
4152,e
4157,space
4160,m
4163,o
4166,v
4172,e
4184,space
4200,f
4204,o
4207,r
4215,a
4223,w
4230,delete
4234,delete
4237,w
4242,a
4247,r
4252,d
4260,space
4279,delete
4287,comma
4296,space
4302,l
4303,e
4309,t
4315,s
4320,space
4332,c
4338,a
4345,r
4351,r
4359,y
4364,space
4401,f
4402,o
4405,r
4419,w
4422,a
4425,r
4432,d
4438,space
4469,t
4473,h
4477,i
4480,s
4486,space
4495,s
4501,p
4506,i
4512,r
4518,i
4522,t
4530,space
4547,o
4551,f
4555,space
4564,c
4569,a
4578,m
4585,a
4616,r
4621,a
4630,d
4636,e
4641,r
4647,i
4650,e
4661,space
4686,a
4691,n
4695,d
4700,space
4725,t
4730,e
4733,a
4740,m
4748,w
4754,r
4767,delete
4773,o
4776,r
4781,k
4814,dot
4820,space
4832,o
4837,u
4844,r
4854,delete
4859,delete
4864,delete
4874,y
4881,o
4885,u
4895,space
4907,delete
4914,r
4923,space
4973,c
4978,o
4983,n
4988,t
4992,r
4996,i
5002,b
5005,u
5011,t
5016,i
5021,o
5025,n
5031,s
5039,space
5054,a
5060,r
5063,e
5068,space
5078,i
5083,n
5087,v
5094,a
5097,l
5102,u
5108,d
5112,a
5118,t
5126,delete
5131,delete
5135,delete
5137,a
5143,t
5146,i
5151,o
5155,n
5163,delete
5167,delete
5172,delete
5176,delete
5184,b
5190,l
5194,e
5200,space
5228,t
5232,o
5237,space
5243,o
5248,u
5254,r
5259,space
5264,c
5267,o
5272,m
5277,p
5285,a
5296,n
5304,y
5313,space
5320,s
