Frame,Key
39,d
46,e
51,a
54,r
58,space
63,k
66,e
70,n
91,comma
97,space
101,f
105,i
111,r
116,s
122,t
127,space
133,o
137,f
141,f
149,comma
155,space
165,i
171,space
174,h
178,a
183,v
188,e
190,space
194,a
199,space
206,f
210,f
222,delete
227,r
229,i
241,e
248,n
253,d
260,space
290,w
294,h
298,o
303,space
307,i
310,s
315,space
323,s
331,e
340,t
345,t
348,i
354,n
358,g
361,space
365,u
371,p
376,space
408,a
414,space
426,p
438,l
445,a
451,n
455,t
460,space
464,i
470,n
475,space
499,c
504,o
510,r
540,o
551,delete
555,c
558,o
562,n
592,r
596,a
600,n
605,space
611,n
614,o
618,r
631,t
634,h
638,e
647,r
648,n
665,space
680,c
685,a
689,l
695,i
698,f
723,dot
728,space
732,t
736,o
738,space
743,n
757,delete
764,m
769,a
774,n
782,y
795,space
811,delete
817,delete
822,u
829,f
834,a
840,c
846,t
849,o
850,r
854,e
867,delete
872,delete
903,delete
909,u
915,r
918,e
924,space
931,a
936,space
941,w
952,e
956,l
965,d
972,e
976,d
982,space
1014,r
1014,e
1027,i
1031,n
1036,f
1041,o
1047,r
1053,m
1065,delete
1069,c
1072,e
1080,n
1090,delete
1095,m
1102,e
1102,n
1111,t
1114,space
1157,g
1164,r
1171,i
1174,d
1180,space
1198,b
1204,u
1208,i
1215,l
1223,d
1224,i
1229,n
1232,g
1238,space
1260,s
1266,t
1271,r
1276,u
1280,c
1286,t
1294,u
1295,r
1302,e
1307,space
1343,s
1349,y
1353,s
1367,t
1373,e
1378,m
1409,s
1415,space
1426,dot
1435,delete
1438,delete
1445,dot
1451,space
1473,t
1477,h
1479,e
1486,y
1491,space
1500,w
1508,i
1513,l
1517,l
1521,space
1526,n
1526,e
1530,e
1536,d
1541,space
1554,v
1558,a
1564,m
1570,p
1587,space
1594,s
1597,e
1601,r
1612,i
1612,v
1631,delete
1635,delete
1646,v
1649,i
1654,c
1662,e
1689,dot
1695,space
1699,i
1706,space
1717,s
1724,u
1729,g
1735,g
1740,e
1747,t
1761,delete
1764,s
1768,t
1773,e
1779,d
1783,space
1793,t
1797,h
1798,a
1802,t
1806,space
1829,t
1832,h
1836,e
1840,y
1845,space
1851,w
1855,o
1860,u
1866,l
1871,d
1877,space
1908,b
1914,e
1917,space
1924,b
1931,e
1936,t
1941,t
1945,e
1949,r
1954,space
1977,o
1981,r
1998,delete
2002,f
2005,space
2011,m
2014,a
2019,k
2024,i
2028,n
2033,g
2039,space
2064,a
2068,n
2072,space
2102,e
2105,l
2109,e
2118,c
2124,t
2130,r
2136,i
2140,c
2148,a
2159,delete
2163,i
2166,t
2173,y
2179,space
2205,p
2208,r
2211,o
2218,v
2221,i
2226,s
2230,i
2235,o
2238,n
2267,space
2294,a
2298,g
2304,r
2307,e
2314,s
2318,s
2331,delete
2336,delete
2338,e
2343,m
2347,e
2350,n
2353,t
2388,space
2392,w
2395,i
2400,t
2402,h
2407,space
2414,y
2421,o
2423,u
2429,space
2434,r
2438,a
2444,t
2447,h
2450,e
2451,r
2458,space
2483,t
2485,h
2486,a
2491,n
2495,space
2500,p
2512,g
2530,e
2539,space
2547,h
2551,i
2554,s
2560,space
2573,n
2578,a
2581,m
2589,e
2594,space
2600,i
2609,space
2620,delete
2625,s
2631,space
2644,h
2646,a
2651,n
2656,s
2662,space
2683,b
2695,a
2700,u
2707,m
2713,a
2716,n
2743,dot
2747,space
2756,h
2760,e
2764,space
2770,c
2775,a
2781,n
2785,space
2791,b
2797,e
2801,space
2808,r
2810,e
2816,a
2822,c
2826,h
2830,e
2835,d
2839,space
2846,a
2852,t
2857,space
2868,delete
2874,dot
2879,space
2882,p
2888,l
2891,e
2897,a
2902,s
2908,e
2911,space
2917,h
2920,a
2925,v
2928,e
2931,space
2938,y
2942,o
2945,u
2945,r
2951,space
2990,p
2995,r
3000,o
3010,delete
3014,delete
3019,e
3021,o
3025,p
3033,l
3036,e
3043,space
3051,c
3055,o
3061,n
3068,t
3074,a
3081,c
3088,t
3098,space
3126,h
3129,i
3136,m
3142,space
3147,a
3151,s
3158,a
3168,p
3208,space
3214,a
3218,s
3224,space
3229,h
3232,e
3237,space
3243,p
3250,l
3256,a
3264,n
3269,s
3276,space
3308,t
3312,o
3319,space
3327,o
3329,p
3332,e
3335,n
3342,space
3347,f
3351,o
3354,r
