Frame,Key
34,d
41,e
47,a
51,r
60,space
77,q
79,u
86,i
91,c
95,k
111,delete
124,y
134,delete
139,delete
147,n
150,c
153,y
161,space
174,delete
177,comma
183,space
191,i
198,space
203,h
207,o
208,p
214,e
219,space
229,t
234,o
244,delete
249,delete
256,y
261,o
265,u
273,space
279,a
284,r
286,e
292,space
314,d
319,o
324,i
328,n
329,g
334,space
340,w
344,e
351,l
356,l
358,space
374,delete
380,dot
386,space
392,i
398,space
403,w
408,a
411,n
416,t
419,e
422,d
427,space
437,t
443,o
444,space
455,u
462,p
468,d
473,a
480,t
484,e
492,space
504,y
511,o
514,u
522,space
529,o
534,n
541,space
548,o
553,u
560,r
569,space
578,l
583,a
588,t
593,e
598,s
601,t
602,space
630,p
635,r
639,o
645,j
649,e
656,c
664,t
669,space
683,delete
692,comma
698,space
702,w
707,h
709,i
713,c
716,h
722,space
739,h
743,a
746,s
753,space
765,b
768,e
773,e
779,n
785,space
800,q
805,u
809,i
815,t
817,e
823,space
873,t
877,h
883,e
889,space
908,j
915,o
927,u
933,r
952,n
957,e
964,y
974,dot
982,space
1000,t
1003,h
1007,e
1012,space
1026,w
1032,o
1036,r
1040,k
1049,space
1066,i
1072,n
1077,v
1082,o
1088,l
1095,v
1101,e
1110,s
1113,space
1129,a
1136,space
1141,s
1146,e
1148,r
1160,i
1167,e
1173,s
1177,space
1200,o
1205,f
1210,space
1219,c
1223,o
1228,m
1231,p
1238,l
1243,e
1250,x
1257,space
1263,t
1265,a
1272,s
1279,k
1291,space
1312,delete
1315,s
1320,space
1329,delete
1337,comma
1342,space
1346,e
1351,a
1357,c
1362,h
1368,space
1394,w
1395,i
1403,t
1403,h
1411,space
1425,i
1430,t
1435,s
1442,space
1455,u
1462,n
1468,i
1477,q
1477,u
1483,i
1488,e
1497,delete
1503,delete
1506,e
1518,space
1547,c
1550,h
1555,a
1571,l
1575,l
1580,e
1584,n
1588,g
1593,e
1600,s
1606,space
1621,delete
1627,dot
1631,space
1635,o
1639,u
1643,r
1648,space
1653,t
1658,e
1662,a
1666,m
1687,comma
1693,space
1706,i
1711,n
1718,c
1721,l
1728,u
1731,d
1735,i
1745,g
1753,delete
1760,n
1765,g
1772,space
1789,k
1794,e
1800,n
1813,delete
1824,v
1827,i
1833,n
1839,space
1846,a
1853,n
1858,d
1865,space
1884,z
1889,e
1890,l
1901,d
1910,a
1940,comma
1945,space
1958,h
1964,a
1968,s
1973,space
1976,b
1983,e
1988,e
1995,n
2000,space
2025,d
2038,i
2045,l
2048,i
2056,g
2061,e
2065,n
2069,t
2080,l
2089,y
2102,space
2123,w
2127,o
2131,r
2132,k
2136,i
2140,n
2143,g
2149,space
2184,t
2189,o
2193,space
2194,t
2215,a
2225,c
2231,k
2240,l
2244,e
2252,space
2274,t
2278,h
2280,e
2284,s
2289,e
2293,space
2311,i
2315,s
2320,s
2324,u
2329,e
2335,s
2359,dot
2367,space
2375,e
2378,r
2396,delete
2402,delete
2428,r
2432,e
2439,c
2445,e
2449,n
2453,t
2458,l
2464,y
2469,space
2486,delete
2494,comma
2502,space
2520,w
2527,e
2532,space
2538,f
2542,a
2549,c
2557,e
2562,d
2568,space
2587,s
2594,e
2600,r
2608,v
2621,delete
2626,delete
2636,v
2639,e
2642,r
2647,a
2653,l
2661,space
2698,q
2703,u
2704,i
2709,r
2725,k
2734,y
2743,space
2773,s
2776,i
2782,t
2786,u
2795,a
2804,i
2814,delete
2819,t
2822,i
2826,o
2827,n
2856,s
2865,space
2869,t
2875,h
2879,a
2882,t
2888,space
2897,r
2900,e
2907,q
2915,u
2920,i
2923,r
2927,e
2963,d
2970,space
2977,i
2982,m
2989,m
3012,e
3020,d
3025,i
3032,t
3043,delete
3052,a
3058,t
3061,e
3068,space
3089,a
3100,t
3106,t
3110,e
3117,n
3119,t
3122,i
3128,o
3131,n
3170,dot
3177,space
3185,t
3190,h
3195,a
3199,n
3204,k
3213,e
3222,delete
3225,f
3229,u
3237,l
3241,l
3245,y
3255,comma
3262,space
3302,w
3304,e
3309,space
3316,m
3319,a
3323,n
3333,a
3340,g
3347,e
3352,d
3359,space
3374,t
3377,o
3383,space
3388,a
3395,d
3398,d
3405,r
3410,e
3418,s
3422,s
3428,space
3455,t
3460,h
3462,e
3468,m
3473,space
3477,w
3480,i
3485,t
3488,h
3494,space
3517,t
3519,h
3524,e
3528,space
3534,h
3537,e
3540,l
3547,p
3550,space
3570,o
3575,f
3578,space
3584,o
3589,u
3591,r
3599,space
3619,i
3626,n
3629,n
3635,o
3649,v
3655,a
3660,t
3681,i
3698,v
3701,e
3707,space
3744,t
3749,e
3756,c
3760,h
3776,n
3783,i
3791,q
3794,u
3802,e
3811,s
3817,space
3840,a
3844,n
3848,d
3850,space
3858,q
3863,u
3866,i
3871,c
3877,k
3890,space
3909,a
3913,d
3927,f
3941,delete
3945,j
3946,u
3949,s
3955,t
3963,m
3964,e
3969,n
3972,t
3998,s
4007,dot
4012,space
4016,t
4019,h
4020,e
4024,space
4034,p
4037,r
4041,o
4061,c
4066,e
4073,s
4077,s
4086,space
4107,h
4111,a
4114,s
4116,space
4120,b
4127,e
4130,e
4133,n
4137,space
4143,q
4148,u
4152,i
4157,t
4157,e
4169,e
4179,delete
4184,space
4219,e
4226,delete
4238,f
4256,delete
4268,r
4272,i
4280,g
4283,o
4287,u
4320,delete
4325,r
4328,o
4331,u
4335,s
4353,space
4361,delete
4368,comma
4374,space
4379,b
4383,u
4391,t
4396,space
4402,w
4408,e
4414,space
4418,a
4422,r
4423,e
4428,space
4442,m
4445,a
4449,k
4455,i
4460,n
4465,g
4471,space
4487,s
4489,i
4495,n
4500,g
4512,delete
4516,delete
4522,g
4526,n
4530,i
4546,f
4549,i
4553,c
4558,a
4561,n
4565,t
4572,space
4616,s
4631,t
4636,r
4646,d
4650,i
4659,delete
4663,delete
4672,i
4674,d
4680,e
4686,s
4694,space
4710,delete
4716,dot
4722,space
4728,o
4733,u
4736,r
4739,space
4743,p
4747,r
4751,o
4755,j
4759,e
4763,c
4769,t
4773,space
4789,i
4793,s
4799,space
4808,d
4814,r
4818,i
4819,v
4823,e
4830,n
4838,space
4849,b
4854,y
4861,space
4887,a
4888,d
4899,v
4905,a
4909,n
4913,c
4920,e
4926,d
4931,space
4961,a
4963,l
4971,o
4975,g
4989,delete
5000,delete
5008,g
5011,o
5016,r
5019,i
5024,t
5027,h
5034,m
5038,s
5046,space
5073,a
5079,n
5083,d
5084,space
5089,c
5095,u
5100,t
5105,t
5107,i
5112,n
5115,g
5118,space
5123,e
5129,d
5142,g
5146,e
5152,space
5182,t
5183,e
5191,c
5195,h
5205,n
5209,o
5215,g
5226,o
5232,delete
5238,delete
5245,l
5248,o
5249,g
5255,y
5263,space
5291,delete
5297,dot
5303,space
5325,h
5334,delete
5356,t
5361,h
5365,e
5372,space
5374,k
5378,e
5381,y
5391,space
5422,a
5426,s
5434,p
5435,e
5453,c
5458,t
5462,s
5469,space
5499,i
5504,n
5512,c
5515,l
5521,u
5526,d
5536,e
5544,space
5566,x
5575,r
5580,a
5589,y
5596,space
5600,d
5606,a
5607,t
5613,a
5623,space
5654,a
5660,n
5663,a
5671,l
5677,y
5681,s
5686,i
5689,s
5697,space
5719,delete
5727,comma
5732,space
5741,z
5745,i
5752,p
5756,p
5761,p
5773,delete
5778,i
5784,n
5789,g
5794,space
5797,t
5797,h
5802,r
5805,o
5809,u
5814,g
5819,h
5825,space
5862,e
5870,x
5876,t
5881,e
5888,n
5893,s
5898,i
5902,v
5907,e
5912,space
5965,d
5967,a
5968,t
5972,a
5980,s
5986,e
5988,t
5993,s
6027,comma
6032,space
6041,a
6044,n
6048,d
6052,space
6081,p
6086,r
6089,e
6097,c
6102,i
6105,s
6111,e
6117,space
6202,m
6206,e
6211,a
6216,s
6219,u
6225,r
6232,e
6237,m
6243,n
6248,t
6268,delete
6273,delete
6303,e
6308,n
6312,t
6317,s
6320,space
6361,delete
6370,dot
6376,space
6377,w
6381,e
6386,space
6424,h
6428,a
6434,v
6439,e
6442,space
6448,h
6451,a
6455,d
6458,space
6478,t
6483,o
6486,space
6493,n
6499,a
6509,v
6512,i
6524,g
6529,a
6534,t
6542,e
6549,space
6582,t
6585,h
6585,r
6589,o
6591,u
6591,g
6596,h
6598,space
6611,t
6611,r
6611,i
6618,k
6619,c
6626,delete
6633,delete
6638,c
6642,k
6649,l
6663,delete
6668,y
6674,space
6692,s
6698,e
6713,delete
6716,c
6723,e
6729,n
6735,i
6744,delete
6748,a
6751,r
6754,i
6760,o
6764,s
6770,space
6800,delete
6808,comma
6812,space
6816,b
6819,u
6825,t
6829,space
6838,w
6842,e
6847,space
6852,a
6858,r
6860,e
6865,space
6901,c
6905,o
6909,n
6915,f
6916,i
6928,d
6935,e
6937,n
6944,t
6950,space
6970,i
6976,n
6983,space
6992,t
6998,h
7003,e
7009,space
7016,d
7022,i
7026,r
7031,e
7039,c
7043,t
7046,i
7053,o
7054,n
7063,space
7078,s
7088,delete
7092,w
7098,e
7105,space
7117,a
7124,r
7124,e
7130,space
7135,h
7135,e
7141,d
7146,i
7147,n
7156,delete
7161,delete
7172,delete
7177,a
7183,d
7186,i
7191,n
7194,g
7195,space
7218,delete
7233,dot
7243,space
7262,i
7267,f
7271,space
7276,y
7282,o
7286,u
7292,space
7301,h
7305,a
7311,v
7317,e
7322,space
7341,a
7346,n
7352,y
7356,space
7360,q
7364,u
7368,e
7375,s
7380,t
