Frame,Key
23,h
28,e
30,l
34,l
39,o
46,space
52,j
57,o
66,h
74,n
88,comma
93,space
97,t
98,h
104,a
108,n
113,k
116,space
120,y
125,o
127,u
133,space
139,f
143,o
146,r
152,space
157,s
162,h
168,o
176,p
182,p
190,i
197,n
201,g
204,space
209,a
212,t
216,space
220,o
225,u
229,r
234,space
247,w
253,e
274,b
284,s
289,i
293,t
297,e
333,dot
337,space
350,t
355,h
358,e
363,space
411,g
420,u
425,a
440,r
446,delete
450,delete
454,delete
455,delete
457,delete
460,delete
465,delete
469,delete
480,w
487,e
494,space
505,g
510,r
523,delete
542,u
546,a
553,r
576,a
580,n
584,t
589,e
594,e
603,space
635,o
637,u
645,r
651,space
656,delete
660,delete
665,delete
669,delete
674,y
680,o
682,u
688,r
693,space
699,s
704,t
721,delete
724,a
728,t
731,i
735,s
752,f
757,a
763,c
768,t
771,i
775,o
779,n
825,space
829,w
832,i
837,t
840,h
844,space
850,o
855,u
860,r
865,space
872,h
875,i
876,g
880,h
887,space
909,q
912,u
918,i
929,delete
933,a
938,l
943,i
947,t
949,y
954,space
959,p
966,r
966,o
981,j
985,e
995,delete
999,delete
1001,d
1005,u
1008,c
1019,t
1042,s
1048,space
1053,a
1059,n
1059,d
1066,space
1087,c
1090,u
1093,s
1099,t
1105,o
1109,m
1114,e
1118,r
1146,space
1152,s
1156,u
1163,p
1167,p
1172,o
1175,r
1181,t
1212,dot
1216,space
1219,s
1221,i
1226,n
1229,c
1236,e
1241,space
1247,y
1252,o
1255,u
1262,r
1267,space
1298,e
1303,x
1312,p
1317,e
1320,r
1331,t
1334,i
1338,e
1350,delete
1353,s
1357,e
1365,space
1394,w
1398,i
1402,t
1405,h
1409,space
1412,t
1415,h
1419,e
1423,space
1433,o
1437,r
1443,d
1450,e
1453,r
1460,space
1490,d
1493,i
1496,d
1505,space
1513,n
1518,o
1521,t
1526,space
1545,l
1551,i
1553,v
1558,e
1562,space
1565,u
1569,p
1574,space
1615,t
1619,o
1624,space
1630,u
1639,delete
1643,o
1647,u
1651,r
1657,space
1668,h
1672,i
1675,g
1678,h
1686,space
1699,s
1703,t
1709,a
1715,n
1718,d
1726,e
1738,delete
1741,a
1744,r
1750,d
1775,s
1787,comma
1791,space
1795,w
1799,e
1804,space
1808,h
1811,a
1818,v
1822,e
1826,space
1833,i
1836,s
1840,s
1843,u
1847,e
1878,d
1883,space
1901,y
1906,o
1908,u
1913,space
1919,a
1925,space
1947,c
1958,e
1965,r
1975,delete
1978,delete
1989,r
1993,e
1997,d
2004,i
2011,t
2020,space
2037,i
2044,n
2048,space
2055,t
2057,h
2060,e
2065,space
2070,a
2074,m
2078,o
2082,u
2089,n
2094,g
2101,space
2109,delete
2114,delete
2118,t
2123,space
2145,o
2148,f
2154,space
2159,a
2165,space
2177,h
2186,u
2192,n
2196,d
2204,r
2208,e
2218,d
2269,dot
2275,space
2293,p
2301,l
2307,e
2314,a
2315,s
2320,e
2323,space
2331,a
2335,l
2340,l
2345,o
2349,w
2356,space
2367,t
2369,h
2371,r
2375,e
2381,e
2388,space
2394,t
2396,o
2400,space
2410,f
2413,i
2417,v
2422,e
2426,space
2432,d
2436,a
2443,y
2449,s
2455,space
2474,f
2478,o
2482,r
2486,space
2496,y
2499,o
2502,u
2507,r
2511,space
2522,b
2526,a
2532,n
2538,k
2547,space
2596,t
2599,o
2602,space
2608,a
2612,p
2616,p
2621,l
2629,y
2632,space
2665,t
2669,h
2673,i
2677,s
2683,space
2690,c
2696,r
2718,delete
2720,e
2730,delete
2734,r
2736,e
2742,d
2746,i
2751,t
2758,space
2773,t
2775,o
2777,space
2792,y
2798,o
2807,r
2816,delete
2821,u
2824,r
2830,space
2839,a
2847,c
2850,c
2859,o
2863,u
2870,n
2875,t
2889,space
2918,delete
2927,dot
2932,space
2937,i
2942,f
2945,space
2951,y
2955,o
2959,u
2966,space
2975,h
2978,a
2982,v
2987,e
2989,space
2995,a
2999,n
3006,y
3008,space
3015,q
3019,u
3022,e
3028,s
3033,t
3037,i
3042,o
3045,n
3075,s
3083,comma
3087,space
3093,p
3099,l
3100,e
3107,a
3110,s
3115,e
3120,space
3127,v
3129,i
3138,s
3144,i
3147,t
3157,space
3181,c
3185,u
3189,s
3195,t
3203,o
3210,m
3211,e
3217,r
3223,space
3229,s
3232,u
3238,p
3248,p
3255,o
3258,r
3262,t
3320,dot
3329,space
3332,t
3334,h
3339,a
3343,n
3347,k
3352,space
3357,y
3363,o
3367,u
3374,space
3394,a
3400,g
3406,a
3412,i
3417,n
3424,space
3440,f
3443,o
3447,r
3452,space
3456,s
3460,h
3467,o
3476,p
3484,p
3492,i
3498,n
3502,g
3508,space
3517,w
3519,i
3527,t
3531,h
3536,space
3542,u
3545,s
3554,space
3578,delete
3586,dot
3588,space
3591,w
3598,e
3603,space
3610,l
3615,o
3616,o
3626,k
3632,space
3638,f
3642,o
3645,r
3654,w
3660,a
3665,r
3671,d
3689,space
3698,t
3704,o
3708,space
3713,s
3719,e
3723,r
3733,v
3739,i
3745,n
3749,g
3754,space
3760,y
3765,o
3767,u
3773,space
3792,i
3795,n
3796,space
3800,t
3805,h
3808,e
3813,space
3822,f
3826,u
3832,t
3846,u
3852,r
3856,e
3880,dot
3886,space
3895,s
3899,i
3904,n
3918,c
3923,e
3929,e
3944,delete
3947,r
3953,e
3958,l
3962,y
3967,space
