Frame,Key
23,d
30,e
34,a
38,r
43,space
52,q
57,u
60,i
64,c
72,k
84,delete
90,y
112,comma
117,space
120,i
126,space
130,h
134,o
139,p
143,e
148,space
159,y
163,o
167,u
172,space
179,a
183,r
186,e
190,space
197,d
200,o
201,i
207,n
211,g
215,space
218,w
224,e
233,l
239,l
268,dot
274,space
292,i
299,space
305,w
310,a
315,n
318,t
323,e
329,d
335,space
339,t
345,o
350,space
362,p
367,d
372,a
376,t
385,delete
389,delete
394,delete
398,delete
406,u
412,p
419,d
421,a
425,t
426,e
432,space
438,y
443,o
447,u
452,space
477,o
480,n
488,space
490,o
494,u
498,r
505,space
511,l
517,a
522,t
528,e
534,s
542,t
548,space
566,r
570,o
578,delete
584,delete
593,p
599,r
602,o
607,j
609,e
617,c
625,t
635,space
656,delete
663,comma
668,space
671,w
686,h
697,c
712,delete
717,i
720,c
724,h
730,space
737,h
742,a
744,s
750,space
758,b
764,e
769,e
776,n
781,space
788,q
790,u
792,i
796,t
799,e
804,space
807,t
811,h
814,e
818,space
830,j
837,o
841,u
853,r
858,n
867,e
873,y
900,dot
905,space
908,t
916,h
923,e
929,space
968,w
973,o
976,r
979,k
991,space
1000,i
1006,n
1009,v
1017,l
1035,delete
1040,o
1046,l
1050,v
1056,e
1063,s
1066,space
1093,a
1097,space
1108,s
1113,e
1115,r
1123,i
1129,e
1134,s
1142,space
1160,o
1163,f
1168,space
1173,c
1177,o
1182,m
1184,p
1192,l
1196,e
1223,x
1230,space
1232,t
1238,a
1251,s
1259,k
1271,space
1304,delete
1308,s
1313,space
1321,w
1327,e
1338,delete
1342,delete
1343,e
1347,a
1352,c
1357,h
1362,space
1367,w
1369,i
1375,t
1379,h
1385,space
1390,i
1392,t
1398,s
1405,space
1412,u
1419,n
1429,i
1441,q
1444,u
1457,e
1470,space
1477,c
1481,h
1485,a
1497,l
1501,l
1505,e
1511,n
1513,a
1523,g
1530,delete
1533,delete
1538,g
1541,e
1548,s
1556,space
1573,delete
1579,dot
1584,space
1588,o
1592,u
1596,r
1599,space
1603,t
1607,e
1612,a
1615,m
1621,space
1643,delete
1650,comma
1654,space
1659,i
1665,n
1671,c
1678,l
1684,u
1687,d
1691,i
1697,n
1701,g
1707,space
1725,k
1732,n
1743,e
1755,delete
1760,delete
1764,e
1771,v
1782,i
1788,n
1793,space
1802,a
1807,n
1810,d
1815,space
1824,z
1830,e
1835,l
1847,d
1852,a
1881,comma
1885,space
1889,h
1893,a
1897,s
1902,space
1910,b
1919,e
1923,e
1930,n
1936,space
1998,d
2003,i
2020,delete
2027,delete
2070,d
2098,i
2105,l
2111,i
2118,g
2122,e
2126,n
2129,t
2134,l
2139,y
2145,space
2175,w
2180,o
2184,r
2187,k
2193,i
2197,n
2201,g
2207,space
2211,t
2225,o
2232,space
2250,t
2254,a
2275,c
2280,k
2287,l
2290,e
2298,space
2303,t
2307,h
2309,e
2318,s
2324,e
2330,space
2337,p
2340,r
2345,o
2353,b
2359,l
2363,e
2368,m
2374,s
2418,delete
2423,delete
2427,delete
2432,delete
2436,delete
2439,delete
2448,delete
2457,delete
2465,i
2469,s
2473,s
2476,u
2480,e
2486,s
2492,comma
2506,delete
2514,dot
2520,space
2545,r
2545,e
2553,c
2558,e
2562,n
2565,t
2569,l
2575,y
2583,space
2595,delete
2604,comma
2610,space
2614,w
2618,e
2623,space
2629,f
2633,a
2643,c
2657,n
2663,e
2671,delete
2675,delete
2677,e
2684,d
2689,space
2702,s
2708,e
2714,r
2720,v
2734,delete
2738,delete
2740,v
2745,e
2748,r
2752,a
2756,l
2784,space
2793,q
2799,u
2805,i
2811,r
2820,l
2840,delete
2845,k
2853,y
2862,space
2884,s
2892,i
2895,t
2901,u
2906,a
2911,t
2915,i
2920,o
2924,n
2948,s
2952,space
2955,t
2959,h
2959,a
2962,t
2967,space
2979,r
2981,e
2999,q
3006,u
3012,i
3016,r
3019,e
3050,d
3056,space
3064,i
3070,m
3075,m
3076,e
3083,d
3087,i
3093,a
3098,t
3102,e
3107,space
3114,a
3119,c
3126,t
3130,i
3135,o
3139,n
3197,delete
3202,delete
3206,delete
3211,delete
3226,delete
3252,t
3256,t
3261,e
3266,n
3269,t
3274,i
3286,n
3301,delete
3307,o
3311,n
3319,dot
3326,space
3369,t
3372,h
3375,a
3380,n
3386,k
3392,e
3406,delete
3408,f
3411,u
3418,l
3422,l
3428,y
3452,comma
3457,space
3461,w
3469,a
3484,delete
3488,e
3492,space
3501,m
3505,a
3508,n
3512,g
3516,e
3524,d
3537,delete
3541,delete
3545,delete
3553,a
3557,g
3561,e
3567,d
3573,space
3577,t
3582,o
3587,space
3608,a
3612,d
3616,d
3622,r
3623,e
3630,s
3634,s
3640,space
3642,t
3646,h
3648,e
3654,m
3659,space
3677,w
3679,i
3686,t
3691,h
3697,space
3702,t
3706,h
3709,e
3713,space
3722,h
3726,e
3729,l
3736,p
3744,space
3757,o
3758,f
3763,space
3767,o
3772,u
3777,r
3782,space
3799,i
3806,n
3826,n
3832,o
3835,v
3840,a
3845,t
3849,i
3853,v
3858,e
3864,space
3889,t
3893,e
3901,c
3905,h
3912,n
3917,i
3919,q
3921,u
3928,i
3933,e
3943,delete
3947,delete
3947,e
3954,s
3978,space
3980,a
3984,n
3986,d
3989,space
3999,q
4005,u
4010,i
4013,c
4018,k
4028,space
4037,a
4043,d
4060,j
4085,u
4089,s
4095,t
4103,e
4103,m
4109,t
4111,n
4125,delete
4129,delete
4134,delete
4138,delete
4152,m
4156,e
4159,n
4165,t
4197,s
4206,dot
4211,space
4217,t
4219,h
4223,e
4228,space
4246,p
4249,r
4255,o
4266,c
4273,e
4279,s
4282,s
4287,space
4291,h
4294,a
4298,s
4304,space
4310,b
4316,e
4317,e
4323,n
4330,space
4363,q
4369,u
4373,i
4378,t
4379,e
4385,space
4406,r
4412,i
4422,o
4433,delete
4440,g
4440,o
4447,r
4454,u
4458,s
4470,delete
4474,delete
4478,o
4482,u
4486,s
4517,comma
4521,space
4528,b
4529,u
4536,t
4541,space
4554,w
4559,e
4565,space
4637,a
4640,r
4640,e
4645,space
4659,m
4663,a
4666,k
4671,i
4676,n
4679,g
4683,space
4689,s
4692,i
4699,n
4714,i
4720,delete
4724,delete
4728,g
4730,n
4733,i
4735,f
4739,i
4746,c
4751,a
4755,n
4760,t
4769,space
4793,s
4804,t
4810,r
4819,d
4820,i
4834,delete
4838,delete
4842,i
4844,d
4850,e
4855,s
4884,dot
4888,space
4893,o
4900,u
4905,r
4914,space
4917,p
4922,r
4924,o
4929,j
4933,e
4939,c
4945,t
4953,space
4973,i
4976,s
4981,space
4988,d
4993,r
4997,i
5002,v
5010,e
5014,n
5020,t
5025,space
5030,b
5035,y
5041,space
5047,a
5052,d
5059,v
5063,a
5068,n
5072,c
5079,e
5089,d
5095,space
5112,a
5117,l
5122,g
5127,o
5132,r
5136,i
5151,t
5155,h
5162,m
5187,s
5192,space
5197,a
5201,n
5205,d
5208,space
5212,c
5218,u
5224,t
5228,t
5233,i
5239,n
5242,g
5248,space
5252,e
5261,d
5270,g
5275,e
5283,space
5335,t
5342,e
5349,c
5353,h
5360,n
5364,o
5370,l
5376,o
5380,g
5388,y
5417,dot
5420,space
5422,t
5425,h
5427,e
5432,space
5438,k
5442,e
5448,y
5453,space
5462,a
5466,s
5473,p
5474,e
5481,c
5488,t
5496,space
5519,delete
5527,s
5532,space
5538,i
5543,n
5549,c
5554,l
5559,u
5563,d
5569,e
