Frame,Key
64,d
74,e
95,a
103,r
109,space
134,d
142,r
158,dot
163,l
167,a
174,y
186,comma
192,space
220,i
233,space
242,a
250,m
256,space
265,p
272,l
281,e
289,a
296,s
307,e
312,d
318,space
333,t
337,o
343,space
350,i
355,n
360,v
365,i
372,d
385,delete
391,t
396,e
402,space
424,y
433,o
437,u
444,space
502,t
508,o
513,space
522,j
529,o
535,i
542,n
550,space
558,m
565,y
575,space
585,c
592,r
600,e
610,delete
615,delete
620,e
626,r
631,a
639,space
664,delete
673,space
689,c
694,o
701,l
706,l
710,e
724,g
733,e
746,s
752,space
784,a
791,n
795,d
799,space
805,m
809,e
814,space
827,a
833,t
839,space
850,o
855,u
859,r
865,space
876,a
880,n
897,n
905,u
911,a
915,l
923,space
942,e
948,x
955,e
962,c
970,u
977,t
983,i
987,v
993,e
999,space
1051,c
1054,o
1058,n
1073,f
1080,e
1084,r
1088,e
1094,n
1099,c
1106,e
1111,space
1135,s
1140,h
1146,o
1151,o
1158,t
1162,i
1168,n
1172,g
1178,space
1188,t
1194,h
1198,e
1202,space
1212,r
1226,a
1240,t
1254,delete
1262,p
1268,i
1274,d
1282,s
1288,space
1323,s
1328,t
1336,r
1342,a
1347,t
1356,e
1364,g
1373,i
1377,e
1383,s
1391,space
1420,a
1425,n
1428,d
1433,space
1438,r
1446,i
1454,k
1459,s
1465,h
1476,delete
1481,delete
1485,delete
1493,s
1501,k
1514,s
1520,space
1538,f
1542,o
1545,r
1549,space
1554,t
1559,h
1563,e
1566,space
1574,e
1579,n
1583,e
1589,r
1605,y
1615,delete
1619,g
1624,y
1630,space
1660,f
1666,u
1672,t
1678,r
1694,delete
1704,u
1709,r
1713,e
1722,space
1742,t
1746,o
1750,space
1756,b
1764,e
1769,space
1787,h
1795,e
1799,l
1804,d
1819,space
1855,f
1877,e
1885,b
1893,r
1901,a
1906,u
1917,delete
1922,delete
1925,u
1930,a
1934,r
1955,y
1962,space
1989,i
1994,n
1999,space
2003,h
2007,o
2012,u
2020,s
2025,t
2031,o
2036,n
2042,space
2061,t
2066,e
2075,x
2085,a
2091,s
2098,space
2129,t
2135,h
2138,i
2141,s
2146,space
2152,i
2155,s
2161,space
2192,t
2195,h
2200,e
2204,space
2216,p
2218,r
2224,e
2249,m
2254,i
2265,e
2270,r
2278,space
2326,i
2331,n
2334,t
2341,e
2344,r
2353,a
2364,n
2372,delete
2375,delete
2382,n
2387,a
2391,t
2394,i
2399,o
2402,n
2407,a
2411,l
2420,space
2450,g
2455,a
2477,t
2482,h
2486,e
2489,r
2494,i
2501,n
2504,g
2510,space
2535,o
2542,f
2548,f
2554,e
2556,r
2563,i
2569,n
2573,g
2578,space
2702,s
2709,e
2716,n
2723,i
2728,o
2734,r
2741,space
2771,e
2781,x
2786,e
2796,c
2807,u
2814,t
2821,i
2825,v
2829,e
2837,s
2846,space
2863,n
2867,e
2871,w
2878,space
2896,i
2900,d
2906,e
2912,a
2936,s
2946,space
2975,delete
2983,comma
2989,space
3010,i
3017,n
3025,s
3031,t
3034,i
3045,delete
3049,delete
3054,i
3059,g
3062,h
3070,t
3077,s
3084,space
3110,a
3115,n
3119,d
3124,space
3130,s
3136,t
3144,r
3148,a
3154,t
3162,e
3171,g
3177,i
3183,c
3191,space
3226,t
3231,h
3234,i
3242,n
3247,k
3253,i
3257,n
3263,g
3271,space
3311,o
3317,n
3323,space
3333,t
3337,h
3341,e
3346,space
3353,i
3357,s
3358,s
3371,u
3377,e
3383,s
3390,space
3422,o
3426,f
3431,space
3439,a
3455,delete
3469,f
3473,a
3479,c
3486,i
3491,n
3494,g
3500,space
3532,t
3536,h
3539,e
3544,space
3562,g
3568,l
3574,o
3582,b
3587,a
3592,l
3601,space
3629,e
3633,n
3637,e
3641,r
3651,g
3658,y
3665,space
3691,i
3697,n
3704,d
3710,u
3713,s
3720,t
3726,r
3731,y
3737,space
3753,delete
3761,dot
3766,space
3780,i
3785,space
3798,b
3805,e
3812,l
3818,i
3826,e
3835,v
3840,e
3847,d
3852,space
3882,y
3888,o
3891,u
3897,space
3902,w
3907,i
3912,l
3917,l
3921,space
3935,f
3942,i
3947,n
3951,d
3958,space
3962,t
3966,h
3970,e
3974,space
3997,c
4001,o
4005,n
4022,f
4029,e
4032,r
4034,e
4044,n
4050,c
4057,e
4068,space
4098,t
4110,delete
4114,a
4119,n
4122,d
4126,space
4130,t
4134,h
4137,e
4141,space
4171,r
4177,e
4186,l
4192,a
4195,t
4202,e
4206,d
4211,space
4238,t
4243,o
4249,p
4255,i
4260,c
4267,space
4270,t
4274,i
4280,m
4286,e
4299,l
4305,y
4312,space
4332,a
4338,n
4342,d
4346,space
4355,o
4359,f
4364,space
4404,c
4408,o
4413,n
4417,s
4422,i
4428,d
4434,e
4438,r
4443,a
4448,b
4452,l
4456,e
4459,space
4465,v
4468,a
4472,l
4477,u
4482,e
4523,dot
4530,space
4550,o
4554,u
4559,r
4564,space
4570,f
4575,o
4582,c
4587,a
4591,u
4603,delete
4608,delete
4610,u
4615,s
4622,space
4657,w
4663,i
4669,l
4673,l
4679,space
4684,b
4690,e
4694,space
4702,o
4707,n
4717,space
4723,t
4727,h
4731,e
4735,space
4759,c
4766,r
4774,i
4782,t
4786,i
4792,c
4795,a
4799,l
4806,space
4826,i
4831,n
4837,p
4842,l
4851,i
4860,delete
4864,delete
4869,delete
4874,delete
4882,m
4890,o
4902,delete
4908,p
4915,l
4920,i
4925,c
4931,a
4934,t
4936,i
4940,o
4942,n
4948,space
5003,o
5008,f
5013,space
5016,t
5020,h
5023,e
5027,space
5058,c
5065,u
5070,r
5075,r
5079,e
5085,n
5087,t
5093,space
5137,m
5139,a
5144,r
5151,e
5156,t
5167,delete
5171,delete
5176,k
5179,e
5182,t
5187,space
5225,t
5229,u
5233,r
5242,m
5245,o
5250,i
5256,l
5292,space
5296,f
5301,o
5304,r
5308,space
5315,t
5319,h
5322,e
5326,space
5351,e
5356,n
5402,e
5406,r
5414,g
5419,y
5426,space
5450,s
5454,t
5463,r
5468,a
5473,t
5482,e
5494,g
5499,i
5506,e
5512,s
5517,space
5541,delete
5549,comma
5554,space
5569,i
5575,n
5579,v
5583,e
5590,s
5593,t
5606,m
5610,e
5614,n
5617,t
5624,space
5663,r
5667,e
5676,delete
5681,delete
5685,delete
5696,comma
5702,space
5715,r
5719,e
5731,g
5736,u
5741,r
5755,delete
5760,l
5762,a
5766,r
5773,i
5782,delete
5787,delete
5791,t
5795,o
5800,r
5805,y
5810,space
5854,b
5863,a
5876,l
5884,c
5899,delete
5904,delete
5908,delete
5914,delete
5919,delete
5929,comma
5934,space
5939,b
5944,a
5952,k
5968,delete
5972,c
5976,k
5981,l
5985,a
5989,s
5993,h
6024,comma
6030,space
6038,c
6042,o
6046,m
6049,p
6063,e
6069,t
6073,i
6079,v
6085,e
6095,space
6139,delete
6144,delete
6148,delete
6153,delete
6170,i
6174,t
6176,i
6181,v
6186,e
6191,space
6212,d
6218,y
6231,n
6235,a
6240,t
6251,m
6261,delete
6265,delete
6270,m
6274,i
6278,c
6282,s
6289,space
6342,delete
6349,comma
6354,space
6359,a
6362,n
6367,d
6372,space
6381,i
6386,n
6405,d
6408,u
6412,s
6417,t
6424,r
6430,y
6436,space
6462,s
6469,t
6473,r
6476,u
6483,c
6495,t
6499,u
6503,r
6505,e
6538,dot
6544,space
6551,p
6556,r
6556,e
6563,s
6569,e
6572,n
6576,t
6580,a
6584,t
6588,i
6592,o
6595,n
6601,space
6624,c
6626,o
6632,n
6636,v
6642,e
6645,r
6651,space
6659,delete
6664,delete
6668,delete
6673,delete
6677,delete
6688,n
6694,v
6703,delete
6708,delete
6712,v
6718,e
6721,r
6732,space
6821,a
6826,l
6831,l
6835,space
6839,k
6843,e
6849,y
6853,space
6859,r
6862,e
6869,g
6875,i
6880,o
6883,n
6917,s
6923,space
6927,a
6934,n
6937,d
6941,space
6949,e
6953,n
6969,e
6974,r
6981,g
6986,y
6991,space
7001,s
7006,e
7012,c
7017,t
7022,o
7027,r
7037,space
7062,delete
7064,s
7072,comma
7076,space
7084,o
7087,i
7093,l
7100,space
7113,delete
7119,comma
7125,space
7129,n
7133,a
7137,t
7142,u
7145,r
7149,e
7162,delete
7165,a
7170,l
7173,space
7177,g
7181,a
7186,s
7192,space
7203,delete
7212,comma
7218,space
7246,a
7251,n
7256,d
7261,space
7269,p
7274,o
7280,w
7286,e
7291,r
7298,space
7324,a
7329,n
7332,d
7336,space
7339,t
7343,h
7346,i
7352,e
7357,r
7368,delete
7372,delete
7377,delete
7395,e
7399,i
7403,r
7412,space
7429,i
7435,n
7440,t
7446,e
7450,r
7485,c
7492,o
7498,n
7504,n
7510,e
7516,c
7523,t
7528,i
7532,o
7536,n
7574,space
7578,a
7583,n
7586,d
7591,space
7597,n
7600,e
7604,t
7611,w
7616,o
7627,k
7631,r
7642,delete
7646,delete
7649,r
7652,k
7658,i
7662,n
7674,g
7696,dot
7706,space
7717,l
7721,a
7725,s
7732,t
7744,space
7750,y
7753,e
7757,a
7760,r
7780,comma
7787,space
7806,p
7811,a
7816,r
7823,t
7826,i
7849,c
7851,i
7860,p
7865,a
7870,n
7873,t
7889,space
7901,delete
7905,s
7911,space
7918,i
7923,n
7928,c
7931,l
7937,u
7941,d
7947,e
7953,d
7957,space
7962,s
7966,o
7971,m
7975,e
7981,space
8001,e
8008,x
8017,e
8029,c
8036,u
8045,t
8055,i
8063,e
8067,space
8141,delete
8143,s
8149,space
8167,f
8173,r
8176,o
8182,space
8187,o
8196,delete
8201,delete
8209,m
8218,space
8225,o
8229,v
8235,e
8238,r
8244,space
8252,c
8254,o
8259,u
8266,n
8269,t
8277,r
8281,i
8285,e
8290,s
8296,space
8317,delete
8324,dot
8328,space
8332,c
8335,o
8341,m
8343,p
8349,l
8354,e
8360,t
8363,e
8367,space
8380,d
8386,e
8391,t
8396,a
8400,i
8405,l
8408,s
8413,space
8447,o
8451,n
8457,space
8461,c
8469,e
8476,r
8481,a
8490,space
8501,delete
8504,w
8509,e
8514,e
8519,k
8525,space
8554,c
8559,a
8565,n
8571,space
8578,b
8584,e
8587,space
8610,f
8616,o
8621,i
8635,delete
8639,u
8645,n
8650,d
8656,space
8693,a
8700,t
8704,space
8732,t
8737,o
8743,space
8751,r
8761,e
8769,g
8781,i
8785,s
8790,t
8796,e
8799,r
8808,space
8837,delete
8844,comma
8850,space
8854,p
8871,l
8877,e
8884,a
8889,s
8895,e
8900,space
8909,g
8913,o
8916,space
8934,d
8939,i
8943,r
8947,e
8954,c
8961,t
8967,o
8980,delete
8985,l
8993,y
8999,space
9010,t
9015,o
9020,space
9032,h
9045,t
9051,t
