Frame,Key
18,d
19,e
29,a
34,r
40,space
45,j
46,a
47,n
47,e
48,space
52,delete
56,comma
66,space
72,i
77,space
82,h
85,o
92,p
96,e
100,space
110,t
113,h
116,i
116,s
120,space
125,m
129,e
135,s
141,s
145,a
148,g
148,e
154,space
160,f
162,i
163,n
164,d
176,s
181,space
190,y
197,o
203,u
210,space
221,i
227,n
235,space
238,g
240,o
244,o
247,d
257,space
269,s
275,p
281,i
287,r
296,a
308,delete
313,i
316,t
320,space
338,delete
342,s
351,dot
357,space
369,i
376,space
379,a
384,m
388,space
396,w
402,r
407,i
411,t
414,i
419,n
423,g
427,space
431,t
435,o
441,space
452,u
458,p
463,d
467,a
470,t
471,e
474,space
486,y
493,o
495,u
502,space
516,o
521,n
526,space
530,t
533,h
538,e
543,space
557,q
560,u
564,i
569,r
579,k
587,y
597,space
605,p
610,r
612,o
617,j
621,e
625,c
631,t
636,space
651,w
655,e
658,space
666,h
670,a
677,v
679,e
682,space
691,b
697,e
702,e
712,n
719,space
740,w
744,o
748,r
752,k
753,i
759,n
762,g
767,space
770,o
775,n
779,space
798,delete
804,dot
809,space
814,h
822,delete
827,t
829,h
835,e
838,space
860,t
866,a
867,s
872,k
877,space
883,h
887,a
892,s
897,space
911,b
918,e
922,e
932,n
937,space
961,q
966,u
969,i
973,t
976,e
978,space
986,c
990,h
995,a
1007,l
1012,l
1015,e
1020,n
1025,g
1029,i
1036,n
1043,g
1049,space
1063,delete
1070,comma
1074,space
1076,w
1080,i
1084,t
1085,h
1090,space
1097,m
1100,a
1104,n
1111,y
1119,space
1128,t
1130,r
1136,i
1143,c
1149,k
1156,space
1163,a
1167,s
1175,p
1182,a
1191,delete
1194,e
1200,c
1202,t
1203,space
1284,t
1288,h
1290,a
1294,t
1297,space
1316,r
1320,e
1326,q
1330,u
1335,i
1338,r
1340,e
1351,space
1379,a
1385,space
1413,g
1420,r
1426,e
1432,a
1439,t
1444,e
1458,delete
1461,space
1465,d
1471,e
1475,a
1480,l
1485,space
1514,o
1514,f
1517,space
1525,p
1527,r
1530,e
1540,c
1545,i
1547,s
1552,i
1555,o
1558,n
1564,space
1606,s
1609,a
1624,delete
1628,delete
1633,delete
1644,space
1649,a
1653,n
