Frame,Key
55,r
59,u
79,s
88,e
93,e
98,l
113,delete
118,delete
132,delete
154,s
158,e
163,l
174,l
218,comma
224,space
233,i
238,space
245,t
247,h
253,i
260,n
263,k
271,space
290,space
302,delete
308,i
314,space
320,s
331,h
337,o
339,u
345,l
350,d
354,space
363,g
366,i
371,v
375,e
379,space
391,y
396,o
399,u
406,space
426,a
432,space
437,l
443,i
449,i
450,t
454,l
463,delete
468,delete
472,delete
481,t
486,t
490,l
494,e
499,space
517,b
521,a
527,c
533,k
540,g
546,r
552,o
557,u
563,n
567,d
573,space
588,o
593,n
599,space
608,s
614,m
621,a
628,l
633,l
639,space
660,v
664,e
669,n
672,t
681,u
685,r
688,e
699,s
706,space
724,delete
732,dot
738,space
744,b
747,i
753,l
758,l
763,space
788,p
794,e
800,r
812,k
817,i
822,n
827,s
836,space
846,a
849,n
853,d
857,space
863,i
870,space
878,h
884,a
890,v
894,e
900,space
909,a
915,space
919,s
923,t
928,r
931,o
935,n
938,g
940,space
952,p
956,e
960,r
984,s
985,o
990,n
996,a
1000,l
1007,space
1026,a
1030,n
1033,d
1036,space
1040,p
1044,r
1050,o
1062,f
1068,e
1074,s
1078,s
1082,i
1086,o
1090,n
1094,a
1096,l
1103,space
1134,r
1137,e
1143,l
1143,a
1145,t
1150,i
1154,o
1158,n
1164,a
1174,delete
1179,s
1181,h
1184,i
1191,p
1221,dot
1226,space
1229,h
1235,e
1243,space
1246,i
1249,s
1255,space
1261,a
1265,n
1269,space
1281,e
1287,x
1302,t
1308,r
1311,e
1317,m
1318,e
1331,l
1338,y
1347,space
1368,c
1370,c
1376,r
1379,e
1385,a
1390,t
1398,delete
1403,delete
1406,delete
1411,delete
1424,delete
1425,r
1437,a
1453,delete
1455,e
1459,a
1464,t
1473,i
1476,v
1481,e
1487,space
1530,i
1536,n
1538,i
1561,delete
1567,d
1570,i
1577,v
1582,i
1598,d
1601,u
1604,a
1607,l
1647,dot
1653,space
1657,w
1663,a
1677,delete
1682,h
1703,a
1712,l
1714,l
1721,e
1727,y
1751,space
1757,a
1761,c
1765,u
1769,t
1777,u
1786,delete
1787,delete
1790,delete
1798,t
1801,u
1805,a
1811,l
1816,l
1823,y
1830,space
1849,c
1853,o
1859,m
1864,m
1867,e
1872,n
1875,t
1880,e
1886,d
1893,space
1944,delete
1948,delete
1953,delete
1965,delete
1988,t
1993,e
1999,d
2004,space
2014,o
2020,n
2022,space
2029,h
2031,i
2038,m
2043,space
2053,d
2062,delete
2065,t
2069,o
2071,d
2077,y
2083,a
2089,delete
2093,delete
2095,a
2100,y
2105,space
2111,a
2114,s
2121,space
2151,s
2153,o
2158,m
2164,e
2177,o
2183,n
2190,e
2195,space
2206,w
2210,h
2214,o
2221,space
2223,t
2224,h
2227,i
2233,n
2236,k
2240,s
2246,space
2249,o
2253,u
2259,t
2272,s
2275,i
2280,d
2286,e
2290,space
2301,t
2304,h
2306,e
2311,space
2317,b
2319,o
2327,x
2335,dot
2343,space
2368,b
2372,i
2378,l
2382,l
2386,space
2418,a
2423,c
2426,u
2428,t
2434,a
2441,delete
2446,delete
2449,delete
2453,t
2464,u
2469,a
2478,l
2482,l
2492,y
2498,space
2505,s
2510,a
2516,t
2532,space
2541,i
2547,n
2551,space
2573,a
2579,space
2590,f
2603,delete
2607,b
2612,a
2619,r
2626,space
2632,f
2635,o
2639,r
2644,u
2651,delete
2655,delete
2658,u
2664,r
2674,space
2680,y
2683,e
2696,a
2701,r
2708,s
2719,space
2750,a
2755,n
2758,d
2761,space
2770,s
2776,i
2786,delete
2790,a
2792,i
2796,d
2802,space
2823,t
