Frame,Key
61,d
69,e
83,a
88,r
104,space
111,j
115,a
126,n
129,e
134,space
146,delete
153,comma
159,space
162,i
169,space
171,h
177,o
182,p
186,space
197,delete
199,e
204,space
206,t
213,h
215,i
217,s
224,space
230,e
236,m
240,a
244,i
256,delete
261,delete
265,delete
269,delete
277,m
283,e
290,s
294,s
301,a
306,g
310,e
317,space
338,f
343,i
348,n
352,d
358,space
383,delete
385,s
392,space
397,y
401,o
405,u
414,space
423,i
429,n
433,space
438,g
443,o
447,o
456,d
463,space
472,s
479,p
497,e
508,delete
510,i
512,r
520,i
532,delete
550,i
554,t
580,s
598,delete
610,s
615,dot
620,space
637,i
642,space
646,a
651,m
655,space
661,w
667,r
670,i
678,i
690,delete
697,t
700,i
706,n
707,g
714,space
731,t
735,o
741,space
747,u
753,p
758,d
763,a
769,t
771,e
777,space
797,y
799,o
802,u
809,space
820,o
824,n
828,space
843,t
851,h
855,e
859,space
872,a
877,r
891,delete
896,delete
901,q
904,u
909,i
915,r
926,l
942,delete
950,k
957,y
966,space
985,p
990,r
992,o
996,j
1000,e
1003,c
1011,t
1016,space
1022,w
1025,e
1029,space
1035,h
1038,a
1042,v
1045,e
1050,space
1062,b
1070,e
1073,e
1080,n
1087,space
1095,w
1098,o
1100,r
1103,k
1108,i
1114,n
1118,g
1123,space
1126,o
1131,n
1177,dot
1181,space
1185,t
1188,h
1189,e
1194,space
1205,t
1209,a
1215,s
1222,k
1228,space
1246,h
1247,a
1252,s
1260,space
1265,b
1271,e
1275,e
1280,n
1287,space
1297,q
1302,u
1306,i
1313,t
1315,e
1322,space
1328,c
1332,h
1343,e
1364,delete
1370,a
1379,l
1385,l
1390,e
1394,n
1397,g
1398,i
1402,n
1406,g
1432,comma
1437,space
1440,w
1444,i
1449,t
1452,h
1457,space
1464,a
1476,delete
1480,m
1486,a
1490,n
1496,y
1503,space
1513,r
1522,delete
1526,t
1532,r
1536,i
1539,c
1543,k
1553,l
1567,delete
1571,y
1577,space
1582,a
1587,s
1593,p
1602,o
1605,e
1610,delete
1615,delete
1618,e
1624,c
1631,t
1641,s
1647,space
1650,t
1654,h
1655,a
1659,t
1663,space
1686,r
1689,e
1698,q
1703,u
1707,i
1711,r
1715,e
1721,d
1727,space
1739,a
1744,space
1752,g
1759,r
1764,a
1779,delete
1782,e
1787,a
1791,t
1794,e
1801,space
1805,d
1811,e
1817,a
1827,l
1835,space
1854,o
1859,f
1863,space
1868,p
1872,r
1875,e
1884,c
1888,i
1892,s
1897,i
1902,o
1906,n
1929,space
1932,a
1941,n
1945,d
1948,space
1957,e
1964,x
1966,p
1971,e
1976,r
1983,t
1984,i
1986,e
1991,s
2000,space
2012,delete
2017,delete
2021,delete
2029,s
2035,e
2071,dot
2077,space
2081,o
2087,u
2090,r
2094,space
2098,t
2102,e
2108,a
2115,m
2120,space
2148,i
2156,n
2159,c
2162,l
2167,u
2170,d
2176,e
2179,i
2186,n
2192,delete
2193,delete
2198,delete
2204,i
2210,n
2217,g
2226,space
2242,j
2252,a
2261,c
2268,k
2274,space
2300,a
2306,n
2310,d
2315,space
2323,z
2329,a
2337,r
2341,a
2372,comma
2377,space
2383,h
2387,a
2392,s
2399,space
2404,b
2411,e
2412,e
2423,n
2429,space
2442,d
2455,i
2462,l
2468,i
2475,g
2479,e
2479,n
2484,t
2488,l
2496,y
2504,space
2528,a
2533,d
2539,d
2545,r
2545,e
2552,s
2556,s
2560,i
2565,n
2567,g
2572,space
2602,t
2608,h
2611,e
2617,s
2623,e
2627,space
2651,c
2658,o
2662,m
2667,p
2673,l
2675,e
2685,x
2690,space
2696,i
2699,s
2701,s
2702,u
2708,e
2742,s
2754,dot
2758,space
2764,r
2765,e
2773,c
2780,e
2784,n
2787,t
2793,l
2800,y
2831,comma
2835,space
2838,w
2843,e
2848,space
2854,c
2870,delete
2874,e
2880,n
2885,c
2890,o
2904,t
2913,delete
2916,u
2923,n
2930,t
2940,e
2945,r
2958,d
2960,space
2966,a
2974,space
2995,delete
3000,delete
3004,delete
3004,delete
3008,delete
3022,r
3025,e
3032,d
3037,space
3045,a
3048,space
3052,f
3057,e
3061,w
3062,space
3086,u
3089,n
3097,e
3103,x
3113,p
3119,e
3124,c
3128,t
3131,e
3139,d
3145,space
3165,b
3169,u
3174,g
3178,s
3183,space
3193,t
3197,a
3197,h
3201,t
3204,space
3214,l
3218,e
3229,delete
3233,delete
3238,delete
3242,delete
3243,delete
3249,delete
3260,h
3264,a
3268,t
3272,space
3276,l
3280,e
3287,d
3299,space
3307,t
3312,o
3318,space
3323,s
3329,o
3334,m
3339,e
3345,space
3355,c
3358,o
3360,n
3364,f
3374,u
3382,s
3393,i
3398,o
3404,n
3441,dot
3446,space
3451,h
3454,o
3460,w
3464,e
3470,v
3476,e
3482,r
3491,comma
3494,space
3499,t
3504,h
3506,a
3512,n
3518,k
3521,s
3529,space
3539,t
3546,o
3547,space
3553,q
3558,u
3560,i
3565,c
3566,k
3575,l
3586,delete
3590,space
3593,t
3600,h
3606,i
3612,n
3617,k
3621,i
3625,n
3630,g
3639,space
3657,a
3660,n
3661,d
3666,space
3670,e
