epoch,step,train_acc,train_loss,val_acc,val_loss
0,414,,,0.9341718554496765,0.27533939480781555
0,414,0.9276995062828064,0.3604961335659027,,
1,829,,,0.9379287958145142,0.19962714612483978
1,829,0.9514354467391968,0.15054835379123688,,
2,1244,,,0.9555701017379761,0.13914409279823303
2,1244,0.9585562348365784,0.11808833479881287,,
3,1659,,,0.9446259140968323,0.14099010825157166
3,1659,0.9641323089599609,0.10176359862089157,,
4,2074,,,0.9349885582923889,0.16651727259159088
4,2074,0.9692186117172241,0.087335005402565,,
5,2489,,,0.9586736559867859,0.13698722422122955
5,2489,0.9729862213134766,0.07737366855144501,,
6,2904,,,0.9537732601165771,0.12323874235153198
6,2904,0.9766784906387329,0.06401480734348297,,
7,3319,,,0.9665142297744751,0.10692375153303146
7,3319,0.976716160774231,0.0645873099565506,,
8,3734,,,0.960797131061554,0.10933801531791687
8,3734,0.981350302696228,0.05247830972075462,,
9,4149,,,0.9557334184646606,0.1669204831123352
9,4149,0.9837239384651184,0.04686099663376808,,
10,4564,,,0.9617772102355957,0.13623301684856415
10,4564,0.9825182557106018,0.04972315952181816,,
11,4979,,,0.9639006853103638,0.14357340335845947
11,4979,0.9829326868057251,0.04559298977255821,,
12,5394,,,0.9655341506004333,0.16202962398529053
12,5394,0.9857207536697388,0.041215382516384125,,
13,5809,,,0.9506697058677673,0.14078198373317719
13,5809,0.9844774603843689,0.04314083233475685,,
14,6224,,,0.9523031711578369,0.14519260823726654
14,6224,0.985946774482727,0.039496779441833496,,
15,6639,,,0.9621039032936096,0.13909174501895905
15,6639,0.9870770573616028,0.03684862703084946,,
16,7054,,,0.9642273783683777,0.13290555775165558
16,7054,0.9889985918998718,0.030931737273931503,,
17,7469,,,0.9655341506004333,0.14531268179416656
17,7469,0.9874915480613708,0.03609580919146538,,
