Start frame,Key prediction,Idle Prob,Active Prob,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,comma,period,space,backspace
0,b,1.0,1.5378527494772746e-27,8.506961699759698e-34,0.9999338388442993,1.3577646255744629e-27,1.1048336956212305e-32,1.0782211439994531e-37,1.401298464324817e-45,4.4386264906753885e-35,2.45468886453394e-25,8.502827231927203e-30,2.948942262446598e-37,3.048981405539762e-34,4.159767663553784e-38,6.237537153452877e-09,3.722675475187229e-18,5.250235651528696e-25,0.0,3.566807812530578e-28,2.1282257630712343e-32,1.446450879234537e-37,1.1649063638336035e-36,0.0,2.1856998753212793e-36,0.0,1.0377381918844949e-37,4.250326129718986e-18,1.3897981127828454e-28,3.896365896594034e-09,1.7908883778246676e-17,4.813058897224139e-24,8.834229219695206e-29
1,b,1.0,5.000294244217441e-23,1.4335799170967358e-27,0.9965204000473022,3.0104028659892068e-24,1.460666677317084e-28,5.5712756795313864e-33,6.3976421518595956e-40,1.2184550018024676e-29,1.2099414773470354e-22,9.702845561533695e-24,7.573200231673329e-33,1.1622766033359918e-29,1.383313027675533e-33,1.5383882612240996e-08,5.038400786196834e-16,3.300726303641301e-22,0.0,5.531317145858323e-25,2.973361389116817e-28,1.006180141210638e-31,8.679641048477325e-32,4.203895392974451e-45,1.8538000828781242e-31,4.016261528601358e-41,2.4239035142001276e-33,4.152100913520152e-17,3.026429117620644e-25,2.974889490303667e-08,3.650459878015328e-17,5.130520540935384e-19,3.9262134803580124e-25
2,8,1.0,8.537080466434195e-18,2.310940288453755e-26,0.36867961287498474,1.7471366949230743e-22,1.9587126616774087e-26,6.518016258289764e-32,6.373526926327337e-36,2.6280540908538408e-27,1.2786685863345706e-19,3.0386187481838433e-22,3.294791799366117e-30,2.5990020154217427e-27,2.226999787385604e-27,6.126420970531399e-08,3.281163318477609e-12,2.2036750677963285e-20,5.479076995510035e-43,6.116502053960322e-25,8.738272528740407e-28,2.862271342512131e-29,5.685925984079975e-29,5.7873626576614945e-43,1.447163500994499e-28,2.0492043917443195e-37,6.129238946091459e-30,1.7261161389250457e-15,2.6174840286452854e-23,3.976359685964326e-09,1.1909884102392421e-16,2.1530715183415728e-19,5.367124347020436e-23
3,8,1.0,1.3678836343135946e-19,5.692231550940271e-27,0.027313273400068283,2.7602977660958145e-22,9.757829141975696e-26,1.3584829686676176e-31,8.622403877547086e-32,7.90251888864046e-27,3.736622650213547e-17,1.3415710919821393e-23,1.7090207747682612e-26,9.38040221639868e-25,5.470042927247915e-23,1.6117151062644552e-06,4.524129337823979e-08,7.50470984472157e-19,2.7727492713595155e-40,3.3628848069274695e-21,1.269768019746935e-29,8.204934017779107e-30,2.188438288408348e-28,6.095928579505819e-41,1.4881962088316468e-27,2.630292300898756e-35,2.2513726619434177e-26,1.9579846849118916e-16,4.60301324714354e-20,8.985438171293936e-08,1.7578509828308775e-11,1.1467600650670426e-20,5.818893008871654e-18
4,8,1.0,8.370768592299443e-20,6.418235495380328e-27,0.02461320534348488,1.5989767524545537e-22,8.47477461302492e-26,7.678584769592486e-32,5.703018988494603e-32,3.954039331601959e-27,2.4425854358386532e-17,1.9767852431488925e-23,9.119299086716961e-27,8.644269760158772e-25,2.695418121826966e-23,1.165007233794313e-06,2.3261101489424618e-08,7.586456485745005e-19,2.1714661133023798e-40,3.423448119867311e-21,5.883385337052006e-30,4.809064750569964e-30,1.8874876604735375e-28,5.810904471862151e-41,1.3668444222972765e-27,3.591893745563168e-35,1.4916755746098773e-26,2.0898453478356227e-16,3.738699010552844e-20,6.545374020561212e-08,1.0973946577841343e-11,4.530196392417655e-21,2.6367347758492913e-18
5,8,1.0,8.26586399605182e-20,9.44204796754133e-27,0.026926500722765923,1.4116161027950665e-22,6.550080345290003e-26,3.9877535009484577e-32,4.408958399976626e-32,4.5404996367354494e-27,2.8271905062706964e-17,4.2214809025740484e-23,7.899605341820591e-27,8.206030410214883e-25,2.0732451036009643e-23,5.979761112939741e-07,1.0120468019181317e-08,1.630251701984702e-18,2.9551703054453202e-40,2.7166893333068052e-21,3.959170297863298e-30,7.335111832520917e-30,1.2262938827416605e-28,1.088416543210372e-40,1.6212765235413465e-27,2.3964195781009705e-35,1.1122776985500938e-26,5.297790862008071e-16,6.54575483694487e-20,3.4307113594422844e-08,5.933743513902856e-12,5.0715150174997205e-21,1.3265840831418646e-18
6,8,1.0,3.1968317320801087e-20,1.2117302556879218e-26,0.023791881278157234,2.221553478137411e-22,5.681283178466814e-26,2.3255289633737028e-32,7.131995765633858e-32,9.920080727921752e-27,3.623638050344929e-17,1.2072389029946206e-22,5.752483113692459e-27,8.112618925237334e-25,2.5240122155300098e-23,3.60990782155568e-07,3.0563145347883847e-09,4.824606196151276e-18,7.994800102543092e-40,2.436282577741823e-21,6.2110638853380735e-30,1.9244585640023794e-29,9.203098970825048e-29,5.217818909821316e-40,3.380369127229144e-27,1.9724206885650722e-35,1.4363602473423516e-26,1.0233513255547555e-15,1.4107238352255987e-19,2.8757579428884128e-08,3.192689385436709e-12,9.28799266129027e-21,6.214037187488235e-19
7,8,1.0,3.021116274871398e-20,1.9464219930699116e-26,0.011472854763269424,2.5232479670850317e-22,4.612115341717489e-26,1.900558662066263e-32,1.561397038605431e-31,1.388701493087336e-26,3.034571303282641e-17,1.794185369052414e-22,4.140505557701598e-27,7.93495956077251e-25,2.1675786683691033e-23,1.2472365540361352e-07,1.2079812705678705e-09,2.7813137460095254e-17,3.147700306652764e-39,2.627610099660192e-21,1.2223620817138663e-29,5.911885112952099e-29,7.993640243580384e-29,2.083903176162115e-39,7.903773824592223e-27,2.957719709041203e-35,2.2760666275415597e-26,1.1900348099593114e-15,2.0391708159445523e-19,1.739288357782698e-08,2.1996853123706916e-12,2.740373113675461e-20,3.9990116507240307e-19
8,5,1.0,2.152967280659694e-20,6.521884730904174e-26,0.012552385218441486,8.294577826182493e-22,1.5105525230337504e-25,1.1097368441889835e-31,8.229363235417444e-31,6.032079762257283e-26,3.818694848846568e-17,6.562952661010961e-22,1.7314530823141104e-26,1.831894963471723e-24,4.537013905065418e-23,1.438077958937356e-07,8.851641086771167e-10,1.0236759112271213e-16,4.669922140398334e-38,9.158946831177029e-21,6.182777391132994e-29,5.4148560388617105e-28,3.5217805333957765e-28,2.9158151183344506e-38,5.000063576358374e-26,1.5686052608818145e-34,1.1948405280029862e-25,3.5300892170211018e-15,7.681843335069441e-19,1.9987405508459233e-08,3.98907339452248e-12,3.102643842279478e-19,8.472653850064277e-19
9,5,1.0,7.367702239653792e-20,6.66711513289101e-25,0.023679297417402267,8.178526971180718e-21,1.3237611568186682e-24,1.7778885620028692e-30,1.3174155265710753e-29,6.076709444710645e-25,9.939888622637362e-17,2.8329433483906678e-21,1.633610017127087e-25,1.1415851495194786e-23,3.06177364590938e-22,4.4167651935822505e-07,2.6072681791333707e-09,3.0540492891258965e-16,6.725057780126632e-37,5.829635500089304e-20,8.565795872570808e-28,6.812521118059016e-27,4.567311277863242e-27,4.221200195866214e-37,3.7432810737798516e-25,2.189884078457511e-33,8.670681809341703e-25,5.945854499402915e-15,3.7677634360162695e-18,3.6391497815202456e-08,1.8842434557075904e-11,2.193194534338917e-18,5.606396513361375e-18
