Key,Frame
shift_r,98
shift_r,141
t,146
h,167
e,172
space,176
q,190
u,194
i,202
c,207
k,213
space,217
b,224
r,229
o,233
w,238
n,242
space,247
f,252
o,256
x,260
space,266
j,269
u,275
m,280
p,284
s,289
space,297
v,301
backspace,312
o,320
v,326
e,330
r,335
space,338
1,353
2,364
3,376
space,381
l,393
a,396
z,402
y,406
space,415
d,421
o,428
g,431
s,436
comma,441
space,446
backspace,454
backspace,459
space,464
f,469
i,474
v,478
e,484
space,487
t,491
i,494
m,501
e,506
s,512
period,525
space,532
o,571
backspace,581
shift,588
o,592
n,597
space,604
shift,611
j,613
a,619
n,624
u,630
a,636
r,641
y,645
space,651
1,658
s,669
t,674
comma,680
space,684
2,690
2,705
backspace,716
backspace,719
0,740
2,748
5,754
comma,765
space,767
z,775
space,782
backspace,830
backspace,836
7,852
space,857
z,865
a,871
backspace,889
e,894
b,901
r,908
a,912
s,916
space,923
d,927
a,934
n,939
c,943
e,950
space,954
backspace,967
d,972
space,976
g,984
r,992
a,998
c,1004
e,1012
f,1022
u,1027
l,1033
l,1038
y,1044
comma,1054
space,1062
e,1070
a,1075
d,1080
i,1086
n,1091
g,1095
space,1100
backspace,1117
backspace,1123
backspace,1126
backspace,1131
backspace,1144
t,1155
i,1158
n,1161
g,1164
space,1168
8,1204
9,1211
space,1218
p,1231
i,1237
z,1243
a,1255
backspace,1269
z,1272
a,1277
s,1282
space,1287
u,1293
n,1299
d,1301
e,1308
r,1313
space,1317
6,1343
space,1349
b,1358
r,1364
i,1367
g,1372
h,1377
t,1380
space,1384
l,1389
a,1406
m,1410
p,1415
s,1421
comma,1433
backspace,1447
period,1456
space,1461
shift_r,1471
c,1478
u,1486
r,1494
i,1500
s,1505
o,1506
backspace,1519
backspace,1524
o,1537
u,1541
s,1545
space,1554
o,1564
w,1568
k,1574
backspace,1589
l,1595
s,1600
period,1608
backspace,1621
comma,1627
space,1632
4,1637
space,1641
t,1647
o,1650
a,1659
t,1665
backspace,1672
backspace,1676
t,1680
a,1685
l,1690
space,1705
backspace,1716
comma,1724
space,1729
o,1736
b,1742
s,1748
e,1755
r,1760
e,1767
d,1773
backspace,1782
backspace,1788
v,1793
e,1798
d,1803
space,1808
a,1814
s,1819
space,1827
3,1831
space,1838
f,1845
r,1851
o,1855
g,1859
s,1864
space,1870
c,1881
r,1889
o,1902
a,1910
k,1925
e,1928
d,1933
space,1938
n,1942
e,1944
a,1948
r,1952
space,1959
t,1964
h,1968
e,1971
space,1972
0,1984
space,1991
d,2000
e,2006
g,2010
r,2016
e,2037
e,2040
space,2045
p,2051
o,2058
n,2072
period,2087
backspace,2101
d,2106
period,2113
space,2118
shift_r,2124
b,2130
e,2140
e,2146
s,2153
space,2158
b,2166
u,2170
z,2175
z,2178
e,2196
d,2203
space,2206
1,2212
2,2217
space,2222
i,2231
backspace,2241
t,2245
i,2249
m,2253
e,2256
s,2262
space,2267
b,2274
e,2280
f,2286
o,2290
r,2294
e,2296
space,2302
s,2310
p,2316
o,2326
t,2346
t,2349
i,2353
n,2357
g,2359
space,2362
3,2370
backspace,2385
2,2390
3,2394
space,2404
f,2412
l,2426
o,2432
w,2437
e,2442
r,2445
s,2452
space,2458
g,2464
r,2472
o,2476
i,2490
backspace,2502
w,2506
i,2508
n,2513
g,2516
space,2518
i,2522
n,2527
space,2531
a,2538
space,2543
v,2551
i,2563
r,2570
backspace,2582
b,2586
r,2592
a,2596
n,2601
t,2606
space,2610
shift_r,2628
a,2636
space,2644
t,2649
o,2653
space,2656
shift_r,2665
z,2670
space,2679
r,2688
a,2693
i,2697
b,2703
l,2708
backspace,2720
backspace,2725
n,2736
o,2742
w,2751
backspace,2760
backspace,2766
b,2781
o,2786
w,2790
period,2802
space,2808
shift_r,2815
x,2818
h,2838
y,2839
l,2847
