Key,Frame
shift,98
o,101
n,105
space,111
backspace,121
backspace,126
n,132
space,140
a,145
space,151
c,167
r,176
i,180
p,186
s,193
backspace,202
backspace,207
s,215
p,217
space,222
shift,232
o,236
c,242
t,250
o,254
b,258
e,274
r,278
space,283
e,290
v,304
e,311
n,334
i,338
n,342
g,346
space,351
backspace,362
comma,368
space,373
4,392
space,399
backspace,409
backspace,413
5,423
space,427
a,439
backspace,449
d,452
a,455
r,460
i,464
n,468
g,471
space,476
a,483
d,487
v,494
e,499
n,504
t,509
u,515
r,520
e,524
r,531
s,543
space,547
s,551
e,556
t,560
space,564
o,571
u,576
t,582
space,587
t,593
o,596
space,598
e,605
x,611
p,618
l,625
o,633
r,640
space,644
t,648
h,653
backspace,661
backspace,666
backspace,670
e,675
space,679
backspace,686
space,701
t,707
h,710
e,714
space,715
f,726
r,732
backspace,749
o,755
r,756
s,762
t,765
backspace,777
backspace,783
e,789
s,795
t,799
comma,804
space,809
c,815
a,822
r,827
r,834
y,863
space,868
i,873
backspace,886
backspace,889
i,893
n,898
space,907
backspace,918
g,922
space,927
m,931
a,934
p,940
s,943
space,948
m,954
a,959
r,964
k,968
e,972
d,977
space,981
f,985
r,991
o,994
m,999
space,1005
shift_r,1020
a,1026
space,1031
t,1035
o,1040
space,1042
shift_r,1057
z,1064
period,1076
space,1086
shift_r,1101
t,1103
h,1111
e,1116
y,1121
space,1127
i,1138
d,1143
backspace,1150
backspace,1155
d,1157
i,1161
s,1165
o,1175
v,1180
backspace,1190
backspace,1196
c,1211
o,1214
v,1217
e,1224
r,1228
space,1232
1,1240
backspace,1251
backspace,1255
e,1260
d,1266
space,1270
1,1276
2,1281
space,1288
h,1299
i,1302
d,1308
d,1312
i,1314
n,1319
g,1323
backspace,1330
backspace,1334
backspace,1339
e,1342
n,1347
i,1353
backspace,1362
space,1375
c,1401
a,1406
v,1410
e,1417
s,1423
comma,1435
space,1442
8,1473
space,1479
s,1486
p,1490
a,1505
r,1507
k,1511
i,1517
backspace,1528
l,1535
i,1540
n,1545
g,1548
space,1551
s,1555
t,1560
r,1570
e,1575
a,1579
m,1584
comma,1592
backspace,1603
s,1606
comma,1611
space,1615
a,1620
n,1627
d,1631
space,1636
9,1653
space,1660
g,1668
l,1673
o,1678
i,1684
w,1687
backspace,1697
backspace,1702
w,1704
i,1708
n,1712
g,1718
space,1722
f,1727
i,1732
r,1735
e,1743
f,1760
l,1765
i,1771
e,1774
s,1779
space,1784
t,1789
h,1794
a,1796
t,1800
space,1806
l,1814
i,1820
t,1823
space,1835
n,1842
u,1848
backspace,1856
backspace,1861
u,1866
p,1872
space,1887
t,1894
h,1898
e,1904
space,1906
n,1912
i,1916
g,1920
h,1924
t,1927
comma,1941
space,1946
backspace,1954
backspace,1959
period,1967
space,1973
shift_r,1979
t,1982
h,1990
e,1995
space,1998
q,2004
u,2008
i,2013
c,2017
k,2022
space,2025
b,2036
r,2043
o,2047
w,2052
n,2066
space,2071
f,2077
o,2084
x,2085
space,2102
d,2110
a,2116
s,2121
h,2128
e,2132
d,2137
space,2140
p,2145
a,2150
s,2154
t,2161
space,2166
7,2184
space,2190
l,2199
a,2202
z,2208
y,2214
space,2218
s,2227
q,2235
u,2240
i,2249
r,2254
r,2258
l,2265
e,2268
s,2275
backspace,2283
backspace,2288
backspace,2290
e,2301
l,2304
s,2309
comma,2317
space,2319
w,2325
h,2329
i,2333
l,2340
e,2345
space,2349
3,2355
space,2360
o,2371
w,2376
l,2383
s,2388
space,2392
h,2399
o,2404
t,2407
t,2412
backspace,2420
backspace,2424
o,2431
t,2434
e,2440
d,2447
space,2453
l,2466
o,2472
u,2476
l,2484
backspace,2495
d,2500
l,2505
y,2514
space,2521
f,2525
r,2531
o,2533
m,2538
space,2542
5,2571
space,2576
t,2584
o,2590
w,2593
e,2609
r,2614
i,2620
n,2627
g,2629
space,2634
t,2644
r,2651
e,2664
e,2670
s,2679
period,2700
space,2705
shift,2712
n,2715
e,2721
a,2724
b,2730
backspace,2746
r,2748
b,2755
y,2765
comma,2781
