Key,Frame
shift,91
i,97
n,104
space,107
t,114
h,118
e,121
space,124
h,135
e,139
a,144
r,145
space,150
o,156
f,158
space,162
backspace,166
backspace,172
backspace,176
backspace,180
t,183
space,187
o,190
f,194
space,196
a,214
space,219
m,227
s,236
t,240
backspace,251
backspace,261
y,264
s,268
t,274
i,279
c,286
a,290
l,294
space,297
v,302
a,306
l,309
l,314
e,318
y,322
comma,331
space,335
5,359
space,363
r,370
e,372
backspace,384
backspace,389
e,391
x,396
p,402
l,407
o,413
r,414
e,428
r,433
e,436
s,443
backspace,451
backspace,455
s,459
space,463
u,467
n,473
c,479
o,483
v,486
e,492
r,498
e,506
d,512
space,516
a,525
space,530
h,534
i,539
d,542
d,547
e,552
n,556
space,561
r,565
e,570
a,581
l,591
m,598
space,605
w,612
h,616
e,621
r,624
e,627
space,630
t,635
h,638
e,640
space,642
a,648
l,652
p,658
h,665
a,669
b,680
e,684
t,697
space,706
f,712
r,718
o,720
m,724
space,727
shift_r,734
a,737
space,742
t,747
o,750
space,752
shift_r,762
z,764
space,769
a,781
d,787
r,794
o,814
backspace,821
backspace,826
o,831
r,834
n,839
e,842
d,847
space,851
a,855
n,866
c,872
i,879
n,891
t,899
space,901
backspace,906
backspace,911
backspace,916
e,919
n,923
t,926
space,930
s,934
t,951
o,955
n,958
e,961
space,972
c,979
a,985
r,988
v,994
i,997
n,1004
g,1007
s,1026
comma,1030
space,1034
backspace,1042
backspace,1046
period,1054
space,1059
shift_r,1065
a,1067
space,1074
w,1078
backspace,1092
q,1097
u,1099
i,1104
c,1108
k,1112
space,1116
b,1127
r,1133
o,1138
w,1144
n,1147
space,1150
f,1155
o,1162
x,1164
space,1169
s,1175
p,1183
r,1188
i,1192
n,1198
t,1200
e,1206
d,1212
space,1215
p,1221
a,1226
s,1230
t,1233
space,1236
7,1266
space,1271
g,1292
l,1296
i,1304
t,1308
t,1312
e,1325
r,1328
i,1332
n,1337
g,1339
space,1341
w,1351
a,1356
t,1360
e,1364
r,1368
f,1379
a,1392
l,1396
l,1401
s,1405
comma,1411
space,1415
w,1420
h,1422
i,1425
l,1432
e,1436
space,1440
6,1475
space,1483
f,1491
r,1498
o,1502
g,1505
s,1510
space,1515
p,1528
e,1537
r,1541
c,1553
h,1558
e,1561
d,1566
space,1569
o,1574
n,1578
space,1582
l,1587
i,1593
g,1598
backspace,1607
l,1613
y,1619
space,1623
p,1629
a,1633
d,1637
space,1641
backspace,1656
s,1660
space,1663
i,1664
n,1672
space,1676
a,1682
space,1687
p,1701
o,1707
n,1722
d,1727
space,1731
s,1739
h,1742
i,1746
m,1751
m,1756
e,1762
r,1766
i,1770
n,1775
g,1778
space,1781
a,1785
t,1791
space,1795
0,1810
space,1815
d,1820
e,1827
g,1832
r,1839
e,1849
e,1854
s,1861
period,1868
space,1872
shift,1880
o,1883
v,1888
e,1892
r,1894
h,1903
a,1907
e,1913
backspace,1924
backspace,1928
e,1929
a,1934
d,1938
comma,1944
space,1949
9,1960
space,1966
l,1976
u,1981
m,1988
n,1996
backspace,2008
i,2014
n,2020
o,2031
u,2038
s,2043
space,2047
b,2053
r,2061
i,2065
d,2069
backspace,2078
backspace,2083
backspace,2087
i,2094
r,2097
d,2102
s,2111
space,2120
s,2124
o,2128
r,2132
a,2137
e,2140
backspace,2149
backspace,2154
backspace,2158
a,2162
r,2167
d,2174
backspace,2187
e,2189
d,2193
space,2197
backspace,2204
comma,2210
space,2213
t,2217
h,2220
e,2222
