Key,Frame
shift,203
i,206
n,211
space,216
t,220
h,222
e,227
space,231
b,236
u,239
s,242
t,247
l,252
i,258
n,262
g,264
space,267
t,272
o,275
w,277
n,281
space,287
s,295
q,309
u,317
a,321
r,326
e,332
comma,365
space,371
5,390
space,395
space,399
backspace,415
j,420
u,425
g,429
g,433
l,439
e,448
r,452
s,459
space,464
p,471
e,475
r,478
f,489
o,494
r,495
m,502
a,505
e,510
backspace,517
backspace,522
e,524
d,530
space,535
t,545
r,550
i,555
c,559
k,564
e,573
backspace,585
s,589
space,595
i,602
w,604
backspace,615
backspace,618
w,622
i,624
t,630
h,633
space,636
g,641
l,646
o,651
w,654
i,658
n,662
g,664
space,668
b,675
a,684
a,689
backspace,701
l,709
l,714
s,718
space,723
m,730
a,732
r,736
k,744
e,748
d,753
space,759
f,766
r,771
o,772
m,779
space,780
backspace,836
backspace,840
backspace,845
backspace,849
backspace,864
shift_r,874
a,877
space,882
t,885
o,887
space,891
shift_r,907
z,909
comma,918
space,922
d,932
a,937
z,948
z,951
l,958
i,969
n,974
g,976
space,980
a,983
space,994
c,1002
r,1009
o,1010
w,1024
d,1029
space,1035
o,1040
f,1042
space,1047
3,1055
4,1063
5,1070
space,1075
c,1081
h,1085
e,1091
e,1096
r,1101
i,1104
n,1109
g,1110
space,1114
o,1120
n,1124
l,1128
o,1141
o,1146
k,1151
e,1157
r,1162
s,1169
period,1182
space,1187
shift_r,1193
a,1195
space,1200
q,1207
u,1212
i,1218
c,1223
k,1228
space,1232
b,1238
r,1244
o,1251
w,1255
n,1261
space,1265
f,1269
o,1273
x,1277
space,1282
d,1293
a,1297
r,1302
t,1309
e,1314
d,1319
space,1323
b,1327
e,1333
t,1347
w,1354
e,1359
e,1365
n,1369
space,1373
7,1391
space,1396
c,1401
o,1403
l,1409
o,1416
r,1420
space,1427
backspace,1437
f,1442
u,1445
l,1450
space,1457
s,1472
t,1477
a,1481
l,1486
l,1491
s,1500
comma,1506
space,1511
w,1515
h,1519
i,1523
l,1530
e,1533
space,1537
