Key,Frame
shift,166
u,169
n,175
d,182
e,187
r,189
space,192
t,197
h,201
e,201
space,205
w,211
a,215
r,221
m,227
space,233
g,238
l,241
o,247
w,249
space,255
o,258
f,261
space,266
6,303
7,310
8,325
space,330
s,333
t,338
r,345
backspace,371
a,379
r,383
s,392
space,397
backspace,404
comma,410
space,414
5,428
space,432
t,440
r,446
a,456
v,462
e,486
l,494
e,500
r,504
s,509
space,514
v,527
e,533
n,536
t,539
u,546
r,549
e,553
d,560
space,566
t,576
h,580
r,583
o,587
u,590
g,592
h,597
space,602
a,608
space,613
l,621
i,626
v,627
e,632
l,648
y,655
space,659
m,663
a,667
r,670
e,678
k,683
backspace,691
backspace,695
k,702
e,705
t,709
p,715
l,722
a,726
c,732
e,745
space,750
f,757
i,762
l,768
l,771
e,773
d,779
space,782
w,787
i,791
t,794
h,797
space,799
s,804
i,806
g,811
n,814
s,825
space,828
f,833
o,838
r,840
m,846
backspace,854
backspace,860
backspace,864
r,869
o,871
m,876
space,880
shift_r,886
a,890
space,895
t,899
o,903
space,905
shift_r,913
z,916
period,924
space,930
shift_r,934
a,937
space,948
q,955
u,959
i,965
c,967
k,972
space,977
b,982
r,988
o,992
w,999
n,1003
space,1005
f,1010
o,1014
x,1018
space,1023
d,1030
a,1034
r,1039
t,1044
e,1049
d,1056
space,1058
p,1065
a,1069
s,1073
t,1078
space,1082
7,1101
space,1106
b,1117
u,1121
s,1124
t,1129
l,1137
i,1143
n,1148
g,1150
space,1155
s,1164
t,1172
a,1177
l,1180
l,1185
space,1190
backspace,1199
s,1203
space,1207
e,1216
backspace,1225
s,1228
e,1231
l,1237
l,1242
i,1247
n,1252
g,1254
space,1257
e,1269
v,1273
e,1277
r,1280
y,1286
t,1291
h,1295
i,1299
n,1303
g,1306
space,1311
f,1315
r,1322
o,1324
m,1328
space,1330
1,1341
2,1346
space,1351
j,1357
a,1359
r,1364
s,1369
space,1374
h,1380
o,1386
backspace,1395
backspace,1400
o,1404
f,1407
space,1411
h,1414
o,1420
n,1427
e,1436
y,1443
space,1450
t,1456
o,1459
space,1463
8,1492
9,1496
space,1501
b,1508
backspace,1517
v,1520
i,1525
b,1530
r,1538
a,1546
n,1551
t,1553
space,1558
s,1569
c,1575
