Key,Frame
shift,87
i,89
n,94
space,97
2,118
0,166
4,200
backspace,210
2,214
4,219
comma,239
space,243
8,274
2,289
2,291
backspace,316
3,325
4,331
backspace,351
5,372
4,386
0,400
space,408
e,417
n,421
g,447
i,450
n,455
e,458
r,464
backspace,474
e,478
r,481
s,489
space,493
c,510
o,512
n,516
d,535
u,542
c,545
t,551
e,556
d,560
space,564
6,603
3,613
2,620
9,647
backspace,667
8,673
9,679
0,688
space,696
t,701
r,704
i,706
a,723
l,727
s,734
space,741
f,748
o,752
r,756
space,761
7,788
2,795
0,817
3,832
4,843
6,875
7,881
space,888
m,895
o,899
t,904
backspace,917
n,923
t,928
h,931
s,934
comma,940
space,943
p,949
e,952
r,955
f,964
o,968
r,970
m,974
i,980
n,984
g,987
space,990
1,1005
6,1033
3,1056
4,1061
8,1091
5,1116
space,1128
t,1135
e,1140
s,1146
t,1149
s,1158
space,1162
d,1166
a,1171
i,1175
l,1182
y,1189
space,1193
a,1200
c,1204
c,1209
backspace,1228
r,1232
o,1236
s,1239
space,1246
backspace,1258
s,1262
space,1265
1,1276
7,1299
8,1316
4,1350
4,1356
backspace,1366
5,1413
2,1424
space,1435
l,1442
a,1443
b,1448
o,1468
r,1472
a,1477
t,1486
o,1491
r,1494
i,1504
e,1509
s,1525
space,1531
backspace,1546
comma,1562
space,1565
u,1568
t,1572
i,1577
l,1586
i,1593
z,1598
i,1602
n,1607
g,1609
space,1612
5,1634
2,1642
0,1654
0,1659
space,1664
c,1671
o,1677
m,1678
u,1685
t,1689
backspace,1706
backspace,1717
p,1724
u,1753
t,1755
e,1760
r,1764
s,1770
space,1773
a,1780
n,1783
d,1786
space,1790
4,1814
5,1821
0,1833
space,1839
c,1844
m,1851
backspace,1857
backspace,1862
m,1869
a,1874
h,1878
backspace,1889
c,1894
h,1896
i,1908
n,1919
e,1926
s,1931
comma,1938
space,1941
e,1945
a,1951
c,1955
h,1959
space,1964
p,1971
r,1974
o,1977
c,1993
e,2001
s,2007
s,2011
i,2012
n,2019
g,2022
space,2024
8,2054
1,2063
5,2094
4,2103
7,2114
0,2134
space,2142
d,2144
a,2151
t,2152
a,2167
s,2179
e,2184
t,2188
s,2198
period,2226
space,2233
shift,2237
m,2242
o,2247
r,2251
e,2255
space,2259
t,2264
h,2266
a,2268
n,2273
space,2277
6,2313
8,2324
9,2331
1,2349
1,2355
2,2362
space,2371
p,2377
r,2381
o,2383
t,2394
o,2398
g,2407
y,2410
backspace,2420
backspace,2425
t,2427
y,2431
p,2435
e,2439
s,2445
space,2449
w,2454
e,2459
r,2462
space,2466
c,2473
backspace,2489
backspace,2495
e,2498
space,2503
c,2508
r,2515
a,2524
f,2532
t,2539
e,2545
d,2553
comma,2559
space,2563
5,2593
1,2602
2,2609
3,2621
3,2626
0,2636
space,2642
i,2651
s,2653
s,2657
u,2660
e,2664
s,2669
space,2678
w,2682
e,2686
r,2690
e,2693
space,2697
r,2706
e,2710
s,2716
o,2722
v,2732
e,2738
d,2744
backspace,2751
backspace,2756
backspace,2760
l,2770
v,2775
e,2780
d,2785
space,2788
comma,2794
backspace,2803
backspace,2808
comma,2815
space,2818
a,2825
n,2834
d,2843
space,2847
1,2859
4,2865
5,2894
space,2900
f,2913
o,2918
r,2921
m,2926
u,2934
l,2940
s,2950
a,2954
backspace,2963
backspace,2968
a,2970
s,2973
space,2977
w,2983
e,2988
r,2991
e,2995
space,2999
o,3009
p,3014
t,3016
i,3020
m,3033
i,3037
z,3041
e,3047
d,3053
comma,3060
space,3065
backspace,3074
backspace,3080
period,3088
space,3095
shift_r,3101
b,3104
y,3112
space,3116
d,3120
a,3124
y,3129
space,3134
3,3163
9,3196
backspace,3207
8,3212
9,3217
2,3231
2,3236
1,3238
space,3245
backspace,3253
backspace,3258
backspace,3270
1,3276
comma,3280
space,3292
t,3296
h,3298
e,3302
y,3306
space,3310
s,3322
o,3326
l,3333
v,3343
e,3349
d,3355
space,3359
1,3365
2,3371
space,3389
c,3394
r,3402
i,3406
t,3411
i,3419
c,3430
a,3435
l,3438
space,3445
c,3457
