Key,Frame
shift_r,99
t,105
h,111
e,115
space,120
p,123
l,129
a,132
y,137
f,149
u,153
l,158
space,161
f,165
o,168
x,173
space,178
z,186
i,193
g,198
z,207
a,222
g,233
g,237
e,247
d,254
space,259
a,265
c,270
r,276
o,284
s,287
s,294
space,300
3,318
1,331
space,338
d,351
u,357
s,360
t,366
y,370
space,376
r,384
a,390
i,394
backspace,401
backspace,413
backspace,418
t,426
r,432
a,437
i,447
l,452
s,456
space,460
backspace,471
m,477
backspace,496
comma,503
space,507
j,513
u,518
m,524
p,529
i,533
n,543
g,548
space,555
o,561
v,563
e,570
r,576
space,582
2,593
3,599
space,606
backspace,618
backspace,622
3,625
4,634
backspace,646
backspace,651
4,655
space,658
s,665
l,672
o,677
w,679
space,684
m,708
o,710
v,713
i,717
n,722
g,724
space,727
d,734
o,737
g,740
s,744
space,749
a,755
n,760
d,762
space,766
v,772
e,781
x,788
n,806
backspace,817
i,821
n,825
g,830
space,835
4,842
2,858
space,864
s,873
q,889
u,895
i,903
r,910
r,915
l,919
e,923
backspace,936
backspace,941
e,947
l,950
s,953
space,957
i,966
backspace,976
w,981
i,984
t,990
h,995
space,997
i,1003
t,1006
s,1012
space,1017
q,1026
u,1029
i,1035
c,1039
k,1043
space,1048
m,1053
o,1058
v,1060
e,1065
m,1070
e,1073
n,1076
t,1079
s,1098
period,1104
space,1111
backspace,1117
backspace,1121
comma,1127
space,1130
w,1133
h,1138
i,1140
l,1143
e,1146
space,1150
1,1158
7,1185
space,1190
b,1197
r,1205
i,1209
d,1212
backspace,1223
backspace,1227
backspace,1231
i,1238
r,1242
d,1246
s,1255
space,1260
f,1272
l,1275
o,1282
w,1286
space,1291
backspace,1299
backspace,1304
backspace,1308
e,1311
w,1313
space,1317
i,1320
n,1327
space,1330
w,1338
i,1340
d,1345
e,1350
space,1354
c,1363
i,1371
r,1375
c,1383
l,1389
e,1391
s,1395
space,1399
a,1404
v,1408
o,1413
backspace,1423
backspace,1426
b,1428
o,1432
v,1442
e,1448
period,1458
space,1462
shift,1470
n,1473
e,1477
a,1481
r,1483
b,1490
y,1494
space,1500
backspace,1511
comma,1516
space,1520
9,1541
space,1546
r,1557
a,1567
b,1570
b,1590
i,1598
t,1600
s,1607
space,1612
h,1616
o,1623
p,1631
p,1633
e,1645
d,1651
space,1653
t,1660
h,1663
o,1667
u,1671
r,1677
backspace,1681
backspace,1686
backspace,1692
r,1695
o,1698
u,1703
g,1706
h,1711
space,1716
5,1745
5,1750
space,1753
p,1762
a,1765
t,1770
c,1775
h,1781
e,1784
s,1790
space,1793
o,1798
f,1801
space,1813
c,1817
o,1822
l,1826
o,1832
r,1835
f,1843
u,1847
l,1853
space,1857
w,1869
i,1873
l,1878
d,1883
f,1891
l,1899
o,1905
w,1908
e,1913
r,1916
s,1922
comma,1933
space,1937
m,1943
backspace,1953
n,1959
i,1964
