Key,Frame
shift_r,108
b,111
e,117
n,136
a,153
t,158
backspace,167
backspace,172
e,175
a,178
t,182
h,185
space,191
t,196
h,200
e,204
space,208
z,220
e,228
s,234
t,238
y,244
space,247
backspace,255
comma,261
space,266
j,271
a,274
d,279
e,286
space,296
c,302
o,306
l,311
o,317
r,321
e,326
d,332
space,335
s,342
k,348
y,361
comma,372
space,378
9,413
space,418
j,427
o,440
backspace,450
u,454
b,461
i,467
l,480
a,489
n,493
t,495
space,500
e,504
x,511
p,525
l,531
o,536
r,540
e,546
r,551
e,555
s,563
backspace,570
backspace,575
s,576
space,582
z,595
i,601
p,608
p,612
e,621
d,628
space,632
t,642
o,648
backspace,658
h,663
o,669
u,673
r,673
backspace,681
backspace,686
backspace,689
r,691
o,695
u,699
g,709
h,712
space,715
t,718
h,721
e,722
space,725
t,736
h,741
i,745
c,748
k,752
space,755
j,762
u,767
n,773
g,777
l,781
e,785
space,792
backspace,801
comma,807
space,812
e,815
a,821
c,827
h,832
space,837
s,843
e,849
a,854
r,858
c,873
h,877
i,881
n,886
g,887
space,891
f,895
o,899
r,901
space,905
t,912
h,916
e,919
space,922
e,927
l,930
u,937
s,944
i,948
v,956
e,971
space,975
q,982
u,986
e,992
t,998
z,1008
a,1012
l,1017
space,1023
b,1030
r,1036
i,1040
d,1043
backspace,1052
backspace,1058
backspace,1061
i,1066
r,1068
d,1074
period,1085
space,1089
shift_r,1097
t,1099
h,1106
e,1109
space,1113
q,1125
u,1128
u,1133
backspace,1145
i,1149
c,1153
k,1156
space,1161
backspace,1169
comma,1175
space,1186
m,1192
backspace,1201
n,1207
u,1212
m,1218
backspace,1230
backspace,1234
i,1239
m,1245
b,1256
l,1260
e,1264
space,1269
s,1273
q,1288
u,1295
r,1304
backspace,1317
i,1322
r,1324
r,1328
l,1336
e,1339
space,1344
backspace,1353
backspace,1358
backspace,1361
e,1366
l,1369
space,1373
d,1378
a,1383
r,1388
t,1392
e,1397
d,1403
space,1407
a,1410
c,1416
r,1422
e,1428
backspace,1444
o,1449
s,1450
s,1455
space,1460
t,1463
h,1466
e,1469
space,1469
z,1482
i,1487
g,1497
z,1518
a,1524
g,1530
g,1535
i,1539
n,1542
g,1544
space,1548
t,1552
a,1557
i,1562
backspace,1576
backspace,1582
a,1588
backspace,1596
r,1600
a,1603
i,1604
l,1610
space,1615
backspace,1622
comma,1628
space,1633
w,1636
h,1640
i,1645
l,1652
e,1655
