Key,Frame
shift,61
t,62
h,78
e,83
space,87
q,97
u,103
i,106
c,109
k,114
space,119
b,126
r,134
o,139
w,141
n,148
space,153
f,157
o,162
x,167
space,173
j,180
u,186
m,194
p,199
s,204
space,210
o,214
v,217
e,226
r,229
space,233
1,241
2,247
3,256
space,264
l,278
a,280
z,291
y,296
space,303
d,307
o,311
g,315
s,321
space,327
f,335
i,339
v,341
e,347
space,351
t,356
i,358
m,366
e,368
s,373
period,380
space,394
shift,407
o,408
n,413
space,422
shift,434
j,435
a,442
n,446
u,453
r,459
a,462
y,469
backspace,480
backspace,485
backspace,490
a,505
r,509
y,514
space,521
1,540
s,552
t,558
space,564
backspace,569
comma,577
space,583
2,594
0,600
2,603
5,617
comma,628
space,634
7,656
space,665
z,678
e,684
b,703
r,713
a,730
s,739
space,744
s,747
d,757
a,763
backspace,770
backspace,775
backspace,779
d,794
a,798
n,801
c,805
e,811
d,816
space,822
g,840
r,846
a,849
c,855
e,862
f,871
u,875
l,880
l,885
y,891
comma,900
space,905
e,910
a,914
t,922
i,927
n,933
g,936
space,939
9,957
0,970
backspace,983
backspace,989
8,1015
9,1023
space,1033
p,1046
i,1058
z,1064
z,1078
a,1087
s,1092
space,1101
u,1107
n,1113
d,1115
e,1126
r,1127
space,1131
5,1161
backspace,1185
6,1219
space,1230
b,1254
i,1260
r,1261
g,1269
h,1272
backspace,1279
backspace,1284
backspace,1289
backspace,1294
r,1315
i,1320
g,1323
h,1327
t,1331
space,1336
l,1343
m,1349
a,1354
backspace,1362
backspace,1367
a,1372
m,1376
p,1380
s,1385
period,1402
space,1407
shift,1420
c,1421
u,1427
r,1432
i,1439
o,1449
u,1452
s,1456
space,1469
o,1481
w,1486
l,1489
s,1499
space,1507
backspace,1516
comma,1524
space,1529
4,1535
space,1542
t,1565
o,1568
t,1572
a,1576
l,1580
space,1585
backspace,1598
comma,1606
space,1611
o,1616
b,1621
s,1633
e,1642
r,1645
v,1654
e,1658
d,1664
space,1671
a,1679
s,1684
space,1689
3,1699
space,1706
f,1719
r,1726
g,1733
s,1740
space,1746
backspace,1754
backspace,1759
backspace,1764
o,1770
g,1773
s,1779
space,1785
backspace,1793
space,1804
c,1808
r,1816
o,1821
a,1833
c,1841
backspace,1852
k,1858
e,1861
d,1867
space,1873
n,1879
e,1882
a,1887
r,1892
space,1896
t,1900
h,1904
e,1907
space,1911
9,1924
backspace,1940
0,1950
space,1959
d,1968
e,1974
g,1979
r,1986
e,1991
e,1997
space,2004
p,2009
o,2017
i,2020
n,2027
backspace,2034
backspace,2039
n,2045
d,2050
period,2060
space,2065
b,2093
shift,2093
e,2101
e,2107
s,2116
space,2124
b,2137
u,2143
z,2149
z,2154
e,2167
d,2173
space,2182
1,2193
2,2199
space,2203
t,2210
i,2213
m,2219
e,2221
s,2227
space,2248
b,2254
e,2260
f,2266
o,2272
r,2274
e,2278
space,2283
s,2292
o,2301
backspace,2311
p,2317
o,2323
t,2329
t,2335
i,2340
n,2346
g,2349
space,2353
2,2373
3,2380
space,2385
f,2396
l,2401
o,2407
w,2411
e,2416
r,2421
s,2429
space,2438
g,2449
r,2455
a,2459
o,2465
backspace,2475
backspace,2480
o,2487
w,2489
i,2494
n,2500
g,2505
space,2508
i,2518
n,2523
space,2526
a,2534
space,2541
b,2549
backspace,2559
v,2562
r,2583
backspace,2596
i,2601
b,2611
r,2619
a,2621
n,2626
t,2630
space,2651
a,2661
shift,2662
space,2666
t,2673
o,2677
space,2681
z,2691
shift,2695
space,2703
r,2716
a,2720
i,2744
n,2750
b,2759
o,2764
w,2769
period,2777
space,2782
shift,2791
x,2793
y,2806
l,2816
o,2822
p,2836
o,2845
backspace,2867
h,2872
o,2885
n,2889
e,2893
s,2900
space,2907
backspace,2914
comma,2922
space,2927
s,2929
a,2933
i,2938
d,2943
space,2950
t,2967
h,2971
e,2974
space,2979
q,2986
u,2992
i,2995
r,3000
k,3019
y,3027
space,3038
p,3053
a,3070
r,3075
r,3080
o,3085
t,3088
s,3096
comma,3106
space,3111
m,3116
a,3120
k,3124
e,3129
space,3135
a,3140
space,3147
j,3156
o,3162
y,3168
f,3181
u,3184
l,3190
space,3197
s,3210
o,3215
u,3219
n,3226
d,3231
space,3236
e,3247
v,3253
e,3260
r,3263
y,3271
space,3277
5,3295
space,3302
t,3308
o,3315
space,3319
0,3344
backspace,3361
9,3369
space,3378
s,3396
e,3400
c,3407
o,3414
n,3416
d,3420
s,3425
period,3440
space,3445
backspace,3465
shift,3476
m,3477
e,3484
e,3498
backspace,3518
a,3523
n,3529
w,3545
h,3548
i,3552
l,3560
e,3565
space,3570
comma,3574
backspace,3581
backspace,3586
comma,3594
space,3601
2,3606
3,3615
4,3621
backspace,3629
backspace,3634
backspace,3646
3,3654
4,3658
5,3665
space,3674
s,3687
a,3694
i,3697
l,3703
o,3714
r,3717
s,3724
space,3731
s,3741
a,3746
n,3749
g,3755
space,3761
s,3764
e,3772
a,3777
space,3787
s,3795
h,3810
a,3815
n,3821
t,3829
i,3841
e,3843
s,3851
space,3856
b,3868
e,3873
n,3884
e,3890
t,3896
backspace,3910
a,3914
t,3916
h,3920
space,3930
5,3956
backspace,3977
6,3987
7,4006
8,4015
8,4019
backspace,4032
space,4041
t,4056
w,4064
i,4067
i,4074
n,4081
backspace,4092
backspace,4098
n,4109
k,4115
i,4120
n,4125
g,4133
backspace,4142
backspace,4148
backspace,4152
l,4161
i,4166
n,4176
g,4180
space,4186
s,4190
t,4195
a,4200
r,4203
s,4213
space,4218
backspace,4225
comma,4232
space,4239
t,4249
h,4253
e,4259
i,4276
r,4281
space,4288
v,4294
o,4298
i,4301
c,4303
e,4311
s,4318
space,4322
e,4329
c,4337
h,4340
o,4344
i,4354
n,4357
g,4362
space,4366
8,4406
9,4444
0,4461
space,4474
c,4479
h,4482
o,4486
r,4491
d,4499
s,4505
space,4512
i,4517
n,4522
t,4527
o,4532
space,4537
t,4541
h,4544
e,4549
space,4553
v,4558
a,4564
s,4568
t,4575
space,4579
a,4584
b,4596
y,4602
s,4608
s,4613
period,4623
