Key,Frame
d,70
e,81
a,85
r,88
space,98
q,107
u,113
i,120
n,128
c,134
y,144
space,154
backspace,163
comma,173
space,178
i,190
space,200
h,210
o,216
p,223
e,228
space,233
y,239
o,245
u,248
space,264
a,270
r,280
e,285
space,289
d,293
o,299
i,303
n,309
g,313
space,316
w,321
e,328
l,332
l,337
period,347
space,352
i,358
space,366
w,371
a,377
n,382
t,385
e,390
d,398
space,403
t,409
o,414
space,419
u,424
p,430
d,440
a,445
t,449
e,451
space,457
y,465
o,471
u,474
space,481
o,492
n,498
space,504
o,520
u,525
r,534
space,539
l,549
a,554
t,562
e,566
s,571
t,579
space,586
p,604
r,609
o,612
j,619
e,623
c,639
t,649
space,653
comma,681
space,687
w,692
h,695
backspace,703
backspace,708
backspace,712
backspace,717
backspace,721
comma,741
space,749
w,763
h,770
i,774
c,779
h,783
space,790
h,800
a,812
s,816
space,822
b,828
e,832
e,838
n,844
space,851
q,857
u,861
i,867
t,877
e,883
space,887
t,891
h,896
e,901
space,906
j,916
o,923
u,928
r,936
n,944
e,950
y,959
space,966
backspace,977
period,985
space,991
t,1002
h,1008
e,1012
space,1018
w,1024
o,1031
k,1040
r,1042
backspace,1059
backspace,1064
r,1071
k,1075
space,1080
i,1092
n,1101
v,1117
o,1121
l,1126
e,1132
s,1137
backspace,1147
backspace,1152
v,1159
e,1163
s,1170
space,1177
a,1190
space,1197
s,1207
e,1215
r,1219
i,1224
e,1237
s,1244
space,1249
o,1253
f,1259
space,1262
c,1274
o,1282
m,1287
p,1289
l,1300
e,1303
x,1310
space,1326
t,1358
a,1364
s,1369
k,1377
s,1387
space,1392
comma,1400
backspace,1408
backspace,1414
comma,1421
space,1427
e,1431
a,1436
c,1442
h,1447
space,1453
w,1460
i,1463
t,1468
h,1473
space,1477
i,1480
t,1484
s,1491
space,1498
u,1511
n,1518
i,1523
q,1530
u,1535
i,1542
e,1549
backspace,1555
backspace,1560
e,1563
s,1569
space,1575
backspace,1597
backspace,1604
space,1612
c,1617
h,1621
a,1626
l,1638
l,1643
e,1646
n,1650
g,1657
e,1659
s,1666
period,1675
space,1681
o,1688
u,1695
r,1701
space,1709
t,1714
e,1718
a,1725
m,1730
comma,1739
space,1746
i,1764
n,1770
c,1787
l,1790
u,1795
d,1799
i,1801
n,1808
g,1811
space,1815
k,1821
e,1825
v,1837
e,1842
n,1847
backspace,1859
backspace,1864
i,1870
n,1876
space,1882
a,1888
n,1892
d,1896
space,1900
z,1907
e,1914
l,1921
d,1931
a,1936
comma,1946
space,1951
h,1956
a,1963
s,1967
space,1975
b,1993
e,1998
e,2012
n,2019
space,2025
d,2029
i,2040
l,2049
i,2054
g,2072
e,2076
n,2081
t,2085
l,2090
y,2097
space,2103
w,2110
o,2114
r,2119
k,2121
i,2127
n,2132
g,2137
space,2141
t,2144
o,2149
space,2154
t,2159
a,2165
c,2173
k,2178
l,2188
e,2192
space,2201
t,2208
h,2212
e,2216
s,2222
e,2227
space,2234
i,2240
s,2243
s,2249
u,2253
e,2256
s,2263
comma,2268
backspace,2282
period,2293
space,2297
r,2302
e,2305
c,2315
e,2322
n,2326
t,2329
l,2338
y,2344
space,2353
w,2360
e,2367
space,2371
f,2380
a,2386
c,2393
e,2399
d,2405
space,2410
s,2417
e,2425
r,2428
v,2435
backspace,2445
backspace,2450
v,2460
e,2467
r,2469
a,2476
l,2481
space,2489
q,2496
u,2504
i,2522
r,2528
k,2538
y,2550
space,2557
s,2581
i,2587
t,2591
u,2627
a,2634
t,2639
i,2648
o,2654
n,2657
s,2666
space,2672
t,2678
h,2681
a,2682
t,2687
space,2691
r,2702
e,2706
q,2709
u,2715
i,2722
r,2727
e,2730
d,2745
space,2754
i,2767
m,2773
m,2780
e,2785
d,2791
i,2796
a,2807
t,2812
e,2815
space,2823
a,2834
t,2846
t,2851
e,2857
n,2863
t,2866
t,2886
i,2890
o,2895
n,2898
period,2907
space,2912
t,2959
h,2965
i,2972
n,2979
k,2983
backspace,2993
backspace,2997
backspace,3002
backspace,3007
backspace,3011
backspace,3015
backspace,3020
backspace,3029
backspace,3043
backspace,3053
backspace,3062
i,3068
o,3074
n,3078
comma,3086
space,3091
backspace,3110
backspace,3115
period,3126
space,3130
t,3133
h,3136
a,3141
n,3148
k,3150
f,3163
u,3173
l,3179
l,3184
y,3192
comma,3202
space,3208
w,3216
e,3223
space,3227
m,3237
a,3241
n,3256
a,3262
backspace,3272
a,3295
g,3300
e,3305
d,3312
space,3318
t,3325
o,3329
space,3336
a,3345
d,3350
d,3355
r,3364
e,3367
e,3373
backspace,3422
s,3465
s,3470
space,3480
t,3523
h,3528
e,3532
m,3537
space,3544
i,3549
w,3552
h,3559
t,3564
space,3570
t,3573
h,3577
e,3583
space,3588
h,3597
e,3600
l,3605
p,3611
space,3624
o,3629
f,3635
space,3638
backspace,3643
backspace,3647
backspace,3652
backspace,3657
backspace,3662
backspace,3668
backspace,3673
backspace,3677
backspace,3682
backspace,3692
backspace,3699
backspace,3705
backspace,3710
