Key,Frame
h,64
shift,65
backspace,97
shift,119
h,120
e,124
l,128
l,133
o,139
w,142
space,148
j,153
o,157
backspace,168
backspace,173
shift,178
o,186
backspace,195
shift,200
j,203
o,208
i,209
backspace,220
h,225
n,231
space,239
backspace,246
comma,254
space,259
h,264
t,265
n,273
backspace,280
backspace,285
backspace,289
t,301
h,304
a,311
n,316
k,322
space,328
o,337
u,340
space,351
backspace,362
backspace,367
backspace,373
y,381
o,386
u,389
space,395
f,401
o,404
r,407
space,411
s,416
h,420
o,424
p,430
p,434
i,441
n,447
g,451
space,454
a,461
t,467
space,470
a,480
backspace,494
o,502
u,506
r,512
space,515
w,533
e,538
b,546
s,559
i,566
t,571
e,577
period,586
space,590
w,595
e,602
space,610
g,618
a,630
backspace,651
u,664
a,669
r,676
e,687
n,691
t,712
e,717
e,722
space,728
y,737
o,742
u,745
space,752
s,765
t,770
a,776
backspace,791
backspace,800
a,805
t,810
i,819
s,822
space,832
f,835
backspace,869
backspace,874
f,881
a,885
c,890
t,895
i,898
o,903
n,906
space,911
w,934
i,938
t,941
h,944
space,949
o,957
u,961
r,964
space,967
h,974
i,977
g,980
h,982
t,989
space,996
backspace,1003
backspace,1008
space,1013
w,1023
backspace,1032
q,1036
u,1041
l,1071
backspace,1080
a,1084
l,1088
i,1093
t,1110
y,1114
space,1120
p,1134
r,1141
o,1147
d,1165
u,1169
c,1173
t,1179
s,1185
space,1190
a,1196
n,1200
d,1204
space,1207
s,1213
backspace,1222
c,1226
u,1230
s,1233
t,1238
o,1246
m,1249
e,1254
r,1260
space,1266
s,1270
u,1275
p,1281
p,1286
o,1292
r,1296
t,1303
period,1330
space,1335
s,1338
i,1341
n,1347
c,1350
e,1357
space,1363
y,1372
o,1377
u,1381
space,1385
e,1408
backspace,1426
r,1434
backspace,1441
backspace,1445
r,1451
space,1457
e,1464
x,1471
p,1477
e,1484
r,1486
t,1492
i,1497
e,1507
s,1514
space,1520
backspace,1529
backspace,1534
backspace,1539
s,1544
e,1551
space,1555
w,1565
i,1567
t,1575
h,1579
space,1587
t,1597
h,1599
e,1604
space,1607
o,1613
r,1618
d,1623
e,1631
r,1634
space,1640
d,1648
i,1653
d,1657
space,1667
n,1682
o,1686
space,1694
backspace,1708
t,1714
space,1717
l,1723
i,1728
v,1731
e,1736
space,1740
u,1744
p,1750
space,1754
t,1759
o,1765
space,1768
o,1778
u,1782
r,1787
space,1790
h,1805
i,1810
g,1823
h,1826
space,1837
s,1841
t,1846
a,1850
n,1862
d,1865
e,1874
backspace,1887
a,1890
r,1894
s,1897
d,1903
backspace,1912
backspace,1917
d,1921
s,1926
comma,1934
space,1940
w,1945
e,1951
space,1955
h,1966
v,1974
e,1979
backspace,1992
backspace,1998
a,2004
v,2009
e,2014
space,2018
i,2026
s,2028
s,2034
u,2038
e,2040
d,2047
space,2051
y,2068
o,2073
u,2077
space,2081
a,2086
space,2092
c,2115
r,2123
a,2131
d,2136
i,2141
backspace,2148
backspace,2153
backspace,2157
backspace,2162
d,2173
backspace,2182
e,2186
backspace,2200
r,2218
e,2221
d,2227
i,2231
t,2237
space,2242
i,2253
n,2260
space,2266
t,2269
h,2271
e,2277
space,2281
a,2294
m,2297
o,2301
u,2303
n,2310
t,2317
space,2324
o,2336
f,2342
space,2345
a,2350
space,2356
h,2361
u,2366
n,2374
d,2383
e,2393
r,2397
backspace,2418
backspace,2433
r,2439
e,2442
d,2450
period,2469
space,2471
backspace,2486
period,2495
space,2505
backspace,2538
backspace,2543
backspace,2547
space,2553
backspace,2563
period,2574
space,2579
p,2583
l,2590
e,2592
a,2598
s,2601
e,2616
space,2619
a,2627
l,2631
l,2648
o,2654
w,2659
space,2664
t,2676
h,2680
r,2685
e,2688
e,2693
space,2701
o,2706
t,2712
space,2718
backspace,2726
backspace,2731
backspace,2735
t,2740
o,2747
space,2750
f,2795
i,2799
v,2803
e,2809
space,2815
d,2827
a,2830
y,2839
s,2852
space,2856
f,2861
o,2865
r,2868
space,2872
y,2886
o,2891
u,2894
space,2901
backspace,2920
r,2924
space,2927
b,2948
a,2952
n,2964
k,2969
space,2976
t,2980
o,2983
space,2989
a,2995
p,2997
p,3002
l,3009
y,3015
space,3021
t,3026
h,3030
i,3034
s,3037
space,3042
c,3047
r,3056
e,3058
d,3065
i,3077
t,3083
space,3091
t,3107
o,3111
space,3116
y,3122
o,3127
u,3129
r,3136
space,3140
c,3149
backspace,3158
a,3161
c,3166
c,3171
o,3175
u,3178
n,3185
t,3188
period,3201
space,3205
i,3209
f,3215
space,3217
y,3223
o,3228
u,3231
space,3238
h,3244
a,3250
v,3255
e,3261
space,3265
a,3276
n,3280
y,3287
space,3292
q,3302
u,3307
e,3315
s,3321
t,3327
i,3333
o,3338
n,3340
s,3346
comma,3358
space,3362
p,3367
l,3374
e,3377
a,3389
s,3393
e,3400
space,3405
v,3411
e,3415
i,3421
backspace,3431
backspace,3437
i,3444
s,3447
i,3453
t,3459
space,3464
c,3474
u,3477
s,3481
t,3486
o,3496
m,3501
e,3509
r,3512
space,3522
s,3535
u,3539
p,3545
p,3550
o,3556
r,3559
t,3565
period,3571
space,3578
t,3598
h,3602
a,3607
n,3611
k,3616
space,3621
y,3626
o,3632
u,3634
space,3640
a,3651
g,3656
a,3664
i,3671
n,3677
space,3682
f,3690
o,3693
r,3697
space,3700
s,3704
h,3710
o,3714
p,3727
p,3733
i,3741
n,3748
g,3751
space,3754
w,3769
i,3773
t,3778
h,3781
space,3788
u,3796
s,3801
period,3810
space,3814
w,3824
e,3831
space,3835
l,3843
o,3849
o,3856
k,3863
space,3869
f,3879
o,3881
r,3884
a,3895
w,3900
backspace,3910
backspace,3915
w,3921
a,3925
r,3929
d,3934
space,3940
t,3944
o,3949
space,3953
s,3980
e,3989
r,3990
v,3999
i,4004
n,4010
g,4013
space,4016
y,4022
o,4026
u,4030
space,4034
i,4039
n,4045
space,4048
t,4052
h,4055
e,4061
space,4064
f,4079
u,4082
t,4086
e,4092
r,4096
backspace,4113
backspace,4118
u,4135
r,4139
e,4142
space,4147
backspace,4158
period,4168
space,4172
s,4176
i,4178
n,4184
c,4208
e,4217
r,4221
e,4224
l,4239
y,4244
period,4255
