Key,Frame
shift,72
i,73
n,78
space,85
t,89
h,90
e,95
space,98
h,119
e,125
a,127
r,129
t,139
space,145
o,153
f,158
space,161
a,172
space,176
m,182
i,186
s,189
backspace,201
backspace,207
y,216
s,221
t,230
i,241
c,248
a,253
l,257
space,262
v,267
a,271
l,274
l,279
e,292
y,318
comma,327
space,332
5,366
space,380
v,394
backspace,404
e,405
x,412
p,416
l,424
o,428
r,436
r,444
e,448
r,451
backspace,461
backspace,466
backspace,477
e,484
r,487
s,494
space,499
u,510
n,516
c,523
o,527
n,532
v,532
backspace,546
e,557
r,560
e,565
d,570
space,574
a,580
space,585
h,593
i,597
d,600
d,604
e,610
n,613
space,619
r,629
e,633
a,640
l,647
m,659
space,664
w,670
h,672
e,677
r,682
e,683
space,688
t,697
h,701
e,705
space,708
a,714
l,719
p,727
h,737
a,754
b,765
e,775
t,779
space,784
f,789
r,794
o,799
m,803
space,807
a,823
shift,824
space,837
t,842
o,845
space,851
z,864
shift,866
space,874
a,877
d,893
o,901
r,904
n,908
e,916
d,922
space,926
a,933
c,938
backspace,958
n,964
c,986
i,988
n,995
e,996
t,1005
space,1010
s,1027
t,1031
o,1037
n,1040
e,1043
space,1052
c,1071
a,1078
r,1083
v,1089
i,1098
n,1103
g,1107
s,1115
space,1119
backspace,1131
period,1140
space,1145
shift,1152
a,1153
space,1163
p,1174
backspace,1186
q,1190
u,1193
i,1199
c,1203
k,1210
space,1217
b,1231
r,1238
o,1241
w,1244
n,1249
space,1255
f,1260
o,1263
x,1267
space,1276
s,1287
p,1294
r,1300
i,1304
e,1308
n,1313
t,1318
backspace,1324
backspace,1330
backspace,1345
n,1353
t,1356
e,1359
d,1366
space,1371
p,1394
a,1398
s,1402
t,1408
space,1413
7,1436
space,1451
g,1474
l,1477
i,1482
t,1489
t,1498
e,1505
r,1507
i,1512
n,1517
g,1522
space,1525
w,1531
a,1537
t,1543
e,1549
r,1552
f,1564
a,1568
l,1572
l,1577
e,1581
s,1587
space,1593
backspace,1599
backspace,1604
backspace,1609
s,1612
comma,1636
space,1639
w,1642
h,1647
i,1650
l,1656
e,1659
space,1664
6,1697
space,1712
f,1722
r,1726
g,1733
s,1741
space,1746
backspace,1751
backspace,1755
backspace,1760
o,1766
g,1769
s,1774
space,1779
p,1797
e,1804
r,1806
c,1820
h,1824
e,1827
d,1833
space,1838
o,1843
n,1848
space,1852
l,1858
i,1863
l,1871
y,1877
space,1883
p,1889
a,1894
d,1899
s,1907
space,1913
i,1921
n,1926
space,1930
a,1935
space,1941
p,1944
o,1950
n,1964
d,1968
space,1973
s,1994
h,2000
i,2002
m,2007
m,2012
e,2018
r,2020
i,2023
n,2029
g,2031
space,2034
a,2039
t,2043
space,2046
0,2062
space,2070
d,2076
e,2081
g,2086
r,2091
e,2095
e,2099
e,2102
s,2108
backspace,2126
backspace,2131
s,2136
period,2146
space,2152
shift,2163
o,2164
v,2169
e,2175
r,2177
h,2185
e,2188
a,2192
d,2197
comma,2204
space,2209
9,2230
space,2239
l,2248
u,2253
m,2260
n,2267
i,2272
backspace,2287
backspace,2292
i,2298
o,2303
backspace,2314
n,2323
o,2327
u,2330
s,2338
space,2347
b,2357
i,2363
r,2367
d,2373
e,2379
backspace,2392
s,2396
space,2402
s,2408
o,2412
a,2419
r,2422
d,2429
backspace,2445
e,2447
d,2454
space,2458
backspace,2470
comma,2477
space,2481
t,2484
h,2488
e,2495
r,2500
e,2501
backspace,2511
backspace,2516
i,2523
r,2528
space,2531
w,2535
i,2537
n,2543
g,2545
s,2551
space,2556
r,2566
e,2568
l,2575
backspace,2588
f,2593
l,2596
e,2603
c,2610
t,2615
i,2618
n,2623
g,2628
space,2631
t,2645
h,2649
i,2651
backspace,2666
e,2670
space,2675
l,2678
i,2684
g,2687
h,2691
t,2697
space,2700
o,2705
f,2710
space,2713
1,2727
2,2744
space,2754
g,2766
o,2788
l,2794
d,2797
e,2802
n,2806
space,2813
o,2820
r,2823
b,2832
s,2842
period,2852
space,2857
shift,2865
a,2866
m,2873
o,2880
n,2883
g,2888
space,2893
t,2898
h,2900
space,2907
backspace,2928
e,2933
space,2938
l,2941
u,2946
s,2949
h,2953
space,2959
g,2966
r,2973
e,2976
e,2981
n,2990
e,2997
r,3000
y,3006
comma,3020
space,3025
9,3039
backspace,3062
8,3069
9,3074
space,3084
b,3098
l,3102
o,3108
o,3113
n,3119
backspace,3138
m,3146
i,3151
n,3155
g,3161
space,3163
o,3172
r,3175
h,3193
backspace,3211
c,3218
h,3221
i,3227
l,3235
d,3238
s,3246
space,3251
backspace,3258
backspace,3263
backspace,3267
backspace,3279
d,3284
s,3289
space,3296
s,3307
t,3312
r,3318
a,3321
backspace,3340
e,3343
t,3347
c,3356
h,3360
e,3363
d,3371
space,3375
s,3392
k,3399
e,3403
backspace,3417
y,3422
e,3436
backspace,3448
w,3452
a,3457
r,3461
d,3467
comma,3491
space,3497
a,3509
n,3514
d,3518
space,3521
3,3531
4,3543
7,3557
backspace,3574
5,3580
space,3592
f,3607
i,3611
r,3615
e,3617
f,3629
l,3634
i,3639
e,3641
s,3647
space,3654
a,3659
backspace,3668
d,3671
a,3675
n,3685
c,3690
e,3695
d,3702
space,3707
i,3709
n,3714
space,3718
p,3730
e,3735
r,3737
f,3746
e,3754
c,3761
t,3766
space,3772
u,3778
n,3784
i,3789
o,3797
n,3800
backspace,3808
backspace,3813
s,3820
o,3823
n,3829
period,3838
space,3843
shift,3854
b,3855
e,3863
n,3873
e,3878
a,3887
t,3893
h,3896
space,3904
t,3910
h,3913
e,3918
space,3922
c,3933
a,3939
n,3941
o,3946
p,3958
y,3962
space,3968
o,3972
f,3978
space,3981
5,4011
backspace,4033
7,4058
backspace,4078
6,4085
7,4108
8,4126
space,4136
t,4156
w,4161
i,4182
n,4188
k,4193
i,4198
l,4205
backspace,4212
backspace,4218
backspace,4222
k,4246
l,4261
i,4266
n,4271
g,4277
space,4280
s,4290
t,4296
a,4300
r,4305
s,4313
space,4319
backspace,4330
comma,4336
space,4343
t,4344
h,4347
e,4354
space,4359
a,4374
d,4379
v,4389
e,4393
n,4396
t,4399
r,4406
u,4411
r,4415
backspace,4423
backspace,4428
backspace,4432
u,4438
r,4441
e,4444
r,4451
e,4453
s,4462
backspace,4470
backspace,4475
s,4481
space,4486
m,4493
a,4496
r,4500
v,4512
e,4518
l,4524
s,4528
space,4534
a,4541
backspace,4550
backspace,4554
backspace,4559
e,4565
d,4571
space,4577
a,4583
t,4590
space,4594
t,4602
h,4611
e,4617
space,4621
h,4628
a,4631
m,4638
backspace,4651
r,4657
m,4661
a,4665
backspace,4679
o,4685
n,4690
y,4697
space,4703
o,4707
f,4713
space,4716
l,4721
e,4724
t,4730
t,4735
e,4743
r,4753
s,4764
space,4770
backspace,4777
comma,4785
space,4792
n,4795
u,4800
m,4809
b,4814
e,4821
r,4824
s,4830
space,4835
backspace,4842
comma,4850
space,4858
a,4860
n,4866
d,4869
space,4874
t,4896
h,4899
e,4903
space,4906
m,4911
a,4914
g,4929
i,4934
c,4938
space,4946
o,4950
f,4954
space,4956
t,4960
h,4963
e,4968
space,4971
n,4976
backspace,4986
u,4992
n,4999
i,5003
v,5011
e,5016
r,5018
s,5025
e,5031
period,5041
