Key,Frame
shift,83
o,83
n,87
space,94
a,100
space,106
c,112
r,120
i,126
p,132
s,136
space,144
backspace,150
backspace,155
s,163
backspace,174
backspace,180
s,185
p,191
space,199
shift,221
o,223
c,229
t,239
o,243
v,249
e,259
r,261
backspace,269
backspace,274
backspace,278
b,284
e,292
r,296
space,299
e,303
v,310
e,314
n,318
i,324
n,329
g,334
space,336
comma,342
backspace,348
backspace,353
comma,361
space,366
5,375
space,385
d,400
a,406
r,410
i,426
n,432
g,436
space,440
d,443
a,447
backspace,455
backspace,460
a,466
d,470
v,480
e,489
n,493
t,496
u,504
r,509
e,512
r,524
s,536
space,542
s,547
e,554
t,557
space,560
o,567
u,572
t,575
space,578
t,581
o,585
space,589
e,595
x,603
p,606
l,611
o,617
r,623
space,627
t,633
backspace,640
backspace,646
e,651
space,656
t,658
h,660
e,665
space,668
f,674
o,677
r,680
e,689
s,694
t,699
comma,707
space,714
c,731
a,741
r,745
r,750
y,759
i,767
n,773
g,777
space,779
m,785
a,788
p,793
s,796
space,802
m,808
a,813
r,820
k,831
e,833
d,839
space,844
f,849
r,855
o,856
m,864
backspace,872
backspace,877
backspace,882
r,890
o,894
m,897
space,902
a,915
shift,917
space,926
t,931
o,934
space,938
z,956
shift,958
period,980
space,987
shift,993
t,995
h,1000
e,1005
y,1010
space,1014
d,1020
i,1025
s,1033
c,1049
o,1054
v,1070
e,1078
r,1080
e,1082
d,1089
space,1093
a,1098
backspace,1111
1,1116
2,1123
space,1133
h,1144
i,1149
d,1151
d,1156
e,1162
n,1166
space,1173
c,1180
a,1189
v,1195
e,1201
s,1212
comma,1220
space,1227
8,1298
space,1309
s,1313
p,1318
a,1339
r,1344
k,1349
i,1354
backspace,1367
l,1374
i,1379
n,1384
g,1389
space,1393
s,1407
t,1413
r,1418
a,1432
m,1438
backspace,1450
backspace,1454
e,1459
a,1463
m,1469
s,1474
space,1482
backspace,1494
comma,1502
space,1508
a,1511
n,1515
d,1518
space,1522
9,1549
space,1559
g,1591
l,1595
o,1600
w,1605
i,1608
n,1614
g,1618
space,1621
f,1639
i,1643
r,1648
e,1651
f,1663
l,1667
i,1673
e,1675
s,1680
space,1687
t,1692
h,1695
a,1699
t,1702
space,1705
l,1714
i,1718
t,1722
space,1727
u,1733
p,1740
space,1745
t,1749
h,1752
e,1755
space,1759
n,1764
i,1768
g,1771
h,1774
t,1778
period,1787
space,1793
shift,1802
t,1803
h,1810
e,1815
space,1823
q,1834
u,1839
i,1842
c,1846
k,1850
space,1856
b,1864
r,1871
o,1876
w,1879
n,1884
space,1890
f,1899
o,1905
x,1910
space,1916
d,1923
a,1931
h,1937
backspace,1950
s,1955
h,1958
e,1962
d,1967
space,1973
p,1991
a,1995
s,2001
space,2005
backspace,2020
t,2025
space,2029
7,2053
space,2070
l,2082
a,2086
z,2093
y,2098
space,2105
s,2111
q,2123
u,2129
i,2135
r,2138
r,2160
l,2170
e,2173
backspace,2184
backspace,2189
e,2191
l,2196
s,2201
comma,2209
space,2214
w,2218
h,2222
i,2231
l,2239
e,2244
space,2249
3,2264
space,2269
o,2275
l,2280
w,2289
backspace,2296
backspace,2301
w,2303
l,2308
s,2313
space,2319
h,2327
o,2332
o,2337
t,2340
e,2345
d,2352
space,2355
l,2363
o,2368
w,2372
backspace,2388
u,2393
d,2396
l,2407
y,2414
space,2421
f,2427
r,2435
o,2442
m,2449
space,2454
5,2466
space,2476
t,2489
o,2492
w,2497
r,2502
i,2507
n,2514
backspace,2521
backspace,2525
backspace,2530
e,2534
r,2537
