Key,Frame
g,106
shift,108
o,116
o,122
d,126
space,132
a,144
f,147
t,153
e,159
r,162
n,169
o,173
o,179
n,183
comma,190
space,194
t,198
backspace,208
shift,219
t,220
h,225
e,230
space,233
b,239
backspace,252
shift,264
b,265
o,272
a,277
r,280
d,286
space,290
o,295
f,299
space,303
d,320
shift,321
i,328
r,332
e,337
c,344
t,350
o,354
r,357
e,360
backspace,374
s,377
space,382
m,387
e,389
e,394
t,402
i,405
n,411
g,412
s,419
space,426
h,435
a,439
v,444
e,448
space,453
b,461
e,465
e,471
space,476
n,480
backspace,489
backspace,494
n,501
space,505
s,510
c,520
h,526
e,533
d,540
u,543
l,550
e,551
d,558
space,562
a,569
s,573
space,578
f,585
o,590
l,596
l,602
o,617
w,622
s,630
space,636
backspace,643
comma,663
space,671
shift,682
j,683
a,690
n,729
u,739
a,749
r,754
y,759
comma,769
space,775
p,779
r,784
e,785
v,792
i,801
o,823
u,827
s,833
l,835
y,840
space,847
c,865
o,867
n,871
f,874
i,884
m,891
r,898
e,902
backspace,910
backspace,915
backspace,920
r,925
m,931
e,932
d,940
space,944
backspace,953
comma,961
space,966
shift,973
m,976
a,980
y,985
space,991
backspace,1004
comma,1011
space,1018
j,1051
shift,1053
u,1056
l,1065
y,1073
comma,1088
space,1095
a,1112
n,1117
d,1120
space,1123
shift,1131
o,1134
c,1139
t,1148
o,1152
b,1159
e,1168
r,1170
period,1216
space,1222
e,1234
shift,1236
a,1239
c,1246
backspace,1255
backspace,1260
a,1269
c,1277
h,1281
space,1286
m,1290
e,1293
e,1308
t,1315
i,1317
n,1323
g,1327
space,1330
w,1335
i,1337
l,1343
l,1348
space,1353
t,1359
a,1363
k,1368
e,1372
space,1377
p,1383
a,1387
l,1393
c,1397
e,1403
space,1407
f,1412
r,1417
o,1422
m,1425
space,1430
9,1455
period,1479
0,1519
0,1524
space,1534
a,1549
shift,1554
m,1565
shift,1567
space,1573
t,1580
o,1584
space,1588
n,1596
o,1600
o,1605
n,1612
period,1620
space,1624
shift,1638
f,1640
u,1646
r,1652
t,1668
h,1675
e,1681
r,1684
space,1687
l,1693
o,1698
g,1718
i,1721
s,1724
t,1730
i,1735
c,1741
a,1748
l,1750
space,1756
d,1761
e,1766
t,1772
a,1776
i,1781
l,1788
s,1792
space,1797
w,1802
i,1809
l,1815
l,1820
space,1826
b,1837
e,1845
space,1849
a,1880
n,1886
n,1892
o,1897
u,1901
n,1908
e,1914
d,1921
backspace,1931
backspace,1936
backspace,1940
c,1945
e,1951
d,1957
backspace,1964
backspace,1969
backspace,1974
n,1988
c,1994
e,2007
d,2014
space,2018
c,2037
l,2051
a,2055
backspace,2065
o,2072
s,2074
e,2083
r,2087
space,2090
t,2095
o,2098
space,2102
e,2106
a,2111
c,2116
h,2121
space,2125
m,2133
e,2136
t,2144
t,2149
i,2153
backspace,2160
backspace,2164
backspace,2169
e,2173
i,2176
t,2182
backspace,2191
backspace,2198
t,2201
i,2205
n,2210
space,2216
backspace,2229
g,2235
space,2238
d,2242
a,2246
t,2250
a,2253
period,2261
backspace,2270
backspace,2275
e,2284
period,2289
space,2294
shift,2305
i,2307
f,2312
space,2316
y,2327
o,2332
u,2336
space,2340
h,2346
a,2352
v,2357
e,2361
space,2366
a,2381
n,2384
y,2393
space,2399
q,2411
u,2417
e,2422
s,2428
t,2434
i,2438
o,2444
n,2447
s,2450
comma,2463
space,2466
p,2471
l,2479
e,2480
a,2486
s,2489
e,2496
space,2502
f,2506
e,2510
e,2520
l,2527
space,2533
f,2537
r,2543
e,2550
e,2555
space,2562
t,2567
o,2571
space,2576
c,2597
o,2606
n,2609
t,2612
a,2619
c,2626
t,2634
space,2636
e,2641
i,2645
t,2649
h,2652
e,2659
r,2663
space,2667
shift,2676
k,2678
e,2684
i,2691
g,2697
h,2702
t,2706
backspace,2717
backspace,2729
t,2735
backspace,2743
backspace,2747
t,2750
h,2754
space,2761
shift,2792
l,2794
a,2809
r,2814
n,2820
e,2826
y,2832
space,2839
o,2845
r,2849
space,2852
m,2857
e,2860
period,2872
space,2876
t,2890
shift,2890
h,2902
a,2907
n,2911
k,2918
space,2927
y,2931
o,2936
u,2940
period,2951
