Key,Frame
return,67
shift,71
backspace,96
shift,120
a,121
m,157
i,161
d,165
space,170
t,173
h,173
e,179
space,183
v,188
i,219
r,225
backspace,243
b,250
r,269
a,290
n,304
t,310
space,315
f,330
e,337
s,345
t,354
i,361
v,395
a,400
l,405
space,410
o,416
n,421
space,424
shift,431
j,431
u,435
n,443
e,447
space,453
5,467
t,479
h,481
space,490
backspace,497
comma,505
space,510
2,513
0,518
2,523
4,528
space,537
backspace,545
comma,553
space,558
7,572
space,579
l,586
i,592
v,597
e,603
l,613
y,627
space,635
m,641
u,647
s,651
i,657
c,660
i,668
a,674
n,680
s,688
space,697
p,715
l,724
a,728
y,734
e,738
d,745
space,749
t,754
u,758
n,765
e,770
s,777
space,782
f,786
r,792
o,797
m,802
space,807
a,819
shift,820
space,829
t,834
o,840
space,843
z,854
shift,854
period,865
space,869
c,881
shift,882
r,889
o,894
w,900
d,911
s,917
space,926
c,941
h,952
e,961
e,968
r,973
e,977
d,985
space,990
a,998
s,1003
space,1007
8,1040
space,1053
z,1065
e,1072
b,1078
r,1087
a,1090
s,1102
space,1107
d,1114
a,1119
s,1123
h,1126
e,1129
d,1135
space,1140
p,1151
a,1157
s,1159
t,1167
space,1170
9,1204
space,1216
g,1238
l,1241
o,1246
w,1253
i,1254
n,1260
g,1263
space,1266
l,1270
n,1275
a,1277
backspace,1292
backspace,1297
a,1305
n,1307
t,1314
e,1322
r,1326
n,1333
s,1337
space,1343
backspace,1351
comma,1359
space,1363
w,1367
h,1373
i,1375
l,1383
e,1387
space,1391
2,1403
backspace,1421
3,1431
4,1436
5,1444
space,1452
b,1471
a,1477
l,1484
l,1489
o,1495
n,1501
s,1505
space,1512
backspace,1525
backspace,1530
backspace,1534
o,1542
n,1546
space,1549
backspace,1563
s,1569
space,1574
f,1593
l,1598
o,1604
a,1607
t,1611
e,1612
d,1618
space,1623
a,1627
b,1632
o,1637
v,1646
e,1652
space,1655
t,1659
h,1663
e,1666
space,1670
s,1676
c,1687
e,1693
n,1699
e,1718
period,1727
space,1735
t,1745
shift,1745
h,1752
e,1757
space,1764
q,1776
u,1781
i,1784
c,1787
k,1791
space,1798
f,1809
o,1813
x,1817
space,1823
j,1831
u,1836
m,1843
p,1849
e,1854
d,1860
space,1863
o,1868
v,1872
e,1880
r,1883
space,1887
1,1895
2,1899
space,1906
l,1911
a,1914
z,1922
y,1930
space,1943
d,1946
o,1951
g,1954
s,1958
space,1964
5,1980
space,1990
backspace,2002
backspace,2007
5,2018
backspace,2037
6,2061
t,2080
backspace,2093
space,2099
t,2104
i,2108
m,2114
e,2116
s,2123
space,2130
backspace,2139
comma,2146
space,2150
b,2158
a,2163
r,2168
d,2174
i,2179
backspace,2188
backspace,2193
k,2199
i,2204
n,2209
g,2217
space,2222
l,2243
a,2246
o,2252
u,2257
backspace,2266
backspace,2271
backspace,2275
o,2282
u,2309
d,2321
l,2336
y,2342
space,2346
e,2351
a,2356
c,2361
h,2367
space,2373
t,2379
i,2382
m,2388
e,2391
comma,2402
backspace,2414
period,2424
space,2432
a,2442
shift,2443
n,2464
space,2468
o,2474
w,2479
l,2484
space,2491
h,2498
o,2502
o,2507
o,2510
t,2513
e,2518
d,2523
backspace,2530
backspace,2535
backspace,2548
backspace,2556
t,2565
e,2572
d,2580
space,2585
3,2603
space,2610
t,2621
i,2623
m,2629
e,2631
s,2639
space,2643
a,2654
s,2660
space,2664
0,2679
backspace,2689
0,2718
backspace,2752
minus,2763
backspace,2788
9,2820
backspace,2840
0,2862
space,2873
f,2879
r,2884
g,2893
o,2895
n,2904
backspace,2911
backspace,2916
backspace,2925
o,2932
g,2935
s,2942
space,2947
h,2964
o,2966
o,2973
backspace,2986
p,2994
p,3001
e,3005
d,3013
space,3017
a,3026
l,3029
o,3035
n,3039
g,3043
space,3046
t,3050
e,3057
backspace,3065
h,3070
e,3075
space,3079
n,3084
u,3090
d,3093
d,3098
backspace,3105
backspace,3109
backspace,3114
backspace,3118
m,3126
u,3132
d,3137
d,3143
y,3148
space,3155
backspace,3162
space,3171
p,3174
a,3178
t,3183
h,3187
comma,3198
space,3207
o,3223
v,3227
e,3233
backspace,3244
backspace,3249
b,3254
s,3265
e,3273
r,3274
v,3282
i,3284
n,3290
g,3293
space,3297
t,3300
h,3304
e,3308
space,3311
s,3318
c,3325
a,3331
t,3336
e,3343
backspace,3357
t,3362
e,3368
r,3369
e,3374
d,3383
space,3387
a,3397
p,3404
backspace,3412
backspace,3416
p,3425
a,3428
e,3436
backspace,3446
backspace,3452
e,3458
a,3462
t,3466
backspace,3475
backspace,3480
t,3483
a,3488
l,3494
s,3497
space,3501
o,3506
f,3510
space,3513
a,3523
space,3528
r,3534
a,3538
n,3543
i,3549
backspace,3556
backspace,3561
i,3567
n,3572
b,3584
o,3587
w,3592
space,3598
c,3603
o,3607
l,3612
o,3617
r,3622
e,3627
d,3633
space,3639
b,3647
o,3652
u,3655
q,3670
u,3675
e,3684
t,3688
period,3699
space,3704
b,3722
shift,3724
y,3743
space,3748
m,3757
i,3761
d,3765
n,3788
i,3792
g,3795
h,3798
t,3804
space,3805
backspace,3806
comma,3812
space,3813
8,3844
9,3850
space,3857
t,3889
w,3895
i,3913
n,3918
k,3922
i,3927
l,3933
