Key,Frame
d,131
e,144
a,147
r,151
space,157
k,163
e,166
n,171
comma,180
space,186
f,195
i,202
r,209
s,216
t,221
space,233
o,239
f,243
space,248
f,251
backspace,260
backspace,265
f,269
comma,276
space,281
i,288
space,293
h,298
a,303
v,307
e,316
space,320
a,326
space,331
f,336
r,341
e,344
i,350
backspace,359
backspace,364
i,369
e,372
n,376
d,380
space,385
w,392
h,395
i,402
backspace,416
o,424
space,428
i,433
s,437
space,442
s,447
e,453
t,457
t,461
i,464
n,470
g,473
space,476
u,483
p,488
space,495
a,500
space,507
p,511
l,518
a,529
n,534
t,542
space,545
i,550
n,556
space,558
c,566
o,571
r,578
c,594
o,600
n,603
r,607
a,612
n,619
space,632
n,644
o,650
r,654
t,668
h,671
e,676
r,679
n,691
space,697
c,704
a,710
l,721
i,726
f,731
space,740
backspace,747
period,757
space,760
t,764
o,770
space,774
m,786
a,788
n,792
y,800
space,809
backspace,818
backspace,824
u,828
f,841
a,845
c,850
t,856
u,860
r,863
e,868
space,873
a,878
space,885
w,889
e,900
l,907
e,909
d,916
space,922
backspace,929
backspace,934
backspace,938
d,942
e,948
d,955
space,964
r,984
e,987
i,995
n,1002
f,1006
o,1009
r,1012
a,1019
c,1030
backspace,1039
backspace,1043
c,1048
e,1056
m,1067
e,1070
n,1074
t,1078
space,1084
g,1094
r,1100
a,1105
backspace,1114
i,1120
d,1123
space,1128
b,1134
u,1141
i,1151
l,1160
d,1165
i,1169
n,1175
g,1179
space,1183
s,1190
t,1196
r,1201
u,1205
c,1211
t,1217
u,1221
r,1224
e,1228
space,1234
s,1253
t,1258
y,1271
backspace,1278
backspace,1283
y,1304
s,1308
t,1316
e,1322
m,1328
s,1334
space,1342
backspace,1349
period,1358
space,1360
t,1366
h,1370
e,1374
y,1380
space,1384
w,1389
i,1393
l,1398
l,1404
space,1407
n,1412
e,1416
e,1421
d,1428
space,1433
v,1441
a,1443
p,1452
backspace,1476
m,1496
p,1501
period,1511
space,1524
s,1528
e,1536
r,1539
v,1546
i,1551
c,1555
e,1562
period,1572
space,1577
i,1582
s,1586
space,1594
backspace,1600
backspace,1605
space,1612
s,1615
u,1621
g,1632
g,1637
e,1641
s,1646
t,1652
e,1656
