Start frame,Key prediction,Idle Prob,Active Prob,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,comma,period,space,backspace
0,6,1.0,0.0,0.0,1.7451758625459252e-13,1.0270803081284103e-39,3.643376007244524e-43,0.0,9.350746382849115e-38,0.0,3.427357441178068e-39,2.3166084043417514e-39,2.01124164689148e-40,0.0,3.322377547764136e-17,6.761374150303605e-23,3.097828318515198e-37,8.210277721058397e-30,0.0,9.10844001811131e-44,0.0,0.0,8.319212321036105e-28,1.3589792507022076e-41,9.917169997774427e-30,1.3893478825111851e-34,2.825850502630999e-29,1.8830518043144004e-24,2.031636368949018e-37,1.6931866015174568e-17,2.145328181768491e-07,2.5028096372168572e-37,1.7968569948344264e-40
1,6,1.0,0.0,0.0,8.787187557451892e-14,1.1622537618925752e-39,1.1196374729955288e-42,1.401298464324817e-45,2.8800795412088706e-37,0.0,1.258548189764048e-39,1.2350526184127137e-39,4.741153224196586e-41,2.802596928649634e-45,2.8418363014987643e-16,2.6088026459377643e-22,1.1140145218840896e-36,3.7946570610871865e-29,0.0,1.8216880036222622e-44,0.0,0.0,2.108550834685787e-29,1.4643568952194338e-42,1.5417612076322897e-28,7.30661746723765e-35,9.103886254558019e-28,6.86247456391673e-25,4.0543359064950595e-36,3.934074632896895e-17,3.0903220249456353e-07,1.6399613129255305e-38,1.1905529843796149e-39
2,2,1.0,0.0,0.0,7.516616452526992e-13,2.9255759580760007e-36,2.7521501839339407e-41,2.4382593279251817e-43,1.649101483946068e-35,0.0,4.7273303677289775e-37,2.364075797945699e-36,2.201508410949193e-38,8.407790785948902e-44,6.061704042631833e-15,6.810969620844684e-21,7.454549815265973e-36,2.7273962536872566e-27,0.0,3.3687215082368602e-40,0.0,0.0,1.6991992639052652e-27,1.5404502044292e-39,2.228882576499237e-27,3.4259257555677546e-33,6.437585506124581e-28,4.299161613632972e-23,4.602687160730534e-34,4.4269058640057836e-17,4.230622323575517e-07,9.629046362726421e-34,1.1028909754379222e-38
3,6,1.0,0.0,0.0,8.902135213879891e-13,3.5547323326766337e-37,2.2189322961844543e-39,1.8272931974795615e-42,3.8660252844681015e-35,0.0,1.8237426434825938e-37,1.4559966364773948e-36,1.8878381193187188e-38,8.716076448100362e-43,4.435287652065559e-16,5.286523209781512e-22,1.9432247494068194e-36,4.7358690517820016e-27,0.0,4.086606711510464e-41,0.0,0.0,4.077731508204748e-28,1.4274466936691182e-40,4.7102133538068304e-27,4.887508064402332e-34,3.8146940630796646e-27,1.050940613888515e-23,1.665495203669124e-32,2.4518369546816912e-17,1.0779504577840271e-07,2.50911785475612e-33,7.728164954387066e-38
4,2,1.0,0.0,0.0,2.2562628848588062e-12,3.5640452501666593e-37,4.64237569544633e-40,2.6414476052522802e-42,1.6892759261911204e-35,0.0,4.413617981092635e-37,8.169205036789696e-37,8.809789684200549e-39,7.959375277364961e-43,2.371585526160687e-15,7.361507089035329e-22,1.5376103217510117e-35,1.400166014785889e-26,0.0,1.4580440456376505e-39,0.0,0.0,5.471989232144444e-28,9.78764938376955e-41,5.781717497653093e-26,1.0201291706386096e-33,4.67708735876337e-27,3.8109460123556365e-24,1.5248796013005262e-31,6.992544838437418e-18,2.7324174922682687e-08,7.926825666599137e-33,3.331991233409364e-38
5,2,1.0,0.0,0.0,1.7262467497114464e-11,9.262495139113562e-36,7.87891271954343e-40,3.349103329736313e-42,1.369645150782339e-34,0.0,3.601257809326103e-35,3.399680043203014e-35,9.57789406131924e-38,4.719573227845984e-42,4.455665623650162e-15,2.3091643450277078e-21,6.454138402939269e-36,1.0904536459030007e-25,2.802596928649634e-45,1.1920479680540706e-36,0.0,0.0,4.615313926169127e-27,3.956117798512537e-40,9.155922108316242e-26,2.1427636527208305e-33,2.610337268702428e-27,4.038505167810668e-24,3.4875911165732966e-31,3.269780234539186e-18,6.526223561564848e-09,6.016258328412458e-30,4.217282837983225e-38
6,6,1.0,0.0,0.0,2.373926576149099e-11,1.3821378490092287e-36,5.433184470803397e-40,9.024362110251822e-43,1.2691879373548878e-35,0.0,3.004974470737213e-37,3.11673693552535e-38,7.819913850299962e-39,8.561933617024632e-42,1.628802932364943e-16,9.724437946687042e-23,6.239106306150146e-37,4.5367371399960945e-27,0.0,1.52606727699137e-39,0.0,0.0,7.046276507642518e-29,2.5223372357846707e-44,2.990023186844694e-26,7.4666455258621275e-34,2.3120613722743827e-27,8.260727683452096e-26,7.435071563928049e-33,6.221959096214656e-18,5.192854479751929e-10,8.885086898147939e-32,2.8804441030173493e-38
7,6,1.0,0.0,0.0,5.5438705709454084e-11,2.1567279286778742e-36,9.649999835618923e-40,1.1224400699241785e-42,1.4095107100757827e-35,0.0,2.0981128470578157e-37,3.5640964255865764e-38,7.72615016745506e-39,5.3501575367921516e-42,9.663813453603094e-17,9.18491136114615e-23,3.839168119173039e-37,4.137539625587241e-27,0.0,1.8434291492962617e-39,0.0,0.0,1.0752316416237033e-28,1.961817850054744e-44,3.048237732013303e-26,1.4164653662820793e-33,1.4199536738507045e-27,5.0996412419053893e-26,5.463400562956425e-33,5.686436577383538e-18,5.080886267272433e-10,1.7200029648788298e-31,2.985648827304078e-38
8,6,1.0,0.0,0.0,1.5305462452985807e-10,3.085290979627598e-36,1.1640712460008045e-39,1.1280452637814777e-42,1.4369907603855086e-35,0.0,1.2863901965881477e-37,2.493971591750422e-38,6.881056490888514e-39,2.79559043632801e-42,7.619017023671599e-17,1.085565628062056e-22,2.8491733991107396e-37,3.713094325165438e-27,0.0,1.7272404871267695e-39,0.0,0.0,1.4253833999946668e-28,1.401298464324817e-44,2.927445562942873e-26,1.8473881873110908e-33,1.2093065306308088e-27,2.748140868822839e-26,5.495457395929303e-33,8.999300720922701e-18,6.489748738403023e-10,1.9740224745646878e-31,2.727476681093495e-38
9,6,1.0,0.0,0.0,2.415685707024551e-10,1.098139088267489e-36,2.762099403030647e-40,2.6064151436441598e-43,5.993415502940529e-36,0.0,3.306744879756702e-38,9.756689095498757e-39,2.6296248501087717e-39,5.240856256574816e-43,4.795047889578429e-17,7.534615609601241e-23,8.018017376019412e-38,2.1244615438094775e-27,0.0,5.516449625553578e-40,0.0,0.0,9.319325231850172e-29,7.006492321624085e-45,1.475884335735462e-26,1.2267527921803511e-33,5.728718101143693e-28,1.3814811046886306e-26,1.4102934699272853e-33,6.1676563433617745e-18,4.996017488601012e-10,7.458770264724595e-32,1.2453409517377866e-38
10,6,1.0,0.0,0.0,3.889927546740779e-10,4.608796660605407e-37,6.002742231628219e-41,6.726232628759122e-44,2.2846474208116152e-36,0.0,1.0139055802265213e-38,4.176103440531497e-39,1.1435043884399091e-39,2.129973665773722e-43,4.114245158222785e-17,6.40463547174456e-23,5.293712674129762e-38,1.055951181024567e-27,0.0,1.6577921352348316e-40,0.0,0.0,5.117163964022182e-29,5.605193857299268e-45,7.041082009767138e-27,5.8442594469259e-34,2.956317390591476e-28,1.0445775632193892e-26,4.303602367795477e-34,6.6378452422813104e-18,8.207628465761729e-10,1.784903976940766e-32,4.3627507907857055e-39
11,6,1.0,0.0,0.0,5.681400905288569e-10,2.69346133796272e-37,2.9371215812248166e-41,2.1019476964872256e-44,1.6298892111638907e-36,0.0,7.69129286815498e-39,3.939852927237119e-39,6.703727775422065e-40,1.555441295400547e-43,5.06758272559097e-17,6.658320517089153e-23,6.95882743461977e-38,7.637103305220047e-28,0.0,7.948865538882525e-41,0.0,0.0,3.1415970873635644e-29,7.006492321624085e-45,8.750477339390983e-27,3.1395642655301583e-34,3.291086626125997e-28,1.8448245662716184e-26,3.510221741162167e-34,8.240097811109282e-18,1.0293575991582316e-09,6.79829158040823e-33,1.969795442212145e-39
12,6,1.0,0.0,0.0,2.9957375469180647e-10,6.326421998189365e-38,5.516912054046805e-42,5.605193857299268e-45,4.901585979611223e-37,0.0,3.710282403722177e-39,1.0286904000639196e-39,2.8104722260191396e-40,7.567011707354012e-44,4.6387223343344824e-17,5.413072023761577e-23,5.608406754418272e-38,4.9899771153129285e-28,0.0,2.1766369046357384e-41,0.0,0.0,1.1415669883660297e-29,5.605193857299268e-45,4.519832097316241e-27,9.5327058763044e-35,1.8587594060874638e-28,1.7294262336406373e-26,1.3566911800774035e-34,6.106933014594257e-18,1.1347620620938415e-09,8.166240988754012e-34,4.330432644302982e-40
13,6,1.0,0.0,0.0,4.5304363038844997e-10,9.975018682992578e-38,1.4197956040539047e-41,9.80908925027372e-45,1.0018918112867438e-36,0.0,9.896066444655897e-39,3.746335010612326e-39,6.10952117460977e-40,2.6484540975739043e-43,1.1131579937873927e-16,1.2242693370875111e-22,1.7111471908353233e-37,1.3951882369923262e-27,0.0,4.607329220853566e-41,0.0,0.0,2.1413777087347597e-29,1.2611686178923354e-44,7.08740447678954e-27,1.4475935128000593e-34,3.979920748566612e-28,4.794153931912179e-26,4.275115456064749e-34,1.0843928376166979e-17,2.293962131361127e-09,1.5811436759666352e-33,8.363677910291957e-40
