Start frame,Key prediction,Idle Prob,Active Prob,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,comma,period,space,backspace
0,2,1.0,4.94269795763698e-31,1.4071565774345435e-22,1.419893369547509e-10,3.7163665851988993e-16,1.1301786992149777e-35,1.5337068874838374e-15,6.259881372269036e-33,8.358346254541081e-28,2.8017743282640108e-31,1.1490656808254178e-23,0.0,5.52172850305895e-20,3.340433284643573e-28,0.00031736466917209327,1.487457903587466e-27,5.031961514676865e-14,2.952359856581749e-33,1.704628368635894e-30,1.0880048417215533e-38,6.3170423564716625e-34,6.460824229109701e-21,3.2866956055347152e-31,1.0422312412867411e-26,8.337418738653505e-29,8.9682929525233e-35,6.320240012770706e-14,7.676789422099379e-26,0.022147705778479576,4.957815690431744e-06,1.318457960970546e-20,4.356600173450773e-34
1,7,1.0,3.783033546590125e-34,5.215637809669035e-23,8.139748319813123e-10,1.4342651731540683e-17,2.2023186562947697e-35,3.187645046102519e-17,3.643596498531081e-34,3.8751395669772524e-28,2.447456196557783e-33,2.5468378269364892e-24,0.0,1.6936453622263582e-22,1.4296406681367348e-29,0.000171785315615125,1.1625873701881119e-28,4.845049104722687e-16,1.0936733318493329e-32,1.1273347151518104e-27,1.1753795844780593e-38,2.0210010346636135e-34,1.1565931745987668e-21,3.9495725628129866e-32,5.03562949352978e-25,3.044358088177668e-29,7.692454776412723e-34,1.2877446132271864e-15,4.698830654856779e-24,0.0001045462122419849,2.0613262563529133e-07,3.1272913445441987e-24,7.255395415694939e-34
2,7,1.0,2.1496723636283992e-31,1.7428824753463005e-19,2.6460863722377326e-08,1.8539261579461088e-16,6.136049654565632e-33,1.5197722425894385e-15,2.45864047429288e-31,8.2418813033883e-26,6.443595475840335e-31,2.4295267981930593e-21,1.401298464324817e-44,6.86490892556137e-22,9.772180863772479e-26,0.037578683346509933,3.349793063432052e-27,1.0213358106567639e-14,1.642106175104358e-30,1.9004612002836262e-25,5.830759055018824e-35,2.3692805692377206e-32,8.647358442481247e-22,2.2664922869165077e-31,3.4954868472449957e-23,8.802292366021783e-28,5.8984153900232444e-33,2.209542485287884e-16,1.0456487058510856e-20,8.388097194256261e-05,5.833678073940973e-07,1.1445324127474748e-20,2.043821495345328e-30
3,7,1.0,5.56849466148567e-23,1.9723254459153471e-19,2.584306768582678e-09,8.219889782127166e-15,3.0250391450908305e-28,6.513999243981988e-19,9.9736602915676e-28,3.7484544709279453e-22,4.418396256040282e-28,6.344100482066659e-19,7.119749971873657e-37,1.7626494243288423e-17,1.1836429822932738e-19,0.000386119878385216,5.312366545472042e-22,1.6059297446545384e-14,6.1644492336782494e-30,1.737110047006281e-25,1.921369966701526e-31,8.784722684918122e-27,1.2354126625412732e-20,2.2678838904682428e-25,2.317449277798701e-21,6.761698372135651e-24,2.355950195700458e-26,1.996551286140462e-17,2.1005593352365444e-15,0.003395061008632183,9.011290785565507e-06,2.7034068644648636e-20,1.6760438081838975e-27
4,7,1.0,1.5306577377478139e-22,3.7410256498961054e-19,3.82627129980051e-09,1.8692755066811e-14,4.751772803483768e-28,6.398605997567192e-19,3.5628001449093025e-27,1.1359442544662892e-21,1.165663609940033e-27,9.102095903210738e-19,8.323817807318422e-37,9.514243813294113e-18,2.310139674980439e-19,0.00037746914313174784,9.083283231141868e-22,1.5054411439240772e-14,1.253247603332569e-29,2.798055857711424e-25,4.289653481630879e-31,1.3025321518131446e-26,2.3321770912803012e-20,3.8721252323915337e-25,5.299589068778477e-21,5.6117332321061004e-24,4.417955718824803e-26,3.2398642964285014e-17,3.568997463694991e-15,0.004261977970600128,6.765167654521065e-06,2.9546561900618834e-20,3.513295271246795e-27
5,7,1.0,3.770563591528649e-23,5.169584145363201e-20,2.044495461817064e-09,8.748744120107808e-15,1.8048079694434795e-28,9.588598820062563e-20,2.4245630292318076e-27,2.9263071696034622e-22,4.961251388709907e-28,8.564664251525848e-19,1.0193264753097926e-36,1.6287889364689785e-17,2.049764156158001e-19,0.00039312313310801983,6.271030202303984e-22,5.912203150957923e-15,3.897009780433623e-30,9.690204040875625e-26,3.5215800655295828e-31,2.3981814482605968e-27,6.273881410672717e-21,1.777324696840251e-25,5.392807638610515e-21,2.5626408802355554e-24,3.3460102288724843e-26,2.2295374590139854e-17,4.995617681426612e-16,0.0017446838319301605,1.7432942058803746e-06,1.1302909313828545e-20,9.953802990875995e-28
6,7,1.0,5.806774831073107e-23,2.4905177166575637e-20,1.6535928182292992e-09,8.05473614510447e-15,2.7872684082404003e-28,3.988727921628921e-20,1.6216316650230915e-27,1.9648310027633543e-22,3.468018198998207e-28,7.853050076328369e-19,9.681646872241112e-37,1.698867677964471e-17,1.382180417225808e-19,0.00016461421910207719,7.696418301891271e-22,4.0566860004390744e-15,1.8768006752121327e-30,1.3039936090847039e-25,2.814348826433627e-31,1.80335586641366e-27,2.936662426799441e-21,2.172851049811432e-25,6.787147788555437e-21,4.0736942806403146e-24,7.120479781356864e-26,4.132402434412814e-17,2.026751584130324e-16,0.0006879312568344176,5.586329052675865e-07,2.7537236391254178e-21,7.010908850514412e-28
7,7,1.0,3.1098727041112398e-24,1.8081366859190774e-20,7.48227313440708e-10,4.0365579565134705e-15,4.769859693073995e-28,2.811511292589875e-20,9.375913266588022e-28,5.476304589569197e-23,3.6528280290491755e-28,1.0462667390156335e-18,2.210191433569117e-36,2.4995935656029503e-17,1.1073434548504704e-19,7.894272857811302e-05,6.026191506259411e-22,3.2824121245627344e-15,2.134578687025423e-30,1.6997173005417065e-25,3.1597716030046788e-31,3.231503216619766e-27,1.4020562950705893e-21,3.857617094268388e-25,3.776263673237835e-21,1.0154133163888005e-23,1.0291663026192817e-25,4.7424719589723134e-17,9.850096512783505e-17,0.00033963873283937573,2.2104855190718808e-07,6.7144528298788045e-21,6.812780733415519e-28
8,7,1.0,2.9722632161588076e-25,3.911535491488958e-20,6.514949135727477e-10,5.115609745163195e-15,1.1338235583204399e-27,3.840213781876134e-20,1.5938321181303256e-27,6.944810185405182e-23,9.738441652634725e-28,2.758049911666931e-18,7.566762747063646e-36,5.675909546035943e-17,1.8245865941163722e-19,3.6006451409775764e-05,8.958231738268785e-22,6.413181634644426e-15,8.069564464496605e-30,4.338443593218699e-25,1.169095053615959e-30,1.3660314487491517e-26,2.7137330108001734e-21,1.4394868543993643e-24,6.423126926721017e-21,4.625147338662882e-23,2.599670898595148e-25,8.951730060203144e-17,1.3769309357050783e-16,0.000279866682831198,2.689928351173876e-07,2.5435474256230287e-20,1.3104306601452689e-27
9,7,1.0,2.7787307376857724e-25,1.425739877529821e-19,5.156440274767249e-10,8.480537913623312e-15,5.058465398954775e-27,8.454804972656002e-20,5.194845890920679e-27,1.859611725483017e-22,3.5956476504828046e-27,7.550622918211632e-18,4.602184361389069e-35,1.0718798945108735e-16,5.255821860124917e-19,2.6893449103226885e-05,1.577420200518965e-21,1.7355689842647563e-14,4.8396862091376984e-29,1.635537722008511e-24,7.221154708174801e-30,4.684050828107494e-26,9.501962636890144e-21,6.5568726102472786e-24,1.0141523499997086e-20,1.3567997362130688e-22,4.404845959915678e-25,1.4717407893291302e-16,3.466716064792107e-16,0.00032714844564907253,4.404104743116477e-07,1.5716796114964932e-19,5.091609497739712e-27
10,7,1.0,8.51688252903142e-25,4.1673297221875593e-19,7.858708128694047e-10,1.947211685784326e-14,2.4210008677252678e-26,2.1544900038451305e-19,3.0327954716448104e-26,7.242499406655942e-22,1.7083194281197132e-26,1.2610982206385421e-17,2.720892896619348e-34,1.830546592764012e-16,3.075483160071146e-18,1.822863850975409e-05,5.339838594941928e-21,3.131330711760895e-14,2.123361115587503e-28,5.9520371769962244e-24,4.7633023229105315e-29,2.2167856718515846e-25,4.399493535360537e-20,1.725053732949988e-23,2.7920541305015524e-20,4.244688622425799e-22,1.2037757089573917e-24,2.4200715978856544e-16,1.1593931813341503e-15,0.00046813368680886924,7.685888476771652e-07,4.621091020936945e-19,3.5392910114129475e-26
11,7,1.0,9.8106213161268e-24,9.896582202052607e-19,1.178775965726686e-09,2.3897816573401932e-14,6.490586058191948e-26,3.1961413593860537e-19,1.1220119031568509e-25,2.5802376517718005e-21,4.866326692871333e-26,2.5106834106393262e-17,1.3663470626088172e-33,2.9980609407079793e-16,1.0583237443037217e-17,1.7514168575871736e-05,1.7346576828063665e-20,5.536752154845781e-14,5.997906292435669e-28,9.076776359296807e-24,1.718743697277404e-28,1.2051724857976987e-24,1.0016711315968211e-19,4.472435542553491e-23,5.969489123452146e-20,1.1280654399110783e-21,4.6897524435594955e-24,3.697298285369429e-16,2.4650570941978566e-15,0.0004886704846285284,1.2235018402861897e-06,6.627543224739845e-19,1.6925063723108878e-25
12,7,1.0,1.8555259308649516e-22,8.768777271527901e-19,1.4289968097713768e-09,2.2953717038524078e-14,7.825757792181798e-26,2.7255751110108287e-19,7.173652704154253e-26,4.1388038494640426e-21,5.846215504821062e-26,1.8706469522843782e-17,1.3751354440846484e-33,3.6415285773310217e-16,1.573164845305605e-17,3.1340063287643716e-05,3.612768840227315e-20,4.565518088909225e-14,4.951328516153938e-28,7.083705082759627e-24,1.2448439584835122e-28,2.028330992417844e-24,9.330965017229826e-20,4.8148841635866396e-23,4.9862056352610106e-20,9.962425164888717e-22,5.143473681806413e-24,5.348428609177301e-16,2.5312048616642603e-15,0.0004462256911210716,1.85681142284011e-06,2.506658659971373e-19,2.701695758581579e-25
