Key,Frame
o,103
n,109
space,120
a,131
space,157
a,168
backspace,193
s,200
t,206
a,215
t,218
l,226
i,233
backspace,243
backspace,249
backspace,253
r,271
l,280
i,285
t,289
space,296
n,299
i,306
h,311
t,317
comma,336
space,343
5,353
space,360
s,372
t,382
a,411
r,423
g,431
a,438
z,447
w,459
e,466
r,470
backspace,483
backspace,488
backspace,493
e,507
r,510
s,516
space,523
g,531
a,538
t,543
h,547
e,554
r,557
e,565
d,570
space,577
o,585
n,591
space,596
a,603
space,611
h,618
i,623
l,631
l,636
comma,650
space,655
t,660
h,664
e,670
i,679
r,684
space,693
n,699
o,703
t,708
e,712
b,719
o,725
o,731
k,737
s,743
space,751
f,758
i,763
l,768
l,774
e,777
d,784
space,792
w,796
i,800
t,806
h,812
space,819
s,824
k,837
e,844
t,851
e,861
backspace,880
c,889
h,894
e,897
s,904
space,909
f,915
r,920
o,924
m,929
space,936
a,944
space,953
t,959
o,963
space,969
z,977
period,991
space,998
a,1012
space,1021
u,1028
i,1034
c,1040
k,1044
space,1054
b,1058
r,1066
o,1073
w,1080
n,1087
space,1093
f,1097
o,1102
x,1107
space,1112
d,1116
a,1123
r,1129
t,1135
e,1141
d,1147
space,1159
a,1166
c,1172
r,1179
o,1191
s,1196
s,1200
space,1208
t,1212
h,1217
e,1223
m,1233
e,1237
a,1246
d,1253
o,1261
w,1270
comma,1277
space,1285
w,1291
a,1299
backspace,1320
backspace,1326
w,1346
e,1353
a,1359
v,1366
n,1375
g,1379
space,1385
b,1393
e,1400
t,1413
w,1431
e,1440
e,1444
n,1450
space,1455
7,1462
space,1469
c,1478
u,1494
r,1505
o,1514
u,1520
s,1527
space,1533
r,1541
a,1551
b,1555
b,1561
i,1569
t,1574
s,1580
space,1587
a,1591
n,1596
d,1600
space,1606
6,1626
space,1634
f,1641
r,1648
o,1654
g,1659
s,1668
space,1673
c,1678
r,1685
o,1691
a,1705
k,1710
i,1715
n,1720
g,1727
space,1733
b,1741
e,1748
s,1757
i,1765
d,1769
e,1775
space,1783
a,1789
space,1795
0,1818
space,1824
d,1829
e,1836
g,1845
r,1871
e,1876
e,1882
space,1889
b,1897
r,1903
o,1923
o,1928
k,1931
period,1942
space,1952
o,1959
v,1964
e,1972
r,1976
h,1985
e,1989
a,1995
d,2001
comma,2009
space,2017
9,2023
space,2030
s,2035
h,2040
o,2045
o,2049
t,2057
n,2065
g,2071
space,2080
s,2086
t,2093
a,2101
s,2109
space,2119
s,2136
t,2144
r,2149
a,2163
backspace,2182
e,2190
a,2197
k,2202
e,2207
d,2216
space,2224
t,2232
r,2242
backspace,2263
h,2272
r,2276
o,2280
u,2285
g,2289
h,2298
space,2308
t,2313
h,2317
e,2325
space,2334
s,2339
k,2351
y,2356
space,2371
a,2379
s,2384
space,2396
1,2403
2,2411
space,2416
o,2428
w,2432
l,2438
s,2441
space,2450
h,2457
o,2462
t,2467
o,2474
backspace,2486
backspace,2490
o,2503
o,2508
backspace,2526
t,2536
e,2543
d,2550
space,2554
s,2564
o,2571
f,2576
t,2581
l,2594
y,2602
space,2608
f,2613
r,2618
o,2622
m,2628
space,2636
n,2640
e,2645
a,2654
b,2665
y,2670
space,2680
r,2694
backspace,2712
t,2724
r,2731
e,2740
e,2745
w,2751
period,2759
space,2765
t,2770
h,2774
backspace,2785
backspace,2790
backspace,2796
backspace,2807
backspace,2812
s,2824
comma,2832
space,2838
backspace,2851
backspace,2856
period,2901
space,2911
t,2916
h,2920
e,2923
space,2928
g,2934
r,2941
o,2944
u,2948
p,2954
space,2964
backspace,2973
backspace,2976
backspace,2980
p,3003
space,3006
m,3013
a,3019
r,3023
v,3032
e,3055
l,3060
e,3063
d,3070
space,3077
q,3082
t,3088
space,3091
backspace,3110
backspace,3115
backspace,3119
backspace,3123
space,3140
a,3150
t,3156
space,3162
8,3171
9,3174
space,3182
c,3196
o,3200
n,3203
s,3207
t,3214
e,3226
l,3232
l,3238
a,3243
t,3248
i,3253
o,3259
s,3269
space,3277
t,3286
h,3290
e,3294
y,3299
space,3306
h,3311
a,3317
d,3324
space,3330
m,3343
a,3348
p,3356
e,3361
d,3368
space,3375
q,3379
n,3383
